Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Geocapital Partners,https://www.crunchbase.com/organization/geocapital-partners,"Fort Lee, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Founded in 1984, Geocapital Partners has been a leading venture capital firm focused on investments in young businesses in information services and technology in both North America and Europe. We have successfully managed over $500 million in a series of partnerships that were primarily funded by large institutional investors. After the extraordinary explosion of capital flowing into the venture industry in the late 1990s and beyond, the managing partners of the firm decided, contrary to the industry trends, that bigger was not better. We concluded that great returns and rewarding relationships with promising young companies were not likely to be realized with a sizeable institutional venture fund, and we stopped raising such funds. (To read the letter we wrote to our institutional investors explaining our departure from the world of institutional venture capital funds, click here). In effect, we returned to our roots: finding entrepreneurs who have bootstrapped themselves into the post-startup stage of early revenue generation, for whom experienced equity partners, along with half a million to a few million dollars of equity capital, would be attractive. We now make such investments on a very selective basis, using primarily our own funds. We welcome inquiries from entrepreneurs who believe capital should be used efficiently and who think we might be good partners to help them achieve their vision. While examining the world of opportunities to invest in small growing companies, we also recognized a neglected opportunity to make long-term investments in publicly traded companies with limited trading and small market capitalizations. We characterize these situations as ""publicly traded venture opportunities."" Some of us have organized Kinderhook Partners, LP, a fund that is actively pursuing opportunities to invest in promising growing micro-cap public companies. We either buy blocks of stock from existing shareholders, shares on the open market, or shares directly from a company in order to provide capital.  The success of our portfolio companies has led to a number of IPOs and profitable acquisitions: - Autoweb.com is a nationally branded internet-based marketing service for new and used vehicle purchasing. After its IPO it merged with Autobytel (Nasdaq: ABTZ) 		 - Catalina Marketing (NYSE: POS) provides a wide range of strategic, targeted electronic marketing solutions for consumer goods companies, pharmaceutical manufacturers and their respective retailers. 		 - Expert Software (Nasdaq: XPRT) provides budget PC software to the education, hobby, home productivity, and finance segments of the consumer market. After its IPO, it was acquired by Activision, Inc.(Nasdaq: ATVI), a leading provider of interactive entertainment software.Â­ 		 - Homestore.com (Nasdaq: HOMS) is the #1 visited home and real estate-related network on the Internet, providing information, products and services which reflect all aspects of the home life cycle, including buying, selling, moving, renting, remodeling, decorating and shopping. 		 - Jackson Hewitt operates and franchises a national chain of federal and state tax return preparation and filing services. After its IPO, it was acquired by the Cendant Corporation (NYSE:CD), a global franchisor of real estate brokerage offices, hotels, rental car agencies and tax preparation services. 		 - Logic Works develops and publishes CASE (computer aided software engineering) software for client/server and RDBMS (relational database management systems) applications. Since its IPO, it was acquired by the Danish IT firm, Platinum which was later acquired by Computer Associates (NYSE:CA). 		 - MemberWorks (Nasdaq: MBRS) is a leader in bringing value to consumers by designing innovative membership programs that offer services and discounts on everyday needs in healthcare, personal finance, insurance, travel, entertainment, computing, fashion, and personal security. 		 - Netcom (Nasdaq: NETC) was one of the first ISPs, providing internet access services for individuals and businesses. Since its IPO, Netcom was acquired by Earthlink (Nasdaq: ELNK), the 2nd largest ISP. 		 - SeaMED (Nasdaq: SEMD) is supplier of contract engineering and manufacturing in the medical device industry. After its IPO, it was acquired by Plexus (Nasdaq: PLXS), a leading contract service provider of design, manufacturing and testing services to the electronics industry. 		 - ServiceWare (Nasdaq: SVCW) is a leading provider of Web-based solutions for enterprise service and support. The company delivers a comprehensive, integrated family of eService solutions that enable organizations to easily provide customers with fast, accurate answers to inquiries across all touch points: Web, e-mail, phone, fax or in-person. 		 - SPSS (Nasdaq: SPSS) develops and markets software for statistical data analysis, data validation and presentation graphics. SPSS was on the Forbes 2000 list of the â€œ200 best small companiesâ€ and BusinessWeek's Hot Growth Companies. 		 - StepStone (LSE:SSO; OSE:STP.OL) is Europe's leading online portal for recruiting and career services. 		 - VERITAS Software (Nasdaq:VRTS) is a leading provider of essential data availability software solutions that enable customers to protect and access their business-critical data. 		 - ViaGrafix (Nasdaq: VIAX) provides video-based training to both corporate and home users of PC software applications and network operating systems. It was acquired by Learn2.com (Nasdaq: LTWO). - 4-Sight develops and sells communications products to the graphic arts, printing and pre-press industries. It has been acquired by WAM!NET.  				 - Axon Networks provides local area network and wide area network monitoring and management solutions for OEMs and end users. It was acquired by 3Com (Nasdaq: COMS). 				 - D-Vision Systems provides non-linear digital video editing software solutions to the professional film and video editing community. It has since been acquired by Discreet Logic, an Autodesk (Nasdaq: ADSK) company. 	 - FA Holdings is a provider of credit and debit card processing services to small merchants. It has since been acquired by National Processing, Inc. (NYSE: NAP), the 2nd largest USA credit card processor.  - Fifth Generation Systems provides utility software for computers. It has since been acquired by Symantec (Nasdaq: SYMC), the leading internet security solutions provider. - Geneva Technology is a leading international provider of convergent billing software for the telecommunications, IP/Internet, utilities and on-line services marketplaces. Geneva received the World Billing Award for Overall Best Contribution to Billing (2000). In March 2001, Convergys Corporation (NYSE: CVG), the global leader in integrated billing and customer care services, merged with Geneva Technology.  - InterCAP Graphics is a leading supplier of computer graphics software for improving the productivity of professional technical illustrators. It has since been acquired by Micrografx (Nasdaq: MGXI).  - Micro Engineering Solutions designs, develops and markets CAD/CAM systems operating on low-cost hardware platforms. Its primary market is the tooling design and manufacturing sectors. It was acquired by Autodesk (Nasdaq: ADSK), the world's leading PC design software and multimedia tools supplier.  - Milkyway Networks produces and markets an application level Internet firewall software package. It was acquired by SLM Software (TSE: ESP).  - PDA Engineering provides specialized software products and engineering support services to the distributed mechanical computer-aided engineering market. It has since been acquired by MSC Software (NYSE: MNS), the leading company in the space.  - PhotoDisc publishes and sells digital stock photography. It was acquired by Getty Images (Nasdaq: GETY), the leading provider of imagery and related products and services. - Saladin is the leading software provider for the oil trading market. It was acquired by FAME Energy, the leading energy information solutions provider.",,,,,,Closed,"Founded in 1984, Geocapital Partners has been a leading venture capital firm focused on investments in young businesses in information",,,,,,none,,http://www.geocapital.com/geo/home.htm,,,,Venture Capital,,11,11,,6,2,2,,,,"19,497",-0.1,-0.2,0.8,,,,,,,,,,,,,5,,,,,,,,,,
Nassau Capital,https://www.crunchbase.com/organization/nassau-capital,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,,,,,,,Closed,Nassau Capital private investment firm that invests on behalf of Princeton University.,1995-01-01,year,,,,none,,http://www.nassau.com,,,,Private Equity Firm,,10,11,,1,7,7,,,,"33,771",-0.5,-0.4,-0.4,903,330.83,505.39%,,,1,0%,63.94%,-36.06%,"15,431,713","-13,534,009",-46.72%,9,,,,,,,,,,
Zon Capital Partners,https://www.crunchbase.com/organization/zon-capital-partners,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,Zon Capital Partners LLC operates as a venture capital firm. The Company invests in technology-enabled service companies and developers of advanced technologies. Zon Capital Partners operates in the United States.,,,,,,Active,"Zon Capital Partners, a venture capital firm, invests in technology-enabled service companies and developers of advanced technologies.",,,,,,,,http://www.zoncapital.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture",9,11,,4,5,5,,,,"38,438",-0.3,-0.5,-0.1,,,,,,,,,,,,,2,,,,,,,,,,
Hudson Clean Energy Partners,https://www.crunchbase.com/organization/hudson-clean-energy-partners,"Teaneck, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Hudson Clean Energy Partners is a private equity firm formed in 2007 to invest in the dynamic and fast-growing clean energy markets. Members of the Hudson senior team formerly led the U.S. alternative energy investing platform at Goldman Sachs Group, Inc.'s Special Situations Group, headed renewable energy investments for General Electric's (âGEâ) Energy Financial Services unit, and served as Chairman of the Energy Group and Vice Chairman of Credit Suisse's Investment Banking Department for the Americas.",48,,,,,Active,Hudson Clean Energy Partners is a private equity firm formed in 2007 to invest in the dynamic and fast-growing clean energy markets.,2007-01-01,year,,,,,,http://www.hudsoncep.com,ideas@hudsoncep.com,(201) 287-4100,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",4,10,,4,1,1,,,,"13,227",-0.1,0.2,2,724,"1,409.7",-52.41%,25,-78.3%,3.15,46.94%,25.59%,-20.36%,"11,986,152","2,806,012",30.57%,11,,,5,,,,,,,
Palisade Capital Management,https://www.crunchbase.com/organization/palisade-capital-management,"Fort Lee, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Palisade Capital Management, LLC is a Fort Lee, NJ based Registered Investment Adviser that manages assets for institutions and high net worth individuals in a variety of product and service offerings. Every day we strive to preserve and enhance wealth by seeking consistent and superior risk-adjusted performance. We believe that anticipation of clients' needs, responsiveness to their requests, and furthering their understanding of our approach is critical to long-term successful relationships.",15,,,,,Active,Palisade Capital Management is a registered investment advisor that manages assets for institutions and high net worth companies.,1995-01-01,year,,,,,,http://www.palisadecapital.com,info@palcap.com,(201) 346-5736,,Venture Capital,"Early Stage Venture, Late Stage Venture",10,10,,4,3,3,,,,"15,855",0.4,0.7,0.3,633,502.41,-33.65%,158,25.62%,4.13,46.99%,39.39%,23.02%,"12,635,166","2,216,381",21.27%,17,,,14,,,,,253148,USD,253148
LibertyView Equity Partners,https://www.crunchbase.com/organization/libertyview-equity-partners,"Hoboken, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,Active,LibertyView Equity Partners It was an investment arm of CPR SA specializing in investments in middle market companies.,,,,,,,,http://www.lvep.com,,(201) 595-2926,,Private Equity Firm,,7,10,,1,3,3,,,,"43,893",-0.3,-0.4,0.3,,,,,,,,,,,,,10,,,,,,,,,,
Sarsia Seed Management,https://www.crunchbase.com/organization/sarsia-seed-management,"North Bergen, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Sarsia Seed AS is a Norwegian Seed Capital Fund which invests in Norwegian early phase technology companies within the energy/cleantech and biotechnology/life science sectors. The fund has a total capital of 333.5 million NOK (approx, 40 mEUR/50 mUSD) and is managed by Sarsia Seed Management AS. The management company advises the Fund board regarding investment decisions. The Fundâ€:tm:s duration is expected to be 12 (+3) years. The Management Teamâ€:tm:s strength lay in its competence, experience and extensive national and international network of industrial players and co-investors. The Teamâ€:tm:s collective experience comprises an optimal balance between operations, business and specialised technology know-how, applied research, and entrepreneurship; elements which are actively used both in the vetting and follow-up of investments.",,,,,,Active,"Sarsia Seed Management is a Norwegian company that caters to early-stage energy, cleantech, biotech, and life science companies.",,,,,,,,http://www.sarsiaseed.com,jon@sarsia.com,+47 55 59 59 48,,Venture Capital,Early Stage Venture,6,9,,4,1,1,,,,"23,460",-0.1,-0.1,2.8,815,491.02,612.15%,6,,1.77,76.63%,45.86%,-54.14%,"13,981,586","-16,570,528",-54.24%,14,,,,,,,,,,
Dominion Ventures Inc,https://www.crunchbase.com/organization/dominion-venturesinc,"Stratford, New Jersey, United States",,,"Greater Philadelphia Area, East Coast, Northeastern US",,"Dominion Ventures provides early- and mature-stage investments for firms in the communications, software, and services industries. It was founded by Michael Lee and is based in New Jersey.",,,,,,Active,"Dominion Ventures invests in early- to mature-stage companies in the communications, software, and services sectors.",,,,,,,,http://www.dominionventures.net,info@dominionventures.net,,,Venture Capital,"Early Stage Venture, Late Stage Venture",7,9,,2,3,3,,,,"36,298",-0.2,-0.2,0,,,,,,,,,,,,,,,,,,,,,,,
Energy Capital Partners,https://www.crunchbase.com/organization/energy-capital-partners,"Short Hills, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Energy Capital Partners is a private equity firm dedicated to investing in North America's energy infrastructure. Through their $2.25 billion fund (Energy Capital Partners I, LP), they invest in assets and business primarily in the following sectors: -	Power generation, including gas renewable energy facilities -	Electric transmission -	Midstream gas, including gas storage, pipelines and other related assets -	Other infrastructure assets such as coal transportation, handling and reserves, and energy service companies.",78,,,,,Active,Energy Capital Partners is a private equity firm dedicated to investing in North America's energy infrastructure.,2005-01-01,year,,,,,,http://www.ecpartners.com,info@ecpartners.com,713.496.3100,,Private Equity Firm,"Early Stage Venture, Late Stage Venture, Private Equity",7,8,,3,2,2,,,,"5,686",-0.5,-1.4,-0.3,"14,517","7,564.16",297.44%,40,-80.32%,2.54,-61.16%,21.97%,-10.4%,"2,101,127","-1,344,623",-39.02%,19,,,14,,,,,9790198,USD,9790198
Sabby Management,https://www.crunchbase.com/organization/sabby-management,"Saddle River, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,,1,,,,,Active,"Based in New Jersey, Sabby Management is a hedge fund that offers a range of funding and investment advisory services.",,,,,,,,,,,,Hedge Fund,"Late Stage Venture, Private Equity",8,8,,1,7,7,,,,"9,284",0,0.1,0.6,,,,,,,,,,,,,60,,,,,,,,,,
TechLaunch,https://www.crunchbase.com/organization/techlaunch,"Clifton, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"New Jersey’s premier Technology Accelerator, TechLaunch was created to drive the commercialization of innovative technology within the State and formed in collaboration with the NJ Economic Development Authority (EDA) (njeda.com), Montclair State University (montclair.edu), Casabona Ventures LLC (CasabonaVentures.com), Jumpstart NJ Angel Network (jumpstartnj.com), and successful entrepreneurs. We provide seed-stage technology companies funding, mentorship, business training, key services and exposure to qualified investors, most notably during Demo Day at the end of our 16-week LaunchPad business program.",20,http://twitter.com/techlaunchnj,http://www.linkedin.com/company/techlaunch-llc,http://www.facebook.com/pages/TechLaunch/421872457826739,,Active,"TechLaunch provides seed-stage technology companies with funding, mentorship, business training and exposure to qualified investors.",2011-02-01,day,,,,,,http://techlaunch.com,joshua@techlaunch.com,,,Accelerator,Seed,8,8,,,,,On-Site,2018-09-16,,"21,722",-0.2,0.5,2,741,652.39,14.79%,,,1,0%,100%,0%,"15,757,953","-597,728",-3.65%,24,,,9,,,,,,,
Foundation Venture Capital Group,https://www.crunchbase.com/organization/foundation-venture-capital-group,"New Brunswick, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,Foundation Venture Capital Group provides pre-seed funding to help advance new life science start-ups in New Jersey.,12,,,,,Active,Foundation Venture Capital Group is a New Jersey-based venture capital firm that invests in the development of new startups.,2006-03-01,day,,,,,,http://www.foundationventure.com,ali@njhf.org,(908) 731-6590,,Venture Capital,Early Stage Venture,7,8,,7,,,,,,"27,439",-0.2,-0.5,-0.5,,491.22,-100%,,,,,,,,,,14,,,,,,,,,,
CIT VentureCapital,https://www.crunchbase.com/organization/cit-venturecapital,"Morristown, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"The firm specializes in leveraged buyouts, management buyouts, recapitalizations, growth financing and venture capital in the life science, telecommunications and technology sectors. In the telecommunications and technology sectors, the firm actively seeks to invest in the following industries: communications services, wireless technologies, communications equipment, software, and Internet enabling technologies. In the life sciences sector, the firm actively seeks to invest in biopharmaceuticals, medical devices and pharmaceutical services.",,,,,,Active,The private equity arm of CIT Group.,1992-01-01,year,,,,,,,,(973)401-6700,,Venture Capital,Venture,7,8,,,3,3,,,,"86,690",-0.3,-0.7,-0.5,,,,,,,,,,,,,,,,,,,,,,,
BCI Partners,https://www.crunchbase.com/organization/bci-partners,"Teaneck, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"BCI Partners is a private equity investment firm providing capital and strategic guidance to growth companies which have the potential to generate excellent performance, achieve leadership in the marketplace and create significant shareholder value. Our goal is to assist the committed entrepreneur take a company to  the next level within our proven areas of expertise that include media and entertainment, communications, business services,  software and the internet",,,,,,Active,"BCI Partners is a New Jersey-based private equity firm specializing in financial growth, outside acquisition, and management-led buyouts.",,,,,,,,http://www.bciadvisors.com/,,,,"Private Equity Firm, Venture Capital",,7,7,,3,3,3,,,,"21,521",2.1,1.8,1.2,,,,,,,,,,,,,2,,,,,,,,,,
Rockport Venture Partners,https://www.crunchbase.com/organization/rockport-venture-partners,"Spring Lake, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,Rockport Venture Partners is a unique private placement firm that specializes in raising private equity from a global network.,4,,https://www.linkedin.com/in/josebolanosmd,,,Active,Rockport Venture Partners is a unique private placement firm that specializes in raising private equity from a global network.,2001-01-01,year,,,,,,http://www.rockportventure.com,contact@rockportventure.com,(732) 359-7109,,Venture Capital,Late Stage Venture,5,7,,,2,2,,,,"39,353",1.5,2.7,-0.2,,,,,,,,,,,,,1,,,,,,,,,,
William E. Simon & Sons,https://www.crunchbase.com/organization/william-e-simon-sons,"Morristown, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,Active,"William E. Simon & Sons Private Equity Partners, L.L.C. is a principal investment firm.",1994-01-01,year,2017-04-19,day,,,,,,,,Venture Capital,"Early Stage Venture, Venture",7,7,,1,3,3,,,,"52,467",-0.4,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Venture Capital,https://www.crunchbase.com/organization/honeywell-venture-capital,"Morris Plains, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Honeywell is a Fortune 100 company that invents and manufactures technologies to address tough challenges linked to global macrotrends such as safety, security, and energy. With approximately 129,000 employees worldwide, including more than 19,000 engineers and scientists, we have an unrelenting focus on quality, delivery, value, and technology in everything we make and do.",1,https://twitter.com/Honeywell,https://www.linkedin.com/company-beta/1344/,,,Active,Honeywell is a Fortune 100 software-industrial company that delivers industry specific solutions,,,,,,,,https://www.honeywell.com/ventures,,+0014803533020,,Venture Capital,Early Stage Venture,6,6,,1,,,,,,"5,868",-0.3,3.9,4,,,,,,,,,,,,,15,,,,,,,,,,
Princeton Ventures,https://www.crunchbase.com/organization/princeton-ventures,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,Princeton Ventures leads equity investments ranging in size from $10 million to $100+ million in middle- to later-stage growth businesses.,1,https://www.twitter.com/princeton_vc,,https://www.facebook.com/princetonventures,,Active,Princeton Ventures leads equity investments ranging in size from $10 million to $100+ million in middle- to later-stage growth businesses.,2006-01-01,day,,,,,,http://www.princetonventures.com,info@princetonventures.com,(609) 454-5700,,Private Equity Firm,Private Equity,6,6,,2,1,1,,,,"9,545",-0.1,2.7,2,149,499.06,-60.92%,"1,359","8,987.99%",5,148.78%,0%,-45.06%,"22,080,183","4,362,869",24.62%,14,,,,,,,,,,
Innovation Garden,https://www.crunchbase.com/organization/innovation-garden,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,"Innovation Garden is a venture capital firm, making direct investments into early-stage companies with disruptive ideas in advertising and marketing technology.  We offer capital, business solutions and technology that allow companies to enter the marketplace or scale to new heights.",2,http://twitter.com/NJInnovation,http://www.linkedin.com/company/innovation-garden-llc,,,Active,"Innovation Garden, a venture capital firm, finances early-stage companies with disruptive ideas in advertising and marketing technology.",2011-11-09,day,2013-04-01,month,,,,http://www.innovationgarden.com,info@innovationgarden.com,,,"Micro VC, Venture Capital",Seed,6,6,,4,1,1,,,,"26,376",-0.1,-0.5,-0.5,,,,,,,,,,,,,4,,,,,,,,,,
Early Stage Enterprises,https://www.crunchbase.com/organization/early-stage-enterprises,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,,1,,,,,Closed,A venture capital firm specializing in late stage investments.,1996-01-01,year,,,,none,,,,(609) 921-8896,,Venture Capital,"Early Stage Venture, Late Stage Venture",3,6,,,2,2,,,,"50,695",1.1,1.3,-0.2,,,,,,,,,,,,,,,,,,,,,,,
DFW Capital,https://www.crunchbase.com/organization/dfw-capital,"Teaneck, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,,5,,,,,Active,DFW Capital is a private equity firm focused on investments in lower middle-market companies.,,,,,,,,http://www.dfwcapital.com,,201-836-5666,,Private Equity Firm,Late Stage Venture,5,5,,4,2,2,,,,"10,779",-0.4,-0.6,4.2,903,"2,730.48",-90.8%,38,-34.98%,2.46,54.05%,35.34%,3.03%,"11,406,317","8,164,574",251.86%,11,,,,,,,,,,
Charterhouse Group International,https://www.crunchbase.com/organization/charterhouse-group-international,"Summit, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Charterhouse Group, Inc. is a private equity firm that has been active  for over three decades in building leading middle-market companies. Established in 1973, Charterhouse has invested over $2 billion in equity through several limited partnerships. Since its inception, Charterhouse has completed investments in over 100 platform companies with a focus in the Business Services, Healthcare Services and Consumer Products and Services sectors.",1,,,,,Active,A private equity firm that has been active for over three decades in building leading middle-market companies.,1973-01-01,year,,,,,,http://www.charterhouseequity.com/,wmlanduty@charterhouseequity.com,,,Private Equity Firm,,5,5,,2,1,1,,,,"23,850",0.2,0,1.6,107,77.57,,23,,2,,,,"29,118,047",,,9,,,7,,,,,,,
Plum Holdings,https://www.crunchbase.com/organization/plum-holdings,"Montclair, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,,,,,,,Closed,"Plum Holdings, headquartered in New York, focuses on early-stage investing in high-growth media companies.",,,,,,none,,http://www.plumholdings.com,,,,Venture Capital,Early Stage Venture,5,5,,,1,1,,,,"50,347",2.7,4.1,3.9,,,,,,,,,,,,,2,,,,,,,,,,
Princeton University,https://www.crunchbase.com/organization/princeton-university,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,"One of the oldest and most prestigious universities in the United States, Princeton University is consistently at the forefront of research and academic excellence. This is partially due to its unique approach to education, which stresses the importance of independent study. Princeton’s undergraduate academics grant bachelor’s degrees in the arts and sciences. In their third and fourth years, all undergraduates must pursue independent research in their chosen field of study. Depending on your major and academic goals, this can vary from a lab research to a creative project. The graduate school at Princeton University offers a variety of master’s degrees and Ph.D.’s, as well as continuing education programs to suit diverse academic needs. The graduate school does not use a credit-based system, and your department and advisor will determine your curriculum. Tuition at Princeton is among the most expensive in the country. In light of this, the university aims to support its students with significant financial assistance. Princeton’s need-based financial aid program replaces loans with grants, so that its students won’t be overwhelmed with debt after graduation. These programs and more are available to those who qualify. Tuition costs shouldn’t discourage qualified students to apply to Princeton. As an Ivy League school, Princeton’s admissions are highly competitive.Contact the school directly for more information and guidance on applying.","1,860",http://twitter.com/princeton,http://www.linkedin.com/edu/princeton-university-18867,http://www.facebook.com/18058830773,,Active,"Princeton University is a private Ivy League university in Princeton, New Jersey, United States",1764-01-01,year,,,,,,http://www.princeton.edu/,,,,University Program,,4,4,,1,,,,,,399,-0.8,-1.4,-2,"7,176,624","8,054,472.07",2.96%,154,5.54%,3,-1.91%,66.83%,0.03%,"9,709",253,2.68%,12,1,495,99,,,,,130092022,USD,130092022
Rosemark Capital Group,https://www.crunchbase.com/organization/rosemark-capital-group,"Princeton, New Jersey, United States",,,"East Coast, Northeastern US",,"Founded by operators who have founded and managed high-growth businesses of their own, through thresholds of $50M, $100M and $150M+, Rosemark Capital Group invests in tech-enabled growth-stage firms.  Their specific focus is in healthcare, financial services and business services.",,,,,,Active,"A private equity firm founded ""by entrepreneurs, for entrepreneurs"" specializing in growth equity investments in tech-enabled businesses.",2014-01-04,day,,,,,,http://rosemarkcapitalgroup.com/,info@rosemark.com,609-751-9180,,Venture Capital,Venture,3,4,,1,1,1,,,,"3,403",-0.3,1.1,1.3,,,,,,,,,,,,,26,,,,,,,,,,
Lightview Capital (Red Oak Growth Partners),https://www.crunchbase.com/organization/red-oak-growth-partners,"Summit, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Lightview Capital (formerly known as Red Oak Growth Partners) is a private equity firm that invests in profitable, capital efficient technology and business services and companies in North America. We principally target bootstrapped and founder-owned companies, corporate divestitures and recapitalization transactions. Since the mid-1990s,  Lightview Capital founders have successfully led direct investments of over $250 million in more than 20 growth companies. To date, over half of those investments have led to IPOs or strategic exits yielding a combined enterprise value in excess of $1 billion. Over the course of their combined 50+ years of experience they have founded and managed both operating businesses and investment firms where they were instrumental in raising over $500 million in capital from leading institutional investors that included university endowments, pension funds, family offices and funds. Sector Focus: Software -- SAAS /Cloud Applications, ERP, CRM, Human Capital, BI & Analytics  IT Services -- Project Management, Specialty Consulting, Application Management Business Services -- BPO, Information Services, Data Internet & Media -- E-commerce, Digital Media Investment Criteria: $2 to $15 million EBITDA $10 to $100 million in Enterprise Value North American HQ or Orientation Established operating history of growth and profitability Sustainable competitive advantage Recurring revenues High margins Investment Structures include: Recapitalizations Management buyouts Growth equity investments Corporate spinoffs Industry consolidations and strategic acquisitions",2,,https://www.linkedin.com/company/red-oak-growth-partners,,,Active,Lightview Capital (previously known as Red Oak Growth Partners) is a private equity firm founded by Rich Erickson and Conor Mullett in 2012,2012-01-01,year,,,,,,http://lightviewcapital.com,info@lightviewcapital.com,(908) 751-1500,,Private Equity Firm,Private Equity,4,4,,1,1,1,,,,"7,004",-0.5,4.9,6.4,170,363.95,-48.81%,209,825.66%,6.89,256.51%,0%,-53.38%,"19,704,939","719,897",3.79%,26,,,,,,,,26842,USD,26842
WelCan Capital,https://www.crunchbase.com/organization/welcan-capital,"Clark, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"WelCan Capital invests in high-impact, foundational companies in the cannabis industry.  Leveraging a people + purpose + profits approach, WelCan Capital’s mission is to maximize returns for investors while driving lasting, responsible change through smart investments, sustainable approaches, education and charitable giving. WelCan Capital focuses on both early-stage and growth opportunities in both plant touching and ancillary companies.",2,https://twitter.com/WelCanCapital,https://www.linkedin.com/company/welcan-capital/,,,Active,A cannabis-focused venture firm.,2018-01-01,year,,,,,,http://www.welcancap.com,,,,Venture Capital,Early Stage Venture,3,4,,1,,,,,,"12,513",-0.1,0,0.5,332,221.24,,,,1,,100%,,"22,109,680",,,18,,,,,,,,,,
Ivy Capital Partners,https://www.crunchbase.com/organization/ivy-capital-partners,"Montvale, New Jersey, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Ivy Capital Partners, LLC (“ICP”), is a specialized private equity investment firm dedicated to investing in promising companies operating in the musculoskeletal sector of the healthcare industry. Our focus on musculoskeletal companies stems from our belief that a number of compelling macroeconomic, demographic and scientific trends bode well for the future of this large and rapidly growing sector. The aging of the worldwide population will be a leading driver of growth in the healthcare industry and the impact of this demographic shift will be most pronounced in the musculoskeletal sector. In addition, the advent of new technologies, new materials developments and improvements in the delivery of healthcare services will create attractive investment opportunities. We are seeking to invest in healthcare companies with seasoned entrepreneurial management teams, proprietary products, innovative technologies or compelling service opportunities that have the potential for significant investment return. Within the musculoskeletal sector we are interested in investments ranging from sports medicine, joint implants, rehabilitation products and services, trauma, spine and therapeutics.",6,,,,,Active,"Ivy Capital Partners, LLC (“ICP”), is a specialized private equity investment firm dedicated to investing in promising companies operating",2002-01-01,year,,,,,,http://www.ivycapitalpartners.com,,,,Private Equity Firm,Private Equity,3,4,,1,3,3,,,,"15,714",-0.1,0,0,,,,,,,,,,,,,6,,,,,,,,,,
