Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
VentureHealth,https://www.crunchbase.com/organization/venturehealth,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,VentureHealth is an investment portal for accredited investors who want access to high growth opportunities in the $2.5 trillion healthcare sector. Our mission is to dramatically transform clinical outcomes by capitalizing breakthrough innovations.,8,http://twitter.com/venture_health,http://www.linkedin.com/company/venturehealth,,,Active,VentureHealth is an investment portal for accredited investors who want access to high growth opportunities in the healthcare sector.,2012-01-01,year,,,,,,http://www.venturehealth.com,info@venturehealth.com,(408) 457-3700,,"Micro VC, Venture Capital",,2,2,,,,,,,,"29,602",-0.2,0.2,0,254,107.56,64.52%,,,1,-66.67%,100%,100%,"24,591,578","886,010",3.74%,32,,,,,,,,,,
SVS Ventures,https://www.crunchbase.com/organization/svs-vc,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,https://www.linkedin.com/company/svs-ventures,,,Active,SVS Ventures is a private equity firm.,2015-01-01,year,,,,,,http://www.svsventures.net/,contact@svsventures.net,,,Private Equity Firm,"Late Stage Venture, Private Equity",2,2,,,,,,,,"35,601",-0.4,-0.1,0.5,,,,,,,,,,,,,9,,,,,,,,,,
Farallon Research,https://www.crunchbase.com/organization/farallon-research,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,"Farallon works with entrepreneurs and investors building early- and mid-stage companies, to accelerate the development of innovative private sector information technologies, and to effectively connect those technologies to federal Cybersecurity challenges and opportunities. Farallon areas of investment include trusted IP transport, virtualization security and policy, identity and mobility convergence, data and behavioral analytics, and large data set visualization.",,,,,,Active,Farallon Research provides short term project funding and long-term advisory support to early-and mid-stage IT startups.,2010-01-01,year,,,,,,http://www.farallon-research.com/index.html,,,,Venture Capital,,1,2,,,,,,,,"86,040",-0.3,-0.5,-0.2,,,,,,,,,,,,,11,,,,,,,,38579,USD,38579
Kika Tech,https://www.crunchbase.com/organization/kika-tech,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,"Kika revolutionizes communications with AI technology. In a two-year span, Kika’s ecosystem achieved a user base of 400M installations, 60M MAU, an engagement rate of 120 times per user per day. The company provides users the ability to communicate authentically by predicting intents and context to enhance expressive communication, thus preserving the genuine nature of human conversations.",4,https://twitter.com/kikakeyboard,https://www.linkedin.com/company/10170683/,https://www.facebook.com/KikaKeyboard/,$1M to $10M,Active,Kika revolutionizes communications with AI technology.,2016-01-01,year,,,,,For Profit,http://www.kikatech.com/,partnerships@kikatech.com,,,Venture Capital,Early Stage Venture,1,1,,1,,,,,,"1,865",-0.1,-0.3,-0.6,"144,516","179,618.49",-45.51%,67,114.97%,1.22,6.86%,84.25%,-3.39%,"535,219","208,141",63.64%,24,32,,4,,,,,,,
TDK Ventures,https://www.crunchbase.com/organization/tdk-ventures,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,"TDK Ventures is a technology-focused venture fund based in San Jose, California. We invest globally in Seed to B-round startups that leverages fundamental material science to unlock an attractive and sustainable future for the world. We believe in a sustainable world where digital and energy transformation will improve billions of lives for the better. Our mission is to help accelerate learnings and contributions to society, investing in start-ups with similar idealism. We aim to finds meaningful opportunities in early stage technology, especially in Health & Wellness, next Generation Transportation, Robotics & Industrial, Mixed Reality, and the wider IoT market segments. Dielectrics, magnetics, MEMS, neuro-electricals, organic materials, piezoelectrics, semiconductors, and many other types of materials, TDK Ventures is looking for the hardest problems where we have a proven track-record of solving since 1935 and are passionate to continue solving these challenges together with our global innovation partners.",4,https://twitter.com/TDKVentures,https://www.linkedin.com/company/tdk-ventures-inc/,,,Active,"TDK Ventures is an early-stage technology-focused venture fund based in San Jose, California, investing globally.",2019-05-01,month,,,,,,http://www.tdk-ventures.com/,,,,Corporate Venture Capital,"Early Stage Venture, Seed",1,1,,,,,,,,"3,384",-0.4,5.8,9.6,658,109.71,,120,,3.61,,5.07%,,"12,175,863",,,19,,,,,,,,,,
Tandon Group,https://www.crunchbase.com/organization/tandon-group,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,,4,https://www.twitter.com/tandongroup,https://www.linkedin.com/company/tandon-group,,,Active,Tandon Group is a technology catalyst operating successful businesses and incubating the next generation of innovators.,1975-01-01,year,,,,,,http://www.tandongroup.com,info@tandongroup.com,408.404.0500,,Incubator,,1,1,,,,,,,,"17,284",0.3,0.5,1.3,"2,459","1,181.19",230.31%,62,,1.6,60%,29.5%,-52.54%,"8,147,151","-8,450,996",-50.92%,21,,,16,,,,,,,
San Jose State University,https://www.crunchbase.com/organization/san-jose-state-university-3,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,"Located halfway between San Francisco and the idyllic coastal town of Monterey is San Jose State University.  Part of the California state university system, San Jose State University has a unique combination of standard academic programs and those found rarely, if at all, at any other California state university.  A high-ranking master’s in Occupational Therapy, a degree in Zoology and an online graduate degree in library science are some of San Jose State’s unique offerings.  However, with over 60 bachelor’s and 60 master’s degrees available in more than 130 areas of study, there are certainly other career and academic paths from which to choose. Business, Journalism, Nursing, Engineering, Music and Social Work are just some examples of other offerings.  A full-fledged university with tens of thousands of students, SJSU also has a lively campus life and a range of student support services including personal, academic and career counseling.  The town of San Jose is quite lively as well. A medium-sized city, San Jose offers much in terms of professional theatre, sports and other cultural arts activities.  Types of financial aid available at SJSU to eligible students include grants, loans and federal work-study programs.",268,http://twitter.com/sjsu,http://www.linkedin.com/company/san-jose-state-university,http://www.facebook.com/45408742662,,Active,"San José State is conveniently located on 154 acres in downtown San José, midway between San Francisco and the Monterey/Carmel area at the",1857-01-01,year,,,,,,http://www.sjsu.edu/,reply@sjsu.edu,408-924-1000,,University Program,,1,1,,,,,,,,"17,873",-0.2,0.2,0,"2,371,188","3,256,202.23",-2.57%,316,7.6%,4.7,4.89%,48.54%,-1.86%,"24,322",973,4.17%,149,5,"1,653",56,,,,,,,
LG Innovation Ventures,https://www.crunchbase.com/organization/lg-innovation-ventures,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,Active,LG Innovation Ventures is a company that specializes in electronic gadgets.,,,,,,,,http://www.lgcorp.com,,,,Venture Capital,,1,1,,,1,1,,,,"23,310",0.2,1.1,-0.5,"122,771","50,736.64",318.69%,31,-43.81%,2.05,7.82%,48.91%,-13.1%,"490,253","-860,683",-63.71%,11,,,4,,,,,,,
Impulsa Business Accelerator,https://www.crunchbase.com/organization/impulsa-business-accelerator,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,Impulsa Business Accelerator enables its clients to achieve accelerated and sustainable growth. Impulsa has accelerated more than 400 companies and increased their revenues by 30 percent.,1,http://twitter.com/impulsausa,http://www.linkedin.com/company/impulsa-business-accelerator,http://www.facebook.com/impulsaxl,,Active,Impulsa Business Accelerator is company that helps small and medium-sized businesses grow their operations.,,,,,,,,http://www.impulsausa.com,info@impulsaxl.com,,,Accelerator,,1,1,,,,,,,,"33,651",2.6,1.8,0.3,,,,,,,,,,,,,5,,,,,,,,,,
Cisco Entrepreneurs in Residence,https://www.crunchbase.com/organization/cisco-accelerator-for-entrepreneurs,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,"Cisco Entrepreneurs in Residence (Cisco EIR) is designed to support early-stage entrepreneurs working on the next big ideas in the Internet of Things/Everything (IoT/IoE), enterprise security, cloud computing, Big Data/analytics, Smart Cities and other areas strategic to Cisco. We want entrepreneurs who will bring amazing product ideas, a top-notch technical team, a solid business plan and passion to build something that will transform our industry.",6,http://twitter.com/CiscoEIR,https://www.linkedin.com/in/tomyoritaka,http://www.facebook.com/ciscoeir,,Active,"Cisco EIR supports early-stage entrepreneurs working on the next big ideas in the IoT/IoE, Big Data/analytics, Smart Cities.",2013-08-01,day,,,,,,http://eir.cisco.com,eir-program@cisco.com,,,Incubator,,1,1,,,,,,,,"35,007",-0.4,-0.3,-0.6,,,,,,,,,,,,,,,,,,,,,,,
DeltaG Ventures,https://www.crunchbase.com/organization/deltag-ventures,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,Active,DeltaG Ventures,,,,,,,,http://deltagventure.com/,info@deltagventure.com,,,Venture Capital,Venture,1,1,,,,,,,,"44,846",0.7,3.4,4.9,,,,,,,,,,,,,2,,,,,,,,,,
Tseung Kwan Ventures,https://www.crunchbase.com/organization/tseung-kwan-ventures,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,Active,Tseung Kwan Ventures,,,,,,,,,,,,Venture Capital,Venture,1,1,,,,,,,,"87,713",-0.3,-0.1,-0.2,,,,,,,,,,,,,,,,,,,,,,,
Appcelerator Innovation Fund,https://www.crunchbase.com/organization/appcelerator-innovation-fund,"San Jose, California, United States",,,"San Francisco Bay Area, Silicon Valley, West Coast",,,,,,,,Active,Appcelerator Innovation Fund is a company that specializes in mobile app development services.,,,,,,,,,,,,Venture Capital,,1,1,,,,,,,,"109,074",-0.1,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
