Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Prospect Partners,https://www.crunchbase.com/organization/prospect-partners,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Prospect Partners is a leading private equity firm investing in smaller lower-middle-market companies, managing $470 million across three committed funds. Since 1998, we have focused on management-led leveraged recapitalizations and buyouts of niche market leaders with revenues typically under $75 million. During that time, we have completed more than 135 transactions in the building of 47 platform companies. Prospect Partners focuses exclusively on management-led leveraged recapitalizations and acquisitions of small companies in widely diverse niche manufatcuring, distribution and service markets.",12,,https://www.linkedin.com/company/prospect-partners-llc,,,Active,Prospect Partners is a leading private equity firm that invests in smaller lower-middle-market companies.,1998-01-01,day,,,,,,http://www.prospect-partners.com/,reception@prospect-partners.com,(312)782-7400,,Private Equity Firm,Private Equity,23,23,,,4,4,,,,"17,610",0.6,1,3.6,"1,640","1,449.01",11.05%,194,235.5%,3.22,-33.81%,49.71%,0.21%,"7,641,632","431,250",5.98%,13,,,,,,,,4090665,USD,4090665
Polsky Center for Entrepreneurship and Innovation,https://www.crunchbase.com/organization/polsky-center-for-entrepreneurship-and-innovation-accelerator-program,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"The Polsky Center for Entrepreneurship and Innovation at the University of Chicago runs two programs that invests in UChicago-affiliated teams: the Edward L. Kaplan, '71, New Venture Challenge (NVC) program and the Polsky Center Accelerator Program. For more information and details on how to apply, please visit: http://chicagonvc.com or http://polskycenter.com/accelerator/",17,http://www.twitter.com/PolskyCenter,,http://www.facebook.com/PolskyCenter,,Active,The Polsky Center for Entrepreneurship and Innovation drives venture creation and technology commercialization at the University of Chicago,1996-01-01,year,,,,,For Profit,http://polsky.uchicago.edu/,polsky@uchicago.edu,,,University Program,"Early Stage Venture, Non Equity Assistance, Seed",23,23,,1,1,1,,2016-02-04,,"22,778",-0.4,-0.6,-0.3,"28,220","35,414.12",-20.7%,105,45.85%,2.42,37.93%,38.4%,-0.15%,,,,13,,,,,,,,,,
Boeing HorizonX Ventures,https://www.crunchbase.com/organization/horizonx-ventures,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"HorizonX Ventures' investment team focuses on identifying startups developing revolutionary concepts around the world. Bringing together a diverse background of Boeing knowledge and larger market experience, the team provides funding to chosen startups, connecting them with global network of Boeing resources to get their ideas off the ground. The firm was founded in 2017 and is comprised of a global team based in Chicago, Menlo Park, Los Angeles, Seattle, St. Louis, Washington DC, and Israel.",64,,,,,Active,HorizonX Ventures is the venture capital arm of Boeing. The firm primarily invests in late seed through mid/growth stage companies.,2017-01-01,year,,,,,,http://www.boeing.com/company/key-orgs/horizon-x/ventures/,HorizonX@boeing.com,,,"Corporate Venture Capital, Venture Capital","Convertible Note, Early Stage Venture, Late Stage Venture, Seed",20,22,,14,,,,,,"3,612",-0.3,5,-0.3,,,,,,,,,,,,,12,,,,,,,,,,
DRW Venture Capital,https://www.crunchbase.com/organization/drw-venture-capital,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"DRW Venture Capital, an arm of principal trading firm DRW, invests primarily in financial and enterprise technology. Many of our portfolio companies benefit from our engagement beyond capital: as a client, as a liquidity provider, through our review of new products, and through our deep industry expertise. As a firm with no outside investors, we have a flexible mandate to deploy capital and often tap into our core business to help companies grow. We’re powered by the people, technology and ideas of DRW, and those we invest in may leverage it all. DRW has diversified business expertise and deep networks in trading and technology, real estate investment, cryptocurrencies and product development — a unique advantage.",9,http://twitter.com/DRWTrading,http://www.linkedin.com/company/drw-trading-group,http://www.facebook.com/pages/DRW-Trading-Group/103804202947,,Active,"DRW Venture Capital, an arm of principal trading firm DRW, invests primarily in financial and enterprise technology.",2014-01-01,year,,,,,,http://www.drwvc.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture",17,22,,2,3,3,,,,"8,692",-0.1,0.6,-0.4,807,"1,446.45",174.31%,70,,2.37,136.97%,38.5%,-61.5%,"12,220,654","-10,647,672",-46.56%,11,,,,,,,,,,
New Coast Ventures,https://www.crunchbase.com/organization/new-coast-ventures,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"New Coast Ventures is a full-service web and mobile development firm that builds solutions for Fortune 500s, startups, and even itself.  It helps big companies innovate by acting like their own personal entrepreneur-in-residence, and it helps small companies succeed by acting like another member of their team. New Coast Ventures builds products, develops new businesses, and helps companies innovate through mobile and responsive web development, design, and consulting services. In addition to its in-house development work, the company also makes small seed investments in companies. New Coast Ventures was founded in 2014 and is headquartered in Chicago, I.L.",4,https://twitter.com/ncventures,https://www.linkedin.com/company/new-coast-ventures,https://www.facebook.com/newcoastventures,,Active,"New Coast Ventures is a full-service web and mobile development firm that builds solutions for Fortune 500s, startups, and even itself.",2014-01-01,year,,,,,,http://www.newcoastventures.com/,info@newcoastventures.com,(847) 436-4229,,Venture Capital,Early Stage Venture,19,22,,,3,3,,,,"14,496",0.3,0.5,0,,67.16,,,,,,,,,,,14,6,,7,,,,,38579,USD,38579
Leo Capital Holdings,https://www.crunchbase.com/organization/leo-capital-holdings,"Northbrook, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Leo Capital Holdings, LLC is a privately funded venture investor making investments in early and later stage private companies.  Their focus is primarily in the wireless and consumer electronics sectors.  They like ventures that target very large markets, and consider investment opportunities across the United States. Leo maintains a broad network of contacts, investors and advisors with whom they work after investing to help build value, and usually make investments that allow for their active involvement.",21,,,,,Active,"Leo Capital Holdings, LLC is a privately funded venture investor making investments in early and later stage private companies.",,,,,,,,http://www.leocapholdings.com,info@leocapholdings.com,847-418-3420,,Venture Capital,"Early Stage Venture, Late Stage Venture",17,21,,10,6,6,,,,"10,550",-0.2,-0.1,-0.1,,306.59,,,,,,,,,,,2,,,,,,,,,,
Energy Foundry,https://www.crunchbase.com/organization/energy-foundry,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Energy Foundry invests venture capital in today’s most promising energy innovators, and we work with the world’s leading energy companies to build and scale new ventures. Our approach merges venture capital with the perks of partnership, and includes an arsenal of essential tools and relationships to help bring great ideas to market.",20,http://twitter.com/EnergyFoundry,http://www.linkedin.com/company/2773491,,,Active,Energy Foundry is a Chicago-based venture fund that invests in early-stage energy and clean-tech startups.,2013-02-01,day,,,,,,http://www.energyfoundry.com,info@energyfoundry.com,,,Venture Capital,"Early Stage Venture, Seed",16,20,,10,2,2,,,,"9,320",-0.1,-0.2,0.5,813,705.99,144.52%,196,"6,221.68%",2.44,65.84%,45.87%,-13.62%,"12,085,196","-8,046,300",-39.97%,22,,,9,,,,,,,
Sandalphon Capital,https://www.crunchbase.com/organization/sandalphon-capital,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Sandalphon Capital is a micro venture capital firm focused on early stage (Seed and Series A) investments. Industry focus: B2B SaaS, FinTech, Real Estate Tech / PropTech, Tech-Enabled Healthcare Services / Healthcare IT, IoT / Hardware with Recurring Revenue Geographic focus: Chicago, the Midwest, and other relatively underserved markets, NY (primarily for FinTech and Real Estate Tech), others opportunistically. We are focused on finding strong management teams and problem-solving, tech-enabled business models that will scale into high margin, recurring revenue businesses.",18,https://www.twitter.com/sandalphoncap,https://www.linkedin.com/company/sandalphon-capital,https://www.facebook.com/sandalphoncapital,,Active,Sandalphon Capital is a micro venture capital firm focused on Seed to Series A investments,2016-06-01,month,,,,,,http://sandalphoncapital.com,,,,Micro VC,"Early Stage Venture, Seed",13,20,,,,,,,,"10,285",0.2,0,-0.1,300,732.62,-64.11%,33,-57.77%,2.51,4.2%,49.62%,28.77%,"19,198,850","7,602,966",65.57%,20,,,4,,,,,,,
REach,https://www.crunchbase.com/organization/reach,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"REach is an accelerator owned and operated by Second Century Ventures, the investment arm of the National Association of Realtors.  Founded in 2013, REach is focused on helping technology companies connect with one of the largest industries in the world: real estate. By helping companies innovate in the industry, we help hundreds of thousands of small businesses, millions of REALTORS® and consumers and the economy as a whole. REach offers its member companies more than 350 mentors from top real estate companies as well as direct access to NAR's membership to become customers and partners.  REach works closely with other accelerators and incubators and welcomes graduates of Excelerate, TechStars, DreamIt, YCombinator to apply to NAR REach® for targeted outreach, ongoing coaching and support. REach accepts companies at all stages of investment – from an early idea to a standing company with revenues and investors.",5,http://twitter.com/narREach,http://www.linkedin.com/company/nar-reach-,http://www.facebook.com/narREach,,Active,"REach® is an accelerator owned and operated by Second Century Ventures, the investment arm of the National Association of Realtors®.  ",2012-11-08,day,,,,,,http://narreach.com/,info@narreach.com,312-329-8524,,Accelerator,"Early Stage Venture, Seed, Venture",19,20,,9,3,3,Online,2019-03-31,32,"10,758",-0.1,-0.1,-0.3,163,207.59,174.45%,,,1,-72.32%,100%,100%,"28,454,423","-2,146,538",-7.01%,4,3,,12,,,,,,,
Pallasite Ventures,https://www.crunchbase.com/organization/pallasite-ventures,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Pallasite Ventures provides early-stage financing for high-growth companies across a variety of industries. It was founded by David Light and is based in Chicago, Illinois.",15,,https://www.linkedin.com/in/christopher-bissonnette-53154029,,,Active,Pallasite Ventures provides early-stage financing for high-growth companies across a variety of industries.,,,,,,,,http://www.pallasiteventures.com,info@pallasiteventures.com,(312) 375-3889,,Venture Capital,Early Stage Venture,17,19,,3,1,1,,,,"14,032",-0.1,-0.1,-1,395,339.51,73.14%,,,1,0%,100%,0%,"20,684,819","-4,359,310",-17.41%,23,,,,,,,,,,
Kettle Partners,https://www.crunchbase.com/organization/kettle-partners,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Kettle Partners based in Chicago, Illinois, is a venture capital firm that focuses on emerging stage companies that enable Telecommunications, New Media and the Internet. Kettle's portfolio includes MetaSolv Software, Inc., Coppercom, Diveo, Ignite Sports Media, Active.com, Full Audio, and E-Greetings Network, Inc",,,,,,Active,"Kettle Partners based in Chicago, Illinois, is a venture capital firm that focuses on emerging stage companies that enable",,,,,,,,http://www.kettlevc.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture",9,19,,4,5,5,,,,"33,396",-0.5,-0.5,1,,,,,,,,,,,,,8,,,,,,,,,,
New Stack Ventures,https://www.crunchbase.com/organization/new-stack-ventures,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Founded in 2015, New Stack Ventures is an early-stage venture firm based Chicago, Illinois. The firm seeks to invest in the earliest stages of company formation. The firm invests out of a fund and also leads the largest AngelList syndicate in the Midwest; a group of over 400 angels that co-invest in New Stack deals.",3,,https://www.linkedin.com/company/11396054/,,,Active,New Stack Ventures is a Chicago-based venture firm investing in remarkable founders at the earliest stages of company formation,,,,,,,,http://newstack.vc,team@newstack.vc,+1 (312) 804-3306,,"Micro VC, Venture Capital","Early Stage Venture, Seed",15,18,,3,,,,,,"3,659",-0.6,0,2.2,"3,942","3,156.16",-44.64%,97,-59.87%,2.23,-12.46%,47.63%,2.67%,"5,139,743","1,988,003",63.08%,26,,,,,,,,,,
FireStarter Fund,https://www.crunchbase.com/organization/firestarter-fund,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"FireStarter Fund is a self-managed investment fund focused on the digital media and marketing, Software-as-a-Service, and e-commerce sectors, giving priority to web, social, mobile, and big data projects. Making most of its investments in series A and B rounds, the company consists of 42 members and has $5.7 million in committed capital.  FireStarter Fund was founded in January 2012 and is based in Chicago, Illinois, U.S.A.",13,http://twitter.com/firestarterfund,http://www.linkedin.com/company/firestarter-fund,,,Active,"FireStarter Fund is a self-managed investment fund focused on digital media and marketing, SaaS, and e-commerce companies.",2012-01-01,year,,,,,,http://www.firestarterfund.com,,,,Venture Capital,"Debt, Early Stage Venture, Seed",13,17,,,5,5,,,,"15,605",0.9,1.4,0.8,278,250.98,-46.03%,10,-1.92%,1.68,3.69%,32.08%,-36.95%,"21,444,373","5,206,625",32.06%,4,,,9,,,,,,,
Victory Park Capital,https://www.crunchbase.com/organization/victory-park-capital,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Victory Park Capital Advisors, LLC (“VPC”) is a privately-held, SEC-registered alternative investment firm focused on providing privately negotiated debt and opportunistic equity solutions worldwide. As an internationally recognized financial services investor, VPC finances both emerging and established businesses seeking liquidity and/or capital structure reforms with the goal of accelerating value creation and generating attractive returns. The firm’s offerings leverage broad special situations and credit structuring expertise, differentiated deal origination, creative financing capabilities and a deep network of industry relationships. VPC was founded in 2007 and is headquartered in Chicago with additional offices in New York and Los Angeles.",78,,,,,Active,"Victory Park Capital Advisors is a privately held, SEC-registered, global alternative investment firm.",2007-01-01,year,,,,,,http://www.victoryparkcapital.com,info@victoryparkcapital.com,312.701.1777,,Private Equity Firm,Private Equity,13,16,,6,1,1,,,,"2,519",3.1,3.7,7.7,"2,205","1,558.21",-29.1%,320,519.75%,2.6,24.23%,27.26%,-26.26%,"6,919,566","1,187,026",20.71%,21,,,,,,,,309655,USD,309655
UL Ventures,https://www.crunchbase.com/organization/ul-3,"Northbrook, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"UL Ventures is the venture investment and acceleration arm of UL.  UL is a premier global independent safety science company that has championed progress for more than 120 years. Its 14,000 professionals are guided by the UL mission to promote safe working and living environments for all people. UL uses research and standards to continually advance and meet ever-evolving safety needs. We partner with businesses, manufacturers, trade associations and international regulatory authorities to bring solutions to a more complex global supply chain.",5,,,,,Active,"UL Ventures is the venture investment and acceleration arm of UL, a mission driven company focused on safety, security and sustainability.",2017-01-01,year,,,,,For Profit,https://www.ul.com/about/ventures,,,,Corporate Venture Capital,,14,16,,3,1,1,,,,"5,574",-0.5,-1.2,1.5,"2,471,806","2,416,454.62",8.04%,162,13.2%,4.28,30.56%,56.97%,-2.37%,"23,301","-4,568",-16.39%,160,0,,54,,,,,1722636,USD,1722636
Alpha Capital,https://www.crunchbase.com/organization/alpha-capital,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Founded in 1984, Alpha Capital is a private equity investment firm which provides equity financing for promising growth businesses and for buyouts or recapitalizations of established companies. The investment activity of Alpha Capital is concentrated in the greater Midwest, however, Alpha will consider investments on nationwide basis. Currently, Alpha Capital Partners and affiliates manage over $135,000,000 in three venture capital partnerships and other equity accounts. With approximately $90 million of capital, Alpha Capital's latest limited partnership fund is actively investing at this time. A subsidiary of the most recent fund is federally licensed as a Small Business Investment Company (SBIC).",21,,,,,Active,"Alpha Capital provides equity financing solutions and is a private equity investment firm based in Chicago, Illinois.",1984-01-01,year,,,,,,http://www.alphacapital.com,info@alphacapital.com,312-322-9800,,Private Equity Firm,Late Stage Venture,16,16,,5,6,6,,,,"9,741",-0.2,-0.2,-0.9,"2,271","1,249.68",63.15%,1,-96.61%,1.2,-43.31%,67.47%,38.34%,"9,395,501","4,154",0.04%,13,2,34,,,,,,46729,USD,46729
Edgewater Private Equity Fund,https://www.crunchbase.com/organization/edgewater-private-equity-fund,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"The Edgewater Funds is a Chicago-based private equity firm with $1.4 billion in committed capital. Edgewater provides capital and resources to lower middle market companies to help accelerate their growth and market leadership. Edgewater’s Partners and Advisors have been successful CEO’s and business leaders. They believe that the best financial partner is a team of investors who have successfully built, run and sold companies themselves.",,,,,,Active,The Edgewater Funds is a Chicago-based private equity firm with $1.4 billion in committed capital.,,,,,,,,http://www.edgewaterfunds.com,,(312)649-5666,,Private Equity Firm,Early Stage Venture,13,16,,4,4,4,,,,"12,610",0.9,1.1,2.1,"1,686","1,668.27",-21.09%,236,60.61%,3.51,0.06%,36.61%,9.02%,"7,317,357","1,356,157",22.75%,12,,,,,,,,176400,USD,176400
Zebra Ventures,https://www.crunchbase.com/organization/zebra-ventures,"Lincolnshire, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Zebra Ventures is the strategic investment arm of Zebra Technologies. Zebra Ventures brings the discipline of a financial investor and the value of a strategic partner. Zebra Ventures invests in early stage companies that represent a true partnership and extend Zebra's vision of Enterprise Asset Intelligence to improve productivity and the customer experience in the retail, transportation and logistics, warehousing and manufacturing, and healthcare verticals that the company serves. Working closely with its portfolio companies, Zebra Ventures provides venture capital to sustain a business through the startup, growth, and expansion phases. Perhaps more importantly, Zebra Ventures brings deep domain expertise, unique access to its engineering resources, and a vast distribution network to help portfolio companies deliver on their growth initiatives.",3,,,,,Active,Zebra Ventures is the strategic investment arm of Zebra Technologies.,,,,,,,,https://www.zebra.com/us/en/about-zebra/zebra-ventures.html,ventures@zebra.com,,,Venture Capital,Early Stage Venture,16,16,,1,6,6,,,,"13,022",-0.4,-0.7,-0.1,,,,,,,,,,,,,17,,,,,,,,,,
Lurie Investment Fund,https://www.crunchbase.com/organization/lurie-investment-fund,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Lurie Investment Fund is the venture capital arm of the Ann and Robert H. Lurie Foundation specializing in venture capital and private equity investments. The firm seeks to invest in biomedical community, mainly in medical devices, therapeutics, diagnostics and services, nanotechnology, and MEMS technology.",1,,,,,Active,Lurie Investment Fund is the venture capital arm of the Ann and Robert H. Lurie Foundation specializing in venture capital and private,,,,,,,,,,,,Venture Capital,"Early Stage Venture, Late Stage Venture",11,16,,7,6,6,,,,"25,353",-0.2,-0.3,0,,,,,,,,,,,,,,,,,,,,,,,
GTCR,https://www.crunchbase.com/organization/gtcr-golder-rauner,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Founded in 1980, GTCR is a leading private equity firm focused on investing in growth companies in the Financial Services & Technology, Healthcare and Information Services & Technology industries. The Chicago-based firm pioneered the â€œLeaders Strategyâ€ â€“ finding and partnering with world-class leaders as the critical first step in identifying, acquiring and building market-leading companies through acquisitions and organic growth. Since its inception, GTCR has invested more than $8 billion in over 200 companies.",168,https://twitter.com/gtcrllc,https://www.linkedin.com/company/gtcr-llc,,,Active,"GTCR LLC is a private equity firm focused on leveraged buyout, leveraged recapitalization, growth capital and rollup transactions.",1980-01-01,year,,,,,,http://www.gtcr.com,info@gtcr.com,312.382.2200,,Private Equity Firm,Early Stage Venture,15,15,,9,4,4,,,,"4,374",-0.6,-1.1,2.7,"11,496","13,496.58",-8.54%,211,110.26%,4.82,37.41%,32.08%,15.6%,"1,841,936","-24,215",-1.3%,38,,,,,,,,,,
Salveo Capital,https://www.crunchbase.com/organization/salveo-capital,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Salveo Capital is a private investment fund that partners with leading entrepreneurs and management teams to build high scaling successful companies within the legalized cannabis eco-system. Salveo is predominately focused on the ancillary sectors of the market, which includes: software & data; financial payments & services; ag-tec & yield improvement technologies; biotech & pharma; and licensing & branding.",10,https://twitter.com/salveocapital,https://www.linkedin.com/company/salveo-capital,,,Active,Private investment fund focused on the legalized cannabis industry,2015-02-01,day,,,,,,http://www.salveocapital.com/,michael@salveocapital.com,312-260-1125,,Private Equity Firm,"Debt, Early Stage Venture, Private Equity, Seed",10,15,,4,,,,,,"9,404",-0.1,-0.1,-0.8,849,"1,054.21",-21.46%,22,-58.86%,2.25,-13.83%,59.89%,25.23%,"12,067,625","2,126,165",21.39%,11,,,9,,,,,,,
Keystone Capital,https://www.crunchbase.com/organization/keystone-venture-capital,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Founded in 1994, Keystone Capital is a private investment firm comprised of professionals distinguished by strong investment experience and substantive operating knowledge. Their singular focus is to acquire and grow over a 10+ year-time horizon a diverse group of exceptionally high quality, mid-sized companies that are leaders in their niche markets. For business owners considering the sale of an enterprise, Keystone’s commitment of personal rather than third-party capital creates a risk-return profile in sync with management’s throughout their typical 7-10+ year relationship with their companies. They create true partnerships with the talented management teams of the companies they acquire, playing a significant supporting role to help each business continue to grow profitably. Keystone also offers the strength and security of a very few, but dedicated banking relationships. This means they bring access to reliable capital in uncertain economic times, and financial support that comes with a partnership mindset. For investment bankers, brokers and other intermediaries, Keystone also prides itself in committing to do only what they can deliver upon. Their nimble size and lack of internal approval committees means quick decision making and certainty to close – often completing transactions in 45 days or less. To us, offering a strong value proposition for everyone they do business with is paramount. It’s how they create value in ways beyond the numbers.",8,,https://www.linkedin.com/company/336261,,,Active,"Keystone Capital has followed a very different approach to investing in, and growing, companies.",1994-01-01,year,,,,,,http://keystonecapital.com/,info@keystonecapital.com,(312) 219-7900,,Private Equity Firm,Private Equity,12,15,,3,4,4,,,,"10,742",0.1,0.2,0.9,"1,260","1,433.86",-19.94%,13,-95.05%,1.24,-73.98%,88.06%,44.74%,"11,471,723","4,616,158",67.33%,24,,,12,,,,,5357889,USD,5357889
IrishAngels Ventures,https://www.crunchbase.com/organization/irishangels-venture,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,,,https://twitter.com/irishangels,https://www.linkedin.com/company/3611468/,,,Active,IrishAngels Ventures is an early-stage venture capital fund investing in high potential B2B and B2C technology startups.,2017-10-13,day,,,,,,http://irishangelsventures.com/,,,,Venture Capital,Early Stage Venture,14,15,,,,,,,,"12,239",-0.4,-2.4,3,151,107.76,,6,,2,,,,"26,113,938",,,27,,,,,,,,,,
Method Capital,https://www.crunchbase.com/organization/kdwc-ventures,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Method Capital is a Chicago-based venture capital firm specializing in growth stage investments in B2B technology companies. We look to invest in companies that have completed initial software development, recurring revenue and scalable business models. Method Capital is primarily focused on working with firms based in the Midwest, although we will invest anywhere. We are seeking to fund initial investments ranging from $1million to $10 million, although exceptions will occur. Ideal initial investment size is $5 million.",18,,https://www.linkedin.com/company/10841660,,,Active,Method Capital is a Chicago-based venture capital firm specialized in growth stage investments in B2B technology companies.,2015-01-01,year,,,,,,http://www.method.capital,info@method.capital,312-648-6800,,Venture Capital,Seed,11,15,,6,2,2,,,,"13,019",0.5,1.7,1.1,151,377.17,4.58%,17,466.67%,2,0%,,,"26,092,139","-1,607",-0.01%,11,,,,,,,,,,
KGC Capital,https://www.crunchbase.com/organization/kgc-capital,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"KGC Capital is a venture capital firm that specializes in seed- and early-stage venture investments. The firm was founded by Richard Kiphart.  It is headquartered in Chicago, Illinois.",5,,,,,Active,KGC Capital is a U.S.-based venture capital firm focused on seed- and early-stage venture investments.,,,,,,,,http://kgccapital.com/,info@kgccapital.net,,,Venture Capital,"Early Stage Venture, Seed",13,15,,5,1,1,,,,"15,865",0,-0.3,-0.3,,109.22,,,,,,,,,,,5,,,,,,,,,,
Amiti Ventures,https://www.crunchbase.com/organization/amiti-ventures,"Evanston, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,Amiti Ventures is a venture capital firm based in Chicago that invests alongside leading Israeli venture capital firms in late stage Israeli high tech companies. They help fund Israeli entrepreneurs and partner with them to build great global companies.,24,,https://www.linkedin.com/company/amiti,https://www.facebook.com/amitiventures,,Active,"Founded in 2010, Amiti Ventures is a Chicago-based venture capital firm that funds technology companies in Israel.",2010-01-01,year,,,,,,http://www.amiti.vc,info@amitiventures.com,847-563-2594,,Venture Capital,Early Stage Venture,8,15,,4,2,2,,,,"16,549",0.1,0,-0.2,,,,,,,,,,,,,6,,,,,,,,,,
Tribune Ventures,https://www.crunchbase.com/organization/tribune-ventures,"Chicago, Illinois, United States",,,"Greater Chicago Area, Great Lakes, Midwestern US",,"Tribune Ventures is the venture capital arm of media company Tribune Company. The firm seeks to invest in seed-stage and early stage companies. It also provides expansion capital to companies with established products and revenue. The firm invests in and partners with emerging new-media and technology companies across the U.S that build and support Tribune's media businesses. It seeks to invest in new media, broadband communications and infrastructure, digital television, internet, technology businesses, online marketing services, electronic commerce, business-to-business information services, education, wireless, and consumer services related to Tribune's core publishing, broadcasting, education businesses and interactive business direct marketing. The firm prefers to invest companies located in Chicago metropolitan area, Midwest, and East Coast. It seeks to invest between from $3 million to $10 million. The firm also investments in publicly held companies have a current after-tax market value of approximately $450 million. It invests in companies as either a lead or follow-on investor. Tribune Ventures was founded in 1995 and is based in Chicago, Illinois.",,,,,,Active,Tribune Ventures is the venture capital arm of media company Tribune Company.,1995-01-01,year,,,,,,http://www.tribune.com/ventures,,,,Corporate Venture Capital,"Early Stage Venture, Seed",12,15,,4,8,8,,,,"22,525",0,-0.3,-0.3,"38,208","35,250.93",33.71%,"1,772",22.88%,50.16,28.69%,17.72%,-14.71%,"318,936","-112,053",-26%,12,93,"235,706",,,,,,62500962,USD,62500962
OSF Ventures,https://www.crunchbase.com/organization/osf-ventures,"Peoria, Illinois, United States",,,"Great Lakes, Midwestern US",,"OSF Ventures invests financially and operationally in opportunities that will improve patient outcomes, enhance patient experience and reduce the cost of health care. They believe in not only investing financially, but also strategically through comprehensive collaboration. OSF Ventures employs the principles of humble curiosity and considered risk to create conditions conducive to exploring new thinking, challenging conventions and championing better, more compassionate care for all. OSF Ventures is a member of the OSF HealthCare family, located in Illinois and Michigan. OSF HealthCare was founded to continue the healing Ministry of Jesus Christ. ""Embracing God’s great gift of life, we are one OSF Ministry transforming health care to improve the lives of those we serve.""",12,https://twitter.com/osfventures,https://www.linkedin.com/company-beta/973835/,https://www.facebook.com/OSFHealthCare/,,Active,OSF strategically invest in the development of technology and devices that could improve health care,2015-01-01,year,,,,,,https://www.osfhealthcare.org/ventures/,,,,Corporate Venture Capital,,12,14,,4,2,2,,,,"4,108",-0.7,-0.3,5.2,,,,,,,,,,,,,58,,,30,,,,,,,
