Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Sprint Accelerator,https://www.crunchbase.com/organization/sprint-accelerator,"Kansas City, Missouri, United States",,,Midwestern US,,"Sprint Accelerator powered by Techstars, bringing together the future of mobile health. Sprint is committed to bringing the freedom of mobility to consumers, businesses and government users. Now, we want to bring that same freedom to the mobile health space — to spark a new revolution of inspired mobile health innovation. The Sprint Accelerator, powered by Techstars, is a three-month, immersive, mentor-driven startup accelerator for ten companies that will be based in Kansas City. The focus is to help startups build the future of mobile health that changes the world one patient or consumer at a time. Whether enterprise, big data, or mobile, the future of mobile health begins with you and your team. Change lives forever and find success.",20,http://twitter.com/SprintAccel,https://www.linkedin.com/company/dairy-farmers-of-america,http://www.facebook.com/sprintaccel,,Active,"Sprint Accelerator powered by Techstars, bringing together the future of mobile health.",,,,,,,,http://sprintaccelerator.com,sprintaccelerator@sprint.com,,,Accelerator,Seed,28,28,,,3,3,On-Site,2019-01-04,13,"17,378",-0.4,-0.1,1.8,,,,,,,,,,,,,3,,,,,,,,,,
Brightstone Venture Capital,https://www.crunchbase.com/organization/brightstone-venture-capital,"Minneapolis, Minnesota, United States",,,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",,"Brightstone Venture Capital (BVC) has a 30 year history of building successful technology and life-science companies.  We love to partner with extraordinary entrepreneurs with a unique vision of how to solve a huge problem in a large and growing market, and help them ""dream big"" and achieve their vision.",7,http://twitter.com/brightstonevc,http://www.linkedin.com/company/brightstone-venture-capital,http://www.facebook.com/pages/Brightstone-Venture-Capital/427118967356724,,Active,Brightstone partners with bold entrepreneurs creating innovative & disruptive companies in the technology and life science sectors.,1985-09-01,day,,,,,,http://www.brightstonevc.com,plan@brightstonevc.com,(612) 345-7912,,Venture Capital,"Crowdfunding, Early Stage Venture, Seed",23,27,,3,3,3,,,,"5,080",4.7,4.7,-0.4,638,474.96,30.03%,22,-14.04%,1.24,-39.28%,76.28%,10.87%,"16,052,982","277,410",1.76%,5,,,,,,,,,,
NMotion,https://www.crunchbase.com/organization/nmotion,"Lincoln, Nebraska, United States",,,Midwestern US,,"NMotion is a mentor-driven, education-focused, startup accelerator based in Lincoln, Nebraska. We focus on high-growth software and technology-based businesses in targeted industries of agriculture, healthcare, education, finance/insurance, retail, and sports technologies.",,http://twitter.com/NMotionStartup,http://www.linkedin.com/company/2929550,http://www.facebook.com/NMotionStartup,,Active,"NMotion is a mentor-driven, education-focused, startup accelerator based in Lincoln, Nebraska",2013-01-01,year,,,,,,http://nmotion.co,brian@nmotion.co,(402) 875-4166,,Accelerator,Seed,20,27,,19,1,1,On-Site,2019-03-22,7,"24,764",0,-0.2,0.4,79,256.16,-61.65%,232,,7,600%,0%,-100%,"26,324,690","341,235",1.31%,6,,,,,,,,,,
Flyover Capital,https://www.crunchbase.com/organization/flyovercapital,"Overland Park, Kansas, United States",,,Midwestern US,,"Flyover Capital believes that aspiring technology entrepreneurs in the Midwest do not lack ideas, they lack capital. “Flyover country” has proven that it can create successful, innovative companies that compete with technology companies from around the globe.  In addition to a strong work ethic, entrepreneurs in the area are able to leverage lower costs of development, access to Fortune 500 company talent, a strong collection of universities and technical institutions and massive amounts of research. “Flyover country” also enjoys some of the most favorable state and local economic environments in the United States.  All of this combines to provide what they believe is a great platform for both investors and portfolio companies unique to this region.",18,https://twitter.com/flyovercapital,https://www.linkedin.com/company/flyover-capital,https://www.facebook.com/flyovercapital,,Active,Flyover Capital is an early stage venture capital firm.,2014-01-01,day,,,,,,http://www.flyovercapital.com/,info@flyovercapital.com,913-904-5700,,Venture Capital,"Early Stage Venture, Seed, Venture",17,26,,10,2,2,,,,"3,152",-0.4,6.3,7.3,282,307.45,,,,1,,100%,,"23,694,251",,,20,,,,,,,,,,
Flashstarts,https://www.crunchbase.com/organization/flashstarts,"Cleveland, Ohio, United States",,,"Great Lakes, Midwestern US",,"Flashstarts is a Cleveland-based business startup accelerator and venture fund focused on unique and innovative uses of software and technology. Flashstarts provides the resources, capital and guidance necessary to support the earliest stage entrepreneurs. The Flashstarts Accelerator is powered by rapid cycles of feedback and iteration, customized guidance from coaches, an extensive network of mentors, and a team of talented interns.  Our formal accelerator program runs for 12 weeks, and our third class begins in May of 2015. However, our relationship with teams truly starts with the application process - not every team that applies is admitted, but everyone receives feedback.  While we will review any team with any idea, our sweet spots are Enterprise IT (EIT) and Healthcare IT (HIT). For our 2014 summer accelerator class, we have defined six “R&D labs” filled with vertical-specific resources to give Flashstarts teams valuable expertise and access. Each lab has a robust network of resources, mentors and corporate partners for our startup teams to leverage.  Our Cleveland location is home to a world-class healthcare ecosystem with top 10 hospitals, 700+ health-related companies and institutions, 230,000 workers, and has received $1.3 billion in recent investment. A $465 million, 1 million-square-foot Global Center for Health Innovation has opened in the Fall 2013. Flashstarts teams are ideally positioned to leverage these extraordinary assets.   We are continuously seeking like-minded entrepreneurs with truly unique, breakthrough ideas that have the potential to change the world. We are also open to outstanding entrepreneurs even if they don’t have an idea – if you share our passion, we will help generate the idea. Our Venture Capital fund operates our startup accelerator and will create, fund and support 12 new software companies in 2014. The fund is currently open, with 50 units available to accredited investors. Interested investors can visit www.flashstarts.net.",11,http://twitter.com/FlashStarts,http://www.linkedin.com/company/flashstarts-inc-,http://www.facebook.com/Flashstarts,,Active,Flashstarts is an expert and intern-powered startup accelerator and venture fund for early-stage software startups.,2013-01-01,year,,,,,,http://www.flashstarts.com,info@flashstarts.com,(216) 220-0200,,Accelerator,Seed,23,26,,1,1,1,On-Site,2018-06-30,12,"3,699",2.2,2.9,2.4,"2,618","3,162",63.14%,299,292.09%,7.49,182.2%,51.06%,-18.67%,"4,316,600","-3,602,965",-45.49%,13,,,19,,,,,23638,USD,23638
Fort Washington Capital Partners Group,https://www.crunchbase.com/organization/fort-washington-capital-partners-group,"Cincinnati, Ohio, United States",,,"Great Lakes, Midwestern US",,"At Fort Washington Investment Advisors, Inc., we are a focused investment management firm with dedicated business units that work with institutional clients and their consultants, private equity investors, and individuals and their families. With the strong support of our parent company, Western & Southern Financial Group, we have a stable base of capital that fosters our investment-centered culture, alignment with clients'​ interests, and long-term perspective. We believe our advantage is the ability to focus on investing without distractions from other business activities or short-term objectives. We serve some of the country's largest institutional investors, yet are as approachable and personable as any local firm. We are a registered investment advisor. We were founded in 1990 and are the primary investment arm of Western & Southern Financial Group. As of September 30, we managed $49.5 billion in assets*.",,,https://www.linkedin.com/company/fort-washington-investment-advisors,,,Active,"Fort Washington Capital Partners Group, a private equity and venture capital firm, invests in seed-, early-, and late-stage companies.",1990-01-01,year,,,,,,http://www.fortwashington.com,,(800) 779-5491,,Private Equity Firm,"Early Stage Venture, Late Stage Venture, Seed",17,26,,1,9,9,,,,"12,837",0.3,0.6,1.2,,80.95,,,,,,,,,,,12,,,9,,,,,,,
Rocket Ventures,https://www.crunchbase.com/organization/rocket-ventures,"Toledo, Ohio, United States",,,"Great Lakes, Midwestern US",,"Rocket Ventures is a resource for capital and commercialization assistance to Northwest Ohio technology-based companies.  Signed client companies are eligible for funding consideration and automatically access our professional team, who provide unparalleled knowledge, assistance, and track records of success in launching early-stage tech companies.",6,http://twitter.com/rocketventures,,,,Active,Rocket Ventures is Northwest Ohio's venture capital and entrepreneurial resource organization.,2007-01-01,year,,,,,,http://www.rocketventures.org,,877-638-3538,,Angel Group,"Debt, Early Stage Venture, Grant, Seed",16,26,,,5,5,,,,"16,563",-0.2,1,0,,,,,,,,,,,,,3,,,,,,,,,,
DFJ Portage Ventures,https://www.crunchbase.com/organization/dfj-portage-ventures,"Northfield, Minnesota, United States",,,"Great Lakes, Midwestern US",,"[DFJ Portage Ventures](http://www.portageventures.com) invests anywhere from $500,000 to over $20 million in seed and early stage companies in the information technology, telecommunications, business/IT services, nanotechnology and life science sectors.",,,,,,Active,"DFJ Portage Ventures invests anywhere from $500,000 to over $20 million in seed and early stage companies",,,,,,,,http://www.portageventures.com,,(847) 446-9460,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",16,25,,4,11,11,,,,"26,175",-0.2,1.6,1.2,,,,,,,,,,,,,2,,,,,,,,,,
Ziegler Meditech Equity Partners,https://www.crunchbase.com/organization/ziegler-meditech-equity-partners,"Milwaukee, Wisconsin, United States",,,"Great Lakes, Midwestern US",,"ZMEP is a limited partnership focusing on equity and equity-like investments in emerging medical device technologies. ZMEP invests globally drawing on the years of investing experience of its management team. With over 50 years of experience in medical device development and commercialization, the ZMEP management team has the ability to seek out and partner with leading entrepreneurs in the medical device field. With offices in the United States and Israel, ZMEP is positioned globally to partner with middle to late stage medical device companies showing great promise for success through commercialization.",2,,,,,Active,ZMEP is a limited partnership focusing on equity and equity-like investments in emerging medical device technologies.,,,,,,,,http://www.zmep.com,,400-007-6680,,Venture Capital,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Seed",6,25,,9,4,4,,,,"28,986",-0.2,-0.2,-0.3,,26.32,,,,,,,,,,,3,,,,,,,,,,
Five Elms Capital,https://www.crunchbase.com/organization/five-elms-capital,"Prairie Village, Kansas, United States",,,Midwestern US,,"Five Elms Capital is a leading growth equity firm that invests $3-30 million in fast-growing companies outside of Silicon Valley. Five Elms partners with growing, bootstrapped software and services businesses, providing capital and resources to accelerate growth and help companies become industry leaders. For more information, visit http://www.fiveelms.com.",10,http://twitter.com/FiveElms,https://www.linkedin.com/company-beta/2301526/,,,Active,Five Elms Capital is a leading growth equity firm investing in bootstrapped B2B SaaS and technology companies outside of Silicon Valley.,2007-01-01,year,,,,,,http://www.fiveelms.com,,(816) 200-0402,,Private Equity Firm,"Early Stage Venture, Late Stage Venture, Private Equity",21,24,,19,4,4,,,,"5,865",0.2,1.7,0.5,"2,339","2,563.95",9.25%,32,-25.92%,3.21,47.74%,59.76%,6.49%,"6,225,657","-1,034,963",-14.25%,12,,,8,,,,,,,
Panorama Point Partners,https://www.crunchbase.com/organization/panorama-point-partners,"Omaha, Nebraska, United States",,,Midwestern US,,"Panorama is a growth private equity firm based in Omaha, with professionals in Palo Alto, Denver, and NYC, having deep roots in Mid-America and Silicon Valley. Over $125M in committed capital from leading family offices, foundations, and entrepreneurs worldwide in Panorama Point Partnership, LP (Fund I) and Co-Investments. Panorama is raising its second investment fund, Panorama Growth Partners, LP (Fund II) – targeting $200M.  Founded on 25 years of investment experience by Stephen J. George, who was previously the Co-Founder and CIO of Capricorn Investment Group, a $5B private investment firm; and Clarey L. Castner, the former CEO of the University of Nebraska Foundation.  Commenced operations in 2013 with the mission to be the most dynamic and rewarding private equity partnership worldwide. At the core of Panorama’s investment philosophy is to invest in compelling, hard-to-access diversified growth-stage companies across the risk-reward spectrum.",8,https://twitter.com/panoramapoint,https://www.linkedin.com/company/3244615?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3244615%2Cidx%3A2-1-2%2CtarId%3A1451411778491%2Ctas%3Apanorama%20point,,,Active,Panorama Point Partners is an Omaha-based growth private equity firm targeting diversified growth-stage companies.,2012-10-01,day,,,,,,http://www.panoramapoint.com/,,,,Private Equity Firm,"Late Stage Venture, Private Equity",22,24,,5,4,4,,,,"11,634",0.5,1.3,0.1,170,379.15,-14.4%,46,-80.47%,2,-56.42%,,,"24,969,624","5,298,273",26.93%,21,,,,,,,,27247,USD,27247
Wisconsin Alumni Research Foundation,https://www.crunchbase.com/organization/wisconsin-alumni-research-foundation,"Madison, Wisconsin, United States",,,"Great Lakes, Midwestern US",,"WARF) is the private, nonprofit patent and licensing organization for the University of Wisconsin–Madison, one of the world’s great research universities. WARF was founded in 1925 and is a pioneer and innovator among university-based technology transfer offices. WARF’s mission is to support, aid and encourage UW–Madison research by protecting its discoveries and licensing them to commercial partners for beneficial use in the real world. It is best known for commercializing groundbreaking vitamin D therapies, the revolutionary anticoagulant Coumadin®, innovative medical imaging and cancer radiation systems, and its patents for human embryonic stem cells.",104,https://twitter.com/WARF_News,https://www.linkedin.com/company/wisconsin-alumni-research-foundation,https://www.facebook.com/WisconsinAlumniResearchFoundation,,Active,"WARF is the private, nonprofit patent and licensing organization for the University of Wisconsin–Madison.",1925-01-01,year,,,,,,http://www.warf.org/,info@warf.org,608.204.9921,,University Program,Early Stage Venture,14,24,,3,5,5,,,,"23,943",-0.1,0.9,0,"24,096","16,216.73",96.42%,218,-37.03%,3.35,-52.44%,35.01%,5.86%,"1,383,645","-162,941",-10.54%,24,,,,,,,,1929055,USD,1929055
Arch Grants,https://www.crunchbase.com/organization/arch-grants,"St Louis, Missouri, United States",,,Midwestern US,,"Arch Grants is a nonprofit organization that accelerates economic development and community revitalization by providing $50,000 equity-free grants and pro bono support services to entrepreneurs who  locate their early-stage businesses in St. Louis. Through its rigorously competitive Global Startup Competition, Arch Grants retains and attracts the most innovative entrepreneurs to the St. Louis region. This program is an aggressive effort to inspire the next generation of employers, civic leaders, and philanthropists for St. Louis.  The industry-agnostic Global Startup Competition is year-round, with grants awarded once in the spring and again in the fall.  Arch Grants funds innovative technologies, products, and services wrapped within scalable business models that have the potential to make a national or international impact.",30,http://twitter.com/ArchGrants,http://www.linkedin.com/company/arch-grants,http://www.facebook.com/pages/Arch-Grants/309191642464919,,Active,Arch Grants accelerates economic development and community revitalization in St. Louis through entrepreneurship and philanthropy.,2011-05-01,day,,,,,,http://archgrants.org,info@archgrants.org,314-272-4857,,Government Office,"Grant, Seed",20,23,,1,,,,,,"2,674",-0.5,-1.4,-0.1,"3,440","8,845.52",32.82%,78,19.87%,1.71,-14.09%,53.84%,-3.1%,"5,834,582","-893,446",-13.28%,20,11,,,,,,,86024,USD,86024
OPENAIR Equity Partners,https://www.crunchbase.com/organization/openair-ventures,"Kansas City, Missouri, United States",,,Midwestern US,,,5,,,,,Active,OPENAIR Equity Partners is a venture capital firm focused on early stage investments in mobile/wireless and connected device startups.,2008-01-01,year,,,,,,http://www.openairep.com,info@openairep.com,,,Venture Capital,Early Stage Venture,15,23,,3,2,2,,,,"12,537",-0.2,-0.5,2.7,316,90.84,114.92%,,,1,0%,100%,0%,"22,622,533","-6,456,192",-22.2%,3,,,11,,,,,,,
State of Wisconsin Investment Board,https://www.crunchbase.com/organization/state-of-wisconsin-investment-board,"Madison, Wisconsin, United States",,,"Great Lakes, Midwestern US",,"SWIB's investments are managed by its own professional staff and by outside money manager firms. SWIB is required to make investment management decisions for the pension funds solely for the benefit of the members of the Wisconsin Retirement System (WRS). As fiduciaries of the pension funds, SWIB staff and Trustees are required to use the diligence, skill and care that a prudent investor would use in managing a large public pension fund. Trustees are responsible for determining SWIB's overall investment management policies. Selection of individual investments is in the hands of staff and external money management firms. Both must make investment decisions based on extensive research, detailed analytics and judgment based on risks and potential returns. The rate of return and risk are evaluated when considering asset classes and the individual investments.",25,,,,,Active,SWIB's investments are managed by its own professional staff and by outside money manager firms.,1951-01-01,year,,,,,,http://www.swib.state.wi.us,info@swib.state.wi.us,(800) 362-3002,,Government Office,Early Stage Venture,15,23,,1,7,7,,,,"25,591",0,0.1,-0.5,"11,866","10,038.93",10.12%,45,-46.43%,2.53,8.12%,25.61%,5.05%,,,,59,,,,,,,,,,
Lewis & Clark Ventures,https://www.crunchbase.com/organization/lewis---clark-ventures,"St Louis, Missouri, United States",,,Midwestern US,,"Lewis & Clark Ventures was founded by former operators with the conviction that innovation and entrepreneurial talent are plentiful between the U.S. coasts. They invest in the highest potential Series A and B stage companies throughout America’s heartland in enterprise software, healthcare IT and agriculture technology. Their vision is to become a trusted partner to every entrepreneur that they back and assist in their journey towards scale and significance.",11,https://www.twitter.com/lacventures,https://www.linkedin.com/company/lewis-&-clark-ventures-llc,https://www.facebook.com/LACVentures,,Active,Lewis & Clark Ventures is a St. Louis-based venture capital firm investing in companies in the middle of the country.,2015-01-01,year,,,,,,http://lewisandclarkventures.com/,info@lacventures.com,,,Venture Capital,Early Stage Venture,17,22,,13,,,,,,"3,654",-0.2,3.1,6.1,"1,175","1,187.01",-24.1%,236,"2,462.72%",2.77,70.37%,26.86%,-31.69%,"9,612,933","-8,313",-0.09%,44,,,22,,,,,,,
Firebrand Ventures,https://www.crunchbase.com/organization/firebrand-ventures,"Kansas City, Missouri, United States",,,Midwestern US,,"Firebrand Ventures is a new kind of Midwest venture fund. We combine a strong brand, vast network, and deep experience with startup hustle to invest in the most innovative early stage software startups.",11,https://twitter.com/firebrandvc,,,,Active,Firebrand Ventures combine a vast network and deep experience with startup hustle to invest in exceptional early stage software startups.,2016-01-01,year,,,,,,http://www.firebrandvc.com/,,,,"Micro VC, Venture Capital","Early Stage Venture, Seed, Venture",19,22,,1,,,,,,"5,099",-0.5,-1.4,3.6,283,"1,888.61",-81.04%,62,-63.51%,3.06,28.58%,0%,-35.21%,"18,845,573","10,161,477",117.01%,14,,,,,,,,,,
Mutual Capital Partners,https://www.crunchbase.com/organization/mutual-capital-partners-funds,"Westlake, Ohio, United States",,,"Great Lakes, Midwestern US",,"Mutual Capital Partners is a venture fund investing in rapidly growing technology businesses generally located in the Midwest.  Our investors are successful executives from across the U.S. and we've combined the best elements of an angel fund into a committed capital, professionally managed venture fund.Due to the lack of venture capital in the Midwest, we created MCP in 2004 to lead or co-lead investments in promising companies looking for capital.  Management is a key focus for us and we work with our 100+ investors in our funds to assist us in due diligence, customer introductions, and ongoing advice and counsel to our portfolio executives.  MCP is committed to entrepreneurialism working with angel funds, economic development entities, and entrepreneurs to assist them through the capital continuum.  We respond to all potential investments within five business days and try to provide feedback or introductions to all companies contacting us.",8,https://twitter.com/MCPcleveland?lang=en,https://www.linkedin.com/company/mutual-capital-partners,,,Active,Mutual Capital Partners is a venture fund investing in B2B software and medical device companies.,2004-01-01,year,,,,,,https://www.mutualcapitalpartners.com/,btrainor@mutualcapitalpartners.com,(216) 577-4408,,Venture Capital,"Early Stage Venture, Late Stage Venture",13,22,,12,5,5,,,,"16,145",-0.1,-0.2,-0.7,150,199.26,-61.41%,,,1,-16.86%,100%,20.27%,"29,246,949","8,547,853",41.3%,22,,,,,,,,,,
KCRise Fund,https://www.crunchbase.com/organization/kcrise-fund,"Kansas City, Missouri, United States",,,Midwestern US,,,5,https://twitter.com/KCRiseFund,https://www.linkedin.com/company/kcrise-fund/,,,Active,KCRise Fund co-invests with institutional venture capital investors in early stage companies based in the Greater Kansas City area,2016-09-01,day,,,,,,https://kcrisefund.com/,,,,Venture Capital,"Convertible Note, Early Stage Venture, Late Stage Venture, Seed, Venture",17,21,,3,1,1,,,,"3,988",-0.4,5.5,3.9,917,852.89,-44.6%,0,-93.84%,1.17,-38.01%,83.08%,18.51%,"13,699,615","5,127,648",59.82%,8,,,,,,,,,,
3M New Ventures,https://www.crunchbase.com/organization/3m-new-ventures,"Saint Paul, Minnesota, United States",,,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",,"3M New Ventures was created to strengthen 3M's position at the leading edge of global innovation by complementing 3M's holistic innovation strategy with a focus on disruptive, early stage innovations outside of the company's existing portfolio. 3M New Ventures identifies and invests in the most promising new-to-3M technologies, services and business models with long term strategic relevance to 3M.",9,,,,,Active,"3M New Ventures invests in disruptive, early-stage innovations and is a venture capital firm headquartered in Minnesota.",,,,,,,,https://www.3m.com/3M/en_US/company-us/about-3m/3m-ventures/,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity",18,21,,8,3,3,,,,"11,623",-0.1,0.1,-0.1,,,,,,,,,,,,,10,,,,,,,,,,
Reservoir Venture Partners,https://www.crunchbase.com/organization/reservoir-venture-partners,"Westerville, Ohio, United States",,,"Great Lakes, Midwestern US",,Reservoir Venture Partners is a venture capital firm that offers early-stage investments for firms in the healthcare technology and IT industries. It was founded by Chris Selland and is based in Ohio.,8,,,,,Active,Reservoir Venture Partners is an Ohio-based venture capital focused on early-stage healthcare technology and IT companies.,,,,,,,,http://www.reservoirvp.com,info@reservoirvp.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",14,21,,3,4,4,,,,"18,029",-0.2,-0.2,-0.3,,,,,,,,,,,,,6,,,,,,,,,,
Techstars Retail Accelerator,https://www.crunchbase.com/organization/techstars-retail-accelerator,"Minneapolis, Minnesota, United States",,,"Greater Minneapolis-Saint Paul Area, Great Lakes, Midwestern US",,"Techstars Retail, in partnership with Target is a three-month intensive startup accelerator focused on bringing new technology, experiences, products, and solutions to retail. Ten companies will be selected and work with mentors from the Techstars network and within Target. If you want to experience the proven methodology of Techstars and disrupt retail with Target as it embarks on a new phase on innovation in its stores and online, this is the program for you.",2,,,,,Active,"Techstars Retail is a three-month intensive startup accelerator focused on bringing new technology, experiences, and products.",,,,,,,,http://www.techstars.com/programs/retail-program/,info@techstars.com,,,Accelerator,,21,21,,,2,2,,2017-04-09,13,"30,383",-0.1,0.4,-0.6,,,,,,,,,,,,,37,,,,,,,,,,
10Xelerator,https://www.crunchbase.com/organization/10xelerator,"Columbus, Ohio, United States",,,"Great Lakes, Midwestern US",,"10 Teams, 10 Weeks, $20,000 Each 10X is a mentorship-driven investment program designed for energetic and game-changing entrepreneurs. Managed by Founders Factory, 10x is partnering with Ohio’s New Entrepreneurs (ONE) Fund, TechColumbus, Columbus 2020 and several other community organizations in order to create an innovative business accelerator focused on maximizing the probability of creating scalable businesses.",3,http://twitter.com/10Xelerator,,http://www.facebook.com/10Xelerator,,Active,10Xelerator is a mentor-driven startup accelerator for entrepreneurs to convert their ideas into viable businesses.,2011-04-06,day,,,,,,http://10Xelerator.com,,,,"Accelerator, Micro VC","Grant, Seed",21,21,,,1,1,,,,"33,487",-0.2,-0.2,-0.4,,295.6,,,,,,,,,,,4,,,,,,,,,,
Wisconsin Economic Development Corporation (WEDC),https://www.crunchbase.com/organization/wisconsin-economic-development-corporation-wedc,"Madison, Wisconsin, United States",,,"Great Lakes, Midwestern US",,"As Wisconsin’s lead economic development agency, with more than 600 regional and local partners, the Wisconsin Economic Development Corporation (WEDC) fosters the cooperation necessary to support sustainable business growth and job creation. Our model is customer-service focused and aligns with the needs of businesses. To ensure we are effective and efficient, we collaborate with our state economic development network to deploy tools, provide financial and technical support, encourage entrepreneurship, and advance industries. Together, we leverage Wisconsin’s unique character as a state that is innovative, hardworking, independent and success-minded to create the right climate that maximizes the potential for economic growth in Wisconsin.",34,http://twitter.com/_InWisconsin,http://www.linkedin.com/company/wisconsin-economic-development-c,,$10M to $50M,Active,The Wisconsin Economic Development Corporation fosters cooperation to support sustainable business growth and job creation in Wisconsin.,2011-06-01,day,,,,,For Profit,http://inwisconsin.com,mark.maley@wedc.org,608.210.6844,,Venture Capital,Grant,20,20,,11,,,,,,"2,304",-0.4,3.7,1.6,"17,557","83,266.97",-78.37%,20,-29.59%,1.29,8.52%,55%,-30.4%,"2,173,454","1,406,985",183.57%,69,,,24,,,,,,,
SixThirty CYBER,https://www.crunchbase.com/organization/sixthirty-cyber,"St Louis, Missouri, United States",,,Midwestern US,,"A business development Cyber Security accelerator, started by experienced executives and operators, and launched by SixThirty FinTech. Using that successful formula of mentorship, capital and access to customers, SixThirty CYBER will attract & grow seed-stage startups that have a product, market traction and starting to earn revenue. Partners include Security Advisors Alliance - enabling a CISO-populated investment selection team; a Federal Sector access program with The Collingwood Group; and strong university involvement. Early equity investors include St. Louis Regional Chamber and Cultivation Capital.",,https://twitter.com/sixthirtycyber,https://www.linkedin.com/company/sixthirty-cyber,https://www.facebook.com/sixthirtyaccelerator/?ref=page_internal,,Active,"A late-seed stage Cyber Security fund, started by experienced executives and operators, and launched by SixThirty",2016-01-01,year,,,,,For Profit,https://sixthirtycyber.com/,hello@sixthirtycyber.com,(314)660-9389,,"Accelerator, Venture Capital","Convertible Note, Early Stage Venture, Seed, Venture",16,20,,,,,On-Site,2019-07-15,10,"2,503",-0.1,-0.1,-1.3,"1,517","1,079.18",-60.13%,685,273.07%,6.91,267.62%,0%,-33.94%,"6,654,839","544,466",8.91%,31,,,11,,,,,,,
CSA Partners LLC,https://www.crunchbase.com/organization/csa-partners-llc,"Milwaukee, Wisconsin, United States",,,"Great Lakes, Midwestern US",,"CSA Partners, LLC is a venture fund that invests in early stage, high growth companies. We partner with entrepreneurs to help them build and grow great innovative companies.",5,http://twitter.com/csapartnersllc,http://www.linkedin.com/company/csa-partners-llc,http://www.facebook.com/CsaPartnersLlc,,Active,"CSA Partners, LLC is a venture fund that invests in early stage, high growth companies.",2013-05-01,day,,,,,,http://www.csapartners.com,info@csapartnersllc.com,,,"Micro VC, Venture Capital","Early Stage Venture, Seed",14,20,,3,3,3,,,,"8,284",-0.2,-0.3,3.8,,91,-100%,,,,,,,,,,4,,,5,,,,,,,
Bluestem Capital,https://www.crunchbase.com/organization/bluestem-capital,"Sioux Falls, South Dakota, United States",,,Midwestern US,,,2,,,,,Active,"Based in South Dakota, U.S., Bluestem Capital is a private equity company focused on recapitalization, buyouts, and mezzanine financing.",,,,,,,,http://www.bluestemcapital.com,info@bluestemcapital.com,605.331.0091,,Private Equity Firm,Early Stage Venture,14,20,,11,5,5,,,,"9,476",-0.2,3,3.2,490,317.57,239.14%,119,-13.04%,5.35,-46.49%,30.81%,30.81%,"12,822,276","-6,263,015",-32.82%,28,,,14,,,,,94931,USD,94931
Qbic Fund,https://www.crunchbase.com/organization/qbic-fund,"Belgium, Wisconsin, United States",,,"Great Lakes, Midwestern US",,"The Qbic Fund is a multi-sector fund supporting spin-off companies of the Ghent, Brussels and Antwerp university associations and of VITO. Through its strategic partnership with the universities of Ghent, Brussels and Antwerp, and VITO, the Qbic Fund has early and privileged access to promising research projects at these partner universities. Our investment approach is based on early in-depth and independent review and analysis followed by hands on involvement and support. In May 2012 the Qbic Fund held its first close and currently it has over € 30 million under management. The Qbic Fund is backed by several public and private investors and managed by Qbic Venture Partners.",,,https://www.linkedin.com/company/qbic,,,Active,"Qbic Fund is a multi-sector fund supporting spin-off companies of the Ghent, Brussels, Antwerp.",2012-05-01,day,,,,,,http://qbic.be/,,,,Venture Capital,,15,20,,8,2,2,,,,"14,394",0.5,-0.2,3.7,224,570.54,65.72%,,,1,0%,100%,0%,"25,574,981","-4,113,166",-13.85%,29,,,,,,,,,,
