Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Transmedia Capital,https://www.crunchbase.com/organization/transmedia-capital,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Transmedia Capital is a top performing technology venture fund providing deep domain expertise, operating experience, and advisory relationships.",61,http://twitter.com/transmediacap,,http://www.facebook.com/TransmediaCapital,,Active,Transmedia Capital is one of the leading micro funds in Silicon Valley.,2010-09-28,day,,,,,,http://www.transmediacapital.com,info@transmediacapital.com,,,Venture Capital,"Early Stage Venture, Seed",55,79,,3,20,20,,,,"10,179",-0.1,0.1,-0.9,674,"1,364.41",104.54%,119,,2.57,157.41%,39.34%,-60.66%,"13,617,406","-8,170,107",-37.5%,15,,,,,,,,,,
Blockchain Capital,https://www.crunchbase.com/organization/crypto-currency-partners,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Blockchain Capital was founded in 2013 with the mission of helping entrepreneurs build world-class companies and projects based on blockchain technology. Our passion is providing founders with the tools they need to succeed: capital, domain expertise, partnerships, recruiting and strategy. Blockchain Capital is one of the oldest and most active venture investors in the blockchain industry and has financed 75+ companies and projects since its inception. We invest in both equity and tokens and are a multi-stage investor. Blockchain Capital also pioneered the world’s first ever tokenized investment fund and, by extension, the blockchain industry’s very first security token, the BCAP, which the company sold through a security token offering in April of 2017. Our view is that blockchain technology holds the promise to disrupt legacy businesses and create whole new markets and business models. We believe our network of entrepreneurs, investors, and advisors brings unrivaled resources to founders who want to leverage blockchain technology to change the world in profound ways.  For more information, please email contact@blockchaincapital.com, visit www.blockchaincaptal.com, or call 415-677-5340",144,https://twitter.com/blockchaincap,https://www.linkedin.com/company/crypto-currency-partners-lp,https://www.facebook.com/blockchaincapital,,Active,Blockchain Capital is a pioneer and the premier venture capital firm investing in Blockchain enabled technology companies.,2013-10-01,day,,,,,,https://www.blockchaincapital.com,contact@blockchaincapital.com,+1 (415) 677-5340,,Venture Capital,"Crowdfunding, Early Stage Venture, Late Stage Venture, Secondary Market, Seed",62,78,,7,4,4,,,,608,-2,-4.3,4.2,654,803.23,3.77%,,,1,0%,100%,0%,"16,650,865","121,322",0.73%,4,,,,,,,,,,
Amgen Ventures,https://www.crunchbase.com/organization/amgen-ventures,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Amgen Ventures is a venture capital investment arm of Amgen Inc. specializing in investments in early and later stage companies. The firm primarily invests in the biotechnology sector with a focus on discovering and developing human therapeutics with a focus on oncology, inflammation, hematology, nephrology, metabolic disorders, neuroscience, and cardiovascular therapeutics. In oncology and hematology it focuses on novel therapeutics including signal transduction, cell cycle, and apoptosis; hematopoiesis including anemia, neutropenia, and stem cell mobilization; and supportive care including mucositis and cachexia. In nephrology the firm focuses on renal failure and hyperparathyroidism. For inflammation the firm focuses on rheumatoid arthritis, psoriasis, systemic lupus erythematosus, inflammatory bowel disease, multiple sclerosis, asthma and COPD, and osteoarthritis. Under cardiovascular, it focuses on acute coronary syndromes, dyslipidemia, and heart failure and under metabolic disorders it focuses on diabetes, metabolic syndrome, and osteoporosis. The focus on neuroscience included pain including neuropathic and inflammatory, alzheimer's disease, parkinson's disease, sleep disorder, cognition, and schizophrenia. In discovery research and technology the firm focuses on early-stage drug discovery collaborations, innovative chemical entity collections, diagnostics and biomarkers, novel antibody platforms, assay biologicals and devices, and target-focused structural biology and computational tools. It primarily invests in the North America, Europe, and the United Kingdom. The firm typically invests between $2 million and $3 million per transaction and may invest up to $10 million per company. It prefers to have an ownership stake of less than 15 % in its portfolio companies. Amgen Ventures was founded in 2004 and is based in San Francisco, California with additional offices in Seattle, Washington; Thousand Oaks, California; and Cambridge, Massachusetts.",498,http://twitter.com/amgen,,,,Active,Amgen Ventures is a California-based investment firm focused on early- and late-stage biotechnology companies.,2004-01-01,year,,,,,,https://www.amgenbd.com/aboutamgen,investor.relations@amgen.com,,,Venture Capital,Early Stage Venture,48,77,,8,21,21,,,,"4,088",5,3.8,4.6,"2,142","1,530.5",208.95%,163,"5,633.08%",1.93,63.43%,56.41%,-34.59%,"7,584,974","-7,693,644",-50.36%,5,,,,,,,,,,
Bolt,https://www.crunchbase.com/organization/bolt-io,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Bolt is a pre-seed venture capital firm focusing on the intersection of hardware and software. Often writing founders their first check, Bolt focuses on pre-seed, pre-product companies. Portfolio companies build a foundation for success by leveraging Bolt’s engineering team, prototyping environment, and experience building multi-billion dollar companies. Bolt has offices in San Francisco and Boston. More information at www.bolt.io",10,http://twitter.com/BoltVC,https://www.linkedin.com/company/bolt,,,Active,Concept-stage venture capital for companies at the intersection of Software and Physical Goods.,2013-02-01,day,,,,,,http://bolt.io,info@bolt.io,,,"Micro VC, Venture Capital","Early Stage Venture, Seed",59,76,,7,2,2,,,,489,-0.4,4.7,-3.2,"45,052","51,642.75",40.65%,108,25.27%,2.23,2.72%,51.14%,7.84%,"846,189","-227,853",-21.21%,38,,,16,,,,,,,
Oakhouse Partners,https://www.crunchbase.com/organization/oakhousepartners,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,Oakhouse Partners invests in companies that use breakthrough technologies to radically improve millions of lives. We believe mission-driven companies who better humanity on a global scale produce the best VC returns.,67,http://twitter.com/oakhousevc,https://www.linkedin.com/company/oakhouse-partners/,https://www.facebook.com/oakhousepartners,,Active,Oakhouse Partners invests in companies that use breakthrough technologies to radically improve millions of lives. ,2013-01-01,year,,,,,,http://www.oakhousepartners.com,info@oakhousepartners.com,,,Venture Capital,"Early Stage Venture, Seed",53,75,,4,18,18,,,,"8,740",-0.1,-0.1,-2.4,310,653.04,111.46%,108,18.12%,1.67,-44.44%,33.33%,33.33%,"23,641,992","-495,388",-2.05%,,,,3,,,,,,,
Redmile Group,https://www.crunchbase.com/organization/redmile-group,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,,6,,,,,Active,"Healthcare investment organization that does venture, growth and crossover investing across healthcare.",2007-01-01,year,,,,,,http://redmilegroup.com,,,,"Hedge Fund, Private Equity Firm, Venture Capital","Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity",60,74,,21,34,34,,,,"1,569",5.4,5.3,7.1,652,"1,560.61",30.2%,,,1,0%,100%,0%,"16,674,337","-1,681,281",-9.16%,5,,,,,,,,72334,USD,72334
Alsop Louie Partners,https://www.crunchbase.com/organization/alsop-louie-partners,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"""Above all else, we are focused on identifying the most promising entrepreneurs. We are focused on working with entrepreneurs starting information technology companies: in traditional VC parlance, early stage technology investments. Within that sector, we would prefer to follow the instincts and experience of the entrepreneurs and invest in all kinds of technology-based ventures. We believe, however, that it is not the job of venture investors to fund companies that require large amounts of capital, more than $20M, to create a stable, validated business operation. So we're much more interested in enterprises that don't require much capital to prove their point and entrepreneurs who are more interested in creating more value than raising more venture capital."" Source: [Alsop Louie Partners' website](http://alsop-louie.com/about/)",149,http://twitter.com/alsoplouie,,http://www.facebook.com/pages/Alsop-Louie-Partners/100705716664097,,Active,Alsop Louie Partners is a risk-oriented technology venture capital firm that offers financial services to early stage companies.,2006-12-01,day,,,,,,http://www.alsop-louie.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",54,74,,27,20,20,,,,"3,733",-0.2,3.7,-0.5,"3,331","2,597.32",41.33%,207,39.36%,7.26,30.84%,24.79%,-12.36%,"3,568,571","-1,154,328",-24.44%,9,,,18,,,,,27387,USD,27387
Desafía,https://www.crunchbase.com/organization/desafia,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,,,https://twitter.com/DesafiaSF,https://www.linkedin.com/company/desafia,https://www.facebook.com/DesafiaSF/,,Active,Formerly Spain Tech Center | We bridge Silicon Valley and Spanish startups and entrepreneurs.,2011-01-01,year,,,,,,https://desafia.us,info@desafia.us,,,"Accelerator, Government Office","Early Stage Venture, Non Equity Assistance, Seed",72,73,,73,1,1,On-Site,,2,"1,407",-0.2,0.3,8.2,,3.67,,,,,,,,,,,6,,,,,,,,,,
CircleUp,https://www.crunchbase.com/organization/circleup,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"CircleUp is an investment platform that harnesses the power of data to provide capital and resources to emerging consumer brands. With Helio, the company's technology platform that identifies, classifies, and evaluates over 1.4 million companies, CircleUp takes a quantitative approach to investing in promising entrepreneurs through internally managed credit and equity funds.  Founded in 2012, CircleUp is headquartered in San Francisco and has attracted leading institutional LPs including State Pensions, Outsourced CIOs, Consulting Firms, Insurance Companies, large Single Family Offices, and well-known entrepreneurs in the consumer space. Publicly disclosed LPs include Temasek and Euclidean Capital. CircleUp was recently honored as one of Fast Company's Top 10 Most Innovative Companies in Data Science and has been named a CB Insights Fintech 250, a Top 5 Most Disruptive Company in Finance by CNBC, and to the Forbes Fintech 50. Learn more at www.circleup.com",221,http://twitter.com/CircleUp,http://www.linkedin.com/company/73526,http://www.facebook.com/pages/Circleup/244082675658727,$1M to $10M,Active,CircleUp is an investment platform that harnesses the power of data to provide capital and resources to emerging consumer brands.,2012-04-18,day,,,,,,http://circleup.com,jobs@circleup.com,877-342-7222,,Venture Capital,,59,72,,13,3,3,,,,297,0.8,3.8,7.7,"24,241","35,340.81",-17.27%,65,-23.33%,2.34,-6.27%,52.51%,17.04%,"1,305,928","206,268",18.76%,44,1,,39,,,,,107462,USD,107462
Aberdare Ventures,https://www.crunchbase.com/organization/aberdare-ventures,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,Aberdare Ventures is a venture firm that focuses on a limited number of entrepreneurial teams committed to building leading healthcare technology companies. They limit their commitments in the belief that their involvement can increase the probability of success for their portfolio companies and generate greater returns for their investors.,78,http://twitter.com/AberdareVenture,,,,Active,"Aberdare Ventures offers the healthcare industry with seed, early, and later stage venture, private equity, and grants investments.",1999-01-01,year,,,,,,http://www.aberdare.com,,(415) 392-4264,,Venture Capital,"Early Stage Venture, Grant, Late Stage Venture, Private Equity, Seed",36,70,,7,17,17,,,,"9,567",-0.1,0,-0.1,"1,240",853.97,-13.29%,117,10.63%,2.1,-30.71%,35.2%,6.16%,"10,196,949","2,062,841",25.36%,13,,,,,,,,63459,USD,63459
Tekton Ventures,https://www.crunchbase.com/organization/tekton-ventures,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"TEKTON VENTURES is an international seed investment firm that partners at inception with forward looking company builders in leading technology hubs worldwide. The firm’s principals have over three decades of experience as early stage investors. Leveraging an extensive global network of entrepreneurs and investors, Tekton makes early stage investments in category defining companies in several strategic geographies around the world. Passionate entrepreneurs exist in many parts of the world. Tekton Ventures focuses its investments in two different places: Silicon Valley and selected technology centers ( London and Israel); and the fast growing mobile/digitally connected markets in Asia (China, Korea and India). Our approach to global investing rests on partnerships with local venture ecosystems: we have built long standing relationships with some of the best local seed and venture investors in our geographies of focus. We see our unique global perspective as important to build transformational companies and make that knowledge available across our entire community of entrepreneurs.",75,http://twitter.com/jaichoi,https://www.linkedin.com/company/tekton-ventures,,,Active,Tekton Ventures is a seed-stage investment firm that partners with technology-focused entrepreneurs to build category defining companies.,2009-01-01,year,,,,,,http://www.tektonventures.com,info@tektonventures.com,(415) 788 2929,,Micro VC,,56,67,,2,11,11,,,,"4,716",-0.5,-1,2.2,761,"1,667.14",-74.73%,307,"1,202.43%",5.83,178.7%,0%,-10.22%,"9,951,981","3,287,469",49.33%,17,,,8,,,,,,,
FTV Capital,https://www.crunchbase.com/organization/ftv-capital,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"FTV Capital is a growth equity investment firm that has raised over $1.8 billion since inception to invest in high-growth companies offering a range of innovative solutions in three sectors: enterprise solutions, financial services, and payments/transaction processing.  FTV’s experienced team leverages its domain expertise and proven track record in each of these sectors to help motivated management teams accelerate growth.  FTV also provides companies with access to its Global Partner Network, a group of the world’s leading enterprises and executives who have helped FTV portfolio companies for more than a decade.  Founded in 1998, FTV Capital has invested in 86 portfolio companies and has offices in San Francisco and New York. For more information, please visit www.ftvcapital.com. -Over $1.8 billion raised across four funds -Offices in San Francisco and New York -Founded in 1998 as FTVentures -Investment commitments of $10 - $75M",125,https://twitter.com/FTVCapital,https://www.linkedin.com/company/ftv-capital,https://www.facebook.com/FTVCapital/,,Active,"Growth equity firm focused on high growth companies in enterprise solutions, financial services, and payments/transaction processing.",1998-01-01,year,,,,,,http://www.ftvcapital.com,info@ftvcapital.com,212.682.4800,,Private Equity Firm,"Late Stage Venture, Private Equity",56,66,,45,19,19,,,,"4,506",-0.1,-0.2,-0.8,"6,644","7,765.83",-19.18%,133,-46.9%,2.86,9.85%,45.03%,0.63%,"3,124,195","536,086",20.71%,34,,,10,,,,,156990,USD,156990
Obvious Ventures,https://www.crunchbase.com/organization/obvious-ventures,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Obvious Ventures is bringing experience, capital, and focus to startups combining profit and purpose for a better world.",247,https://twitter.com/obviousvc,https://www.linkedin.com/company/obvious-ventures,https://www.facebook.com/Obvious-Ventures-240587659675882,,Active,"Obvious Ventures brings experience, capital, and focus to startups combining profit and purpose for a better world.",2014-01-01,year,,,,,,http://www.obvious.com/,info@obvious.com,,,"Incubator, Venture Capital","Early Stage Venture, Seed",48,66,,15,2,2,,,,"7,255",-0.4,3.1,2.4,"12,602","12,855.73",53.63%,96,-28.74%,2.73,-23.31%,39.66%,2.24%,"2,052,368","-174,548",-7.84%,18,,,10,,,,,65851,USD,65851
Catamount Ventures,https://www.crunchbase.com/organization/catamount-ventures,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Catamount Ventures focuses on investing in early stage startups. They back world-class entrepreneurs with a plan to change the world through innovation and creativity. Their capital, connections, and coaching help grow category leaders with a strong mission at their core.",46,http://twitter.com/CatamountVC,,http://www.facebook.com/pages/Catamount-Ventures/160366154030193,,Active,Catamount Ventures focuses on investing in early stage startups. We back world-class entrepreneurs with a plan to change the world through,2000-01-01,year,,,,,,http://www.catamountventures.com,info@catamountventures.com,415.277.0300,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",32,66,,10,13,13,,,,"8,468",0,1.3,1.8,373,703.7,-17.12%,95,-29.98%,2.8,-45.23%,26.45%,26.45%,"17,007,433","3,859,066",29.35%,9,,,6,,,,,,,
Saints Capital,https://www.crunchbase.com/organization/saints-capital,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Saints Capital is a merchant venture capital firm with offices located in San Francisco and London. They are a direct secondary acquirer of venture capital and private equity investments in emerging growth companies.  Saints Capital also makes traditional direct venture capital investments on a primary basis and in special situations in technology, health care, consumer and industrial companies in the Unites States.",51,,http://www.linkedin.com/company/45063,,,Active,Saints Capital is a merchant venture capital firm with offices located in San Francisco and London.,2000-01-01,year,,,,,,http://www.saintscapital.com,info@saintsvc.com,,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture, Private Equity",48,65,,9,30,30,,,,"8,188",-0.1,1.2,1,"5,374","1,749.99",260.6%,13,-81.07%,1.34,-48.38%,36.48%,-12.77%,"5,497,258","-3,116,153",-36.18%,27,,,10,,,,,432,USD,432
Caffeinated Capital,https://www.crunchbase.com/organization/caffeinated-capital,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,Caffeinated Capital is a San Francisco based venture capital firm founded by Raymond Tonsing.,13,https://twitter.com/caffeinatedcap,,,,Active,Caffeinated Capital is a San Francisco based venture capital firm founded by Raymond Tonsing.,2009-01-01,year,,,,,,http://caffeinatedcapital.com/,rt@caffeinatedcapital.com,,,Venture Capital,"Early Stage Venture, Seed",38,64,,6,3,3,,,,"5,005",-0.4,-1,-1.3,"6,849","2,376.5",431.78%,74,250.72%,2.4,66.97%,29.41%,-28.41%,"3,647,907","-6,970,427",-65.65%,3,,,,,,,,,,
Montreux Equity Partners,https://www.crunchbase.com/organization/montreaux-equity-partners,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Founded in 1993, Montreux Equity Partners is a private investment firm focused on making growth capital investments in the leading companies of tomorrow. Our portfolio companies address the most compelling domestic and global trends in health. We are currently investing out of our fifth fund. We focus on commercial stage companies that possess highly differentiated products, technologies, and services. At the time of investment, a company will typically have $5 to $50 million in revenues. Our capital fuels product expansion, new market entry, and strategic acquisitions.",44,,https://www.linkedin.com/company/3922200?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A3922200%2Cidx%3A1-1-1%2CtarId%3A1441118244172%2Ctas%3AMontreux%20Equity%20Partners%20,,,Active,Montreux Equity Partners is a private investment firm dedicated to building the leading healthcare companies of tomorrow.,1993-01-01,year,,,,,,http://mepvc.com,info@mepvc.com,(650) 234-1200,,Venture Capital,"Late Stage Venture, Private Equity, Secondary Market",34,64,,7,18,18,,,,"11,306",-0.1,0.6,1,250,400.1,-4.71%,3,84.74%,1.31,1.8%,92.35%,20.65%,"23,554,105","795,077",3.49%,19,,,8,,,,,94931,USD,94931
Sway Ventures,https://www.crunchbase.com/organization/swayvc,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Sway Ventures is a US-based venture capital firm investing in early to mid-stage technology companies. We invest in high performing teams, building revolutionary technology, creating the next enterprise or consumer category. With a focus on strategic capitalization, business development support, and engineered exits, we provide great teams with the support they need to change the future. Learn more at www.swayvc.com",21,https://twitter.com/swayventures,http://www.linkedin.com/company/accelerate-it-ventures,http://www.facebook.com/AITVentures,,Active,Sway Ventures is a US-based venture capital firm investing in early to mid-stage technology companies.,2013-04-29,day,,,,,,http://www.swayvc.com,contact@swayvc.com,(415) 964-5102,,Venture Capital,"Early Stage Venture, Seed",43,63,,14,7,7,,,,"4,292",-0.4,-0.4,-0.2,"1,953","6,961.74",-23.05%,189,-16.52%,5.71,79.38%,26.67%,2.29%,"5,591,346","112,495",2.05%,23,,,17,,,,,,,
Artis Ventures (AV),https://www.crunchbase.com/organization/artis,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"ARTIS Ventures supports and partners with entrepreneurs who are driven to positively impact their world through disruptive technological innovation.  Companies the firm has backed include YouTube, Palantir Technologies, Versa Networks, Silver Spring Networks, Nimble Storage, Aruba Networks, Omicia, Cohesity, Quid, Modern Meadow, Excision Bio and Locus Biosciences. As of November 2016, the April 2016 acquisition of Stemcentrx by AbbVie for more than $10b was the biggest outcome of the year. Founded in San Francisco by Stuart Peterson, the principals have invested in public and private technology companies since 2002.  ARTIS is a long term venture partner that looks for dynamic companies to support throughout the company’s entire lifecycle:  initial venture investment, initial public offering and beyond.",108,http://twitter.com/artisventures,http://www.linkedin.com/company/artis-ventures,http://www.facebook.com/pages/ARTIS-Ventures/399591270124690,,Active,"ARTIS Ventures finances early-to-late stage venture investments and is based in San Francisco, California.",2005-01-01,year,,,,,,http://www.av.co,contact@artisventures.com,415-344-6200,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",42,63,,21,19,19,,,,"5,081",-0.2,-0.4,3.3,"6,138","3,526.46",-20.71%,70,76.44%,2.69,37.99%,9.38%,-13.82%,"3,993,945","526,380",15.18%,17,,,,,,,,,USD,
Foresite Capital,https://www.crunchbase.com/organization/foresite-capital,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Foresite Capital is a multi-stage healthcare and life sciences investment firm that applies rigorous scientific and data-driven approaches to investment analysis. The firm has $2 billion under management. Foresite Capital takes a collaborative approach to investing with its portfolio companies by providing a multidisciplinary team of scientists, engineers, analysts, and clinicians who understand the unique business models in healthcare in addition to capital. The company aims to address areas of great unmet clinical need over the long term by funding promising healthcare and life sciences businesses at all stages of their life cycles. Its portfolio also emphasizes companies that are employing the tools of data science and machine intelligence in healthcare. Foresite Capital is based in San Francisco with an office in New York. ",105,https://twitter.com/ForesiteCapital,https://www.linkedin.com/company/1451892,,,Active,Foresite Capital provides catalytic capital to transformative healthcare companies at all stages.,2011-01-01,year,,,,,,http://www.foresitecapital.com,info@foresitecapital.com,415 877 4887,,Private Equity Firm,"Early Stage Venture, Late Stage Venture, Private Equity",48,62,,19,26,26,,,,"3,114",-0.7,-0.9,3.6,"7,444","5,032.8",4.44%,84,109.37%,5.48,88.35%,7.9%,-50.92%,"2,447,877","-704,071",-22.34%,47,,,23,,,,,77443,USD,77443
The Column Group,https://www.crunchbase.com/organization/the-column-group,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,The Column Group is a leading venture capital firm dedicated to creating the next generation of biotechnology companies,9,,http://www.linkedin.com/company/the-column-group,,,Active,The Column Group is a California-based venture capital firm dedicated to developing biotechnology companies.,2006-01-01,year,,,,,,http://www.thecolumngroup.net,info@thecolumngroup.com,(415) 255-2048,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",27,62,,20,11,11,,,,"5,373",-0.7,-1.7,1.7,,24.6,,,,,,,,,,,21,,,,,,,,,,
Accelerator Ventures,https://www.crunchbase.com/organization/accelerator-ventures,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Accelerator Ventures is a San Francisco-based venture capital firm that invests in early stage technology companies. Accelerator Ventures works with talented entrepreneurs to create the next generation of great companies.  Accelerator Ventures brings to entrepreneurs its strong understanding of technology, capital, and venture markets. We actively help companies with financing strategy, business development, customer introductions and management team development. Our goal is to invest at the earliest stages of a company's fund raising efforts and to leverage our domain expertise in order to help companies get on the path toward profitability. We leverage our network of angel investors, early stage funds and venture capital firms in order to meet the funding needs of our portfolio companies.  Typically Accelerator Ventures invests in the earliest stages of a company. Investments fall into two categories: Startups that want to build up and prove their business before getting institutional venture capital Startups whose capital requirements are too small for institutional venture capital, typically raising less than $2 Million in the life of the company. Both of these funding models are very startup friendly and focus on maximizing the returns for both the entrepreneur and Accelerator Ventures. ",86,,,,,Active,Accelerator Ventures is a San Francisco-based venture capital firm that invests in early stage technology companies.,,,,,,,,http://www.acceleratorventures.com,info@acceleratorventures.com,,,Venture Capital,"Early Stage Venture, Seed",44,62,,1,17,17,,,,"6,487",0,-0.3,3.1,91,530.37,,801,,2,,50%,,"31,135,091",,,8,,,,,,,,,,
CMEA Ventures,https://www.crunchbase.com/organization/cmea-ventures,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"CMEA Ventures is a San Francisco based venture capital firm that specializes in high technology, life sciences, and alternative energy investments. The firm invests in both early and late stage companies, and actively partners with its extended network of companies, other VC firms, institutional investors, strategic partners as well as entrepreneurs. CMEA was originally formed as an affiliate of New Enterprise Associates (NEA) in 1989 and became independent in 1997. CMEA currently has 74 portfolio companies, 6 funds and manages $1.2 billion of venture capital.",16,,,,,Active,"San Francisco based venture capital firm that specializes in high technology, life sciences, and alternative energy investments",1997-01-01,year,,,,,,http://www.cmeaventures.com/,,,,Venture Capital,,39,62,,7,28,28,,,,"10,519",0,1.1,2.8,,,,,,,,,,,,,5,,,,,,,,,,
Nth Power,https://www.crunchbase.com/organization/nth-power,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Nth Power is a venture capital firm based in San Francisco and is the first and most experienced venture capital firm funding promising startup companies in the growing sector of energy technology, materials and other related businesses. With $420 million under management in four funds and an investment record that begins in 1997, Nth Power is widely known and well regarded as the driving force behind many of the most successful energy technology companies. The firmâ€™s leading history in energy related venture capital is the result of a deep network of energy entrepreneurs, universities and research institutions, unmatched corporate relationships and the backing of institutional capital. And because the firm is located in the center of much of where energy is innovating, Nth Power plays a visionary role in pushing forward the businesses that are addressing some of the worlds most pressing energy challenges.",123,,https://www.linkedin.com/company/nth-power-llc,,,Active,Nth Power is a venture capital firm based in San Francisco and is the first and most experienced venture capital firm.,1997-01-01,year,,,,,,http://www.nthpower.com,info@nthpower.com,415.983.9983,,Venture Capital,"Early Stage Venture, Late Stage Venture",30,62,,12,11,11,,,,"11,785",-0.1,0.2,1.7,353,243.23,118.93%,106,509.32%,2,-33.33%,,,"18,788,324","-4,570,580",-19.57%,6,,,4,,,,,,,
Start Fund,https://www.crunchbase.com/organization/start-fund,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Start Fund, created in January 2011, is a joint venture between [Yuri Milner](http://www.crunchbase.com/person/yuri-milner) and [SV Angel](http://www.crunchbase.com/financial-organization/sv-angel). The fund was created to invest in Y Combinator startups and[ made its first set of investments](http://techcrunch.com/2011/01/28/yuri-milner-sv-angel-offer-every-new-y-combinator-startup-150k/) in January 2011.",85,,,,,Active,Start Fund is a San Francisco-based joint venture focused on seed- and early-stage investments.,2011-01-29,day,,,,,,,,,,"Micro VC, Venture Capital","Early Stage Venture, Seed",58,61,,3,19,19,,,,"14,171",-0.2,-0.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,
Flight Ventures,https://www.crunchbase.com/organization/flight-ventures,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Flight Ventures is the first fund that was built by leveraging AngelList syndicates. We operate some of the top syndicates on AngelList, as well as the Flight Ventures Expansion fund (offline). Flight Ventures includes 25 partners with exceptional operational and entrepreneurial accolades, all whom actively engage with our portfolio companies.",7,https://twitter.com/flightvc,https://www.linkedin.com/company/flight-venture,,,Active,Flight Ventures is a San Francisco-based venture capital firm that invests in SaaS and financial services.,2013-01-01,year,,,,,,http://flight.vc/,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",58,60,,7,14,14,,,,"6,973",0,-0.3,0,819,569.72,-9.37%,0,,1,0%,100%,0%,"15,050,247","1,078,150",7.72%,7,,,,,,,,,,
Dolby Family Ventures,https://www.crunchbase.com/organization/dolby-family-ventures,"San Francisco, California, United States",,,"San Francisco Bay Area, West Coast, Western US",,"Dolby Family Ventures is an early stage venture firm focused on building great technology companies. They partner with best-in-class innovators and strong investment syndicate partners at the seed stage of a company’s development. Unlike many seed investors, They intend to continue to invest across future rounds in our successful portfolio companies.",43,,,,,Active,Dolby Family Ventures is an early stage venture firm focused on building great technology companies.,2014-01-01,year,,,,,,http://dolbyventures.com,info@dolbyventures.com,(415) 449-1005,,Venture Capital,"Early Stage Venture, Seed",43,60,,5,9,9,,,,"8,406",-0.3,-0.8,-0.7,790,"2,005.13",-75.01%,62,-57.31%,2.8,68.32%,16.16%,6.21%,"11,811,921","4,871,257",70.18%,15,,,,,,,,,,
