Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Sigma Prime Ventures,https://www.crunchbase.com/organization/sigma-prime-ventures,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Sigma Prime Ventures invests in early stage technology companies focusing on SaaS, Cloud, Mobile, disruptive technologies and technology-enabled service companies.  Sigma Prime Ventures primarily cover the East Coast, focusing on Boston, New York and Atlanta. Their first-hand experience allows us to give early-stage companies both tactical and strategic guidance and access to a powerful business network.  Their team has founded or cofounded 10 companies, helped run 10 companies, and collectively been responsible for exits worth over $4.2B in companies where they were operators.",128,http://twitter.com/sigmaprimev,http://www.linkedin.com/company/sigma-prime-ventures,http://www.facebook.com/sigmaprimev,,Active,"Sigma Prime Ventures invests in early-stage companies focused on SaaS, Cloud Mobile and technology enabled services.",2012-01-01,year,,,,,,http://www.sigmaprime.com,,(617) 330-7872,,Venture Capital,Early Stage Venture,21,38,,15,5,5,,,,"7,247",-0.1,-0.1,0.2,"1,056","1,515.65",33.96%,436,"4,816.3%",8.44,611.96%,30.74%,-50.78%,"7,980,237","-6,333,230",-44.25%,19,,,,,,,,,,
Kepha Partners,https://www.crunchbase.com/organization/kepha-partners,"Waltham, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"""Kepha"" is Aramaic for ""rock."" They have a back-to-basics approach focused on pre-seed, seed and Series A companies. They call this ""venture building,"" and it is what created the venture industry in the first place. It is the foundation, or rock, of venture capital. Their mission: 1. Be the true entrepreneur's first choice 2. Aggressively build shareholder value that will last for many generations 3. Establish a new standard for value-add and become the McKinsey & Co. for entrepreneurs They seek entrepreneurs who have disruptive ideas and know that they can do it better. They recruit executives who are energized by making a difference in how they lead teams and out-execute incumbents. They want to work with people who would rather try and fail vs. not try at all.",59,https://www.twitter.com/efhjerpe,,,,Active,"Kepha is Aramaic for rock. They have a back-to-basics approach focused on pre-seed, seed and Series A companies.",,,,,,,,http://www.kephapartners.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",19,38,,11,6,6,,,,"9,412",1.7,1.8,1.2,725,594.27,-54.44%,25,1.36%,1.62,13.75%,0%,-47.66%,"15,837,717","5,526,038",53.59%,6,,,,,,,,,,
Rose Park Advisors,https://www.crunchbase.com/organization/rose-park-advisors,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Rose Park Advisors, LLC (RPA), based in Boston, MA, is a specialized investment firm that applies the theory of disruptive innovation developed by co-founder Clayton Christensen to invest in companies whose business models are well-suited to take advantage of industry change. RPA invests in disruptive opportunities across industries, geographies, and company size and stage, providing capital and expertise to help companies achieve disruptive success.",35,,https://www.linkedin.com/company/rose-park-advisors/,,,Active,Rose Park Advisors is an investment firm focused on identifying investment opportunities by applying the framework of disruptive innovation.,2006-01-01,year,,,,,,http://www.roseparkadvisors.com,info@roseparkadvisors.com,617-849-9265,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",19,37,,5,2,2,,,,"10,620",0.5,-0.1,0,"2,329",906.36,328.95%,13,-90.12%,1.27,-69.71%,55.9%,55.9%,"9,931,261","-2,687,166",-21.3%,18,,,,,,,,,,
Hyperplane Venture Capital,https://www.crunchbase.com/organization/hyperplane-venture-capital,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Hyperplane Venture Capital is an investment firm focused on exceptional founders building machine intelligence and data companies. The company was founded by Vivjan Myrto, John Murphy and Brendan Kohler in 2015; and is headquartered in Boston, Massachusetts.",26,https://www.twitter.com/hyperplanevc,https://www.linkedin.com/company/hyperplane-venture-capital,,,Active,Hyperplane Venture Capital is a seed stage investment firm focused on exceptional founders building machine intelligence and data companies.,2015-01-01,month,,,,,,http://hyperplane.vc,,,,"Micro VC, Venture Capital","Early Stage Venture, Seed",27,36,,12,4,4,,,,"5,376",-0.3,-0.7,-0.9,"1,555","1,085.45",81.63%,183,995.06%,2.27,41.35%,0%,-39.06%,"8,995,117","-3,767,518",-29.52%,14,,,13,,,,,,,
Zero Stage Capital,https://www.crunchbase.com/organization/zero-stage-capital,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Founded in 1981, Zero Stage Capital is a venture capital firm that invests in emerging growth companies in the following technology sectors: information technology, communications, life sciences, and energy technology. Zero Stage Capital is headquartered in Cambridge, MA and has offices in Manchester, NH, New Haven, CT and Providence, RI and primarily invests in companies located along the east coast of the United States. One of the original pioneers of start-up company investing, Zero Stage Capital proactively invests and manages a balanced and diversified fund investing across technology sectors and across all stages of company growth. Zero Stage Capital seeks to achieve superior returns for its investors, while creating an attractive liquidity profile, by investing approximately 50 percent of its funds in early-stage ventures and 50 percent in later-stage ongoing companies. Since 1994, Zero Stage Capital has performed in the top ten percent among peer funds.",3,,,,,Active,"Zero State Capital is a Boston-based venture capital focused on IT, communications, life sciences, and energy technology companies.",1981-01-01,year,,,,,,http://www.zerostage.com,,,,"Micro VC, Venture Capital",Late Stage Venture,22,36,,7,9,9,,,,"26,618",-0.1,-0.2,0.4,,86.3,-100%,,,,,,,,,,6,,,,,,,,,,
The Yard Ventures,https://www.crunchbase.com/organization/the-yard-ventures,"Waltham, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"[Yard Ventures](www.TheYardVentures.com) gives Harvard alums the chance to invest in companies connected to alums from one of Harvard's 15 schools. We are independent and return-driven, but are also dedicated to supporting the Harvard entrepreneurial community. Deals are sourced from across the Harvard network, then vetted, selected, and tracked by our experienced Investment Committee.",2,https://twitter.com/yardventures,https://www.linkedin.com/company/10553797?trk=prof-exp-company-name,,,Active,The Yard Ventures is a venture capital fund composed from a community of Harvard alums.,2016-01-01,year,,,,,,http://www.theyardventures.com/,michael@theyardventures.com,,,Venture Capital,,31,34,,,5,5,,,,"7,892",-0.2,-0.6,-0.7,165,27.51,,,,1,,100%,,"28,302,057",,,7,,,,,,,,,,
Catalyst Health Ventures,https://www.crunchbase.com/organization/catalyst-health-technology-partners,"Braintree, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Catalyst Health Ventures is an early-stage venture capital firm targeting technology solutions applied within the health care and life science industries. At the core of this strategy is a committed, hands-on approach to working with management and syndicate partners to build successful companies. Their disciplined investment process leverages both intellectual and financial capital to originate deals, cultivate opportunities, and realize the full potential of emerging ventures in the health care and life science marketplace. We seek to invest in companies addressing major global unmet clinical needs in areas such as oncology, cardiovascular disease, obesity, and women’s health. We invest in pioneering and proprietary technological solutions fundamentally designed to reduce treatment costs and improve patient outcomes. By investing in solutions which have a technological foundation of engineering and development such as medical devices, diagnostic tools and instrumentation and consumer healthcare, we minimize the risks related to uncertain scientific experimentation.",7,,https://www.linkedin.com/company/catalyst-health-ventures?trk=company_logo,,,Active,Catalyst Health Ventures invests in disruptive solutions for unmet healthcare needs and is a Massachusetts-based venture capital firm.,1998-01-01,year,,,,,,http://www.catalysthealthventures.com,info@catalysthealthventures.com,(781) 228-5228,,Venture Capital,"Early Stage Venture, Seed",15,34,,15,7,7,,,,"10,205",-0.1,0,-0.1,868,"1,099.51",,85,,3.16,,29.51%,,"10,916,812",,,19,,,13,,,,,,,
Venture Capital Fund of New England,https://www.crunchbase.com/organization/venture-capital-fund-of-new-england,"Wellesley, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,The Venture Capital Fund of New England's investment activities are characterized by:  - A focus on early stage companies   - A geographic concentration in the New England region  - An emphasis on technology based enterprises  - An additional interest in direct marketing-related businesses,15,,,,,Active,The Venture Capital Fund of New England's investment activities are characterized by: - A focus on early stage companies - A geographic,1981-01-01,year,,,,,,http://www.vcfne.com,inquiries@vcfne.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",19,34,,5,6,6,,,,"24,226",-0.1,1.5,1.6,190,111.96,2.73%,34,-72.7%,3.64,82.05%,,,"21,398,571","-2,495,514",-10.44%,8,,,,,,,,,,
Tudor Growth Equity,https://www.crunchbase.com/organization/tudor-ventures,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Tudor Ventures is the venture capital and private equity arm of Tudor Investment Corporation, an internationally recognized, $17 billion in assets, diversified investment management firm. Tudor has been investing in venture capital and other private equity opportunities since the early 1990's. Over this time, Tudor and its principals have invested in over 75 companies, with a strong record of investment success, and currently manage over $700 million in capital commitments.",1,,,,,Active,Tudor Ventures is a venture capital and private equity firm.,1994-01-01,year,,,,,,http://www.tudorgrowthequity.com,info@tudorgrowthequity.com,,,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture",22,34,,9,13,13,,,,"30,402",0,-0.2,-0.3,,29.9,,,,,,,,,,,2,,,,,,,,,,
Argo Global Capital,https://www.crunchbase.com/organization/argo-global-capital,"Wakefield, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,[Argo Global Capital](http://www.argoglobal.com) is a venture capital firm focused on investing in companies that are enabling the convergence of wireless communications and the Internet.,11,,,,,Active,Argo Global Capital is a venture capital firm.,,,,,,,,http://www.argoglobal.com,info@argoglobal.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity",22,33,,7,13,13,,,,"22,063",0,-0.2,-0.2,,,,,,,,,,,,,4,,,,,,,,,,
LearnLaunch Accelerator,https://www.crunchbase.com/organization/learnlaunchx,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"LearnLaunch Accelerator program is designed to help early stage edtech entrepreneurs successfully grow startups. Founders participate in a three month residential program in Boston, Massachusetts, where founder are immersed in a community of like-minded professionals committed to helping to grow businesses. The goal of LearnLaunch Accelerator is to advance the product and market development process so that entrepreneurs will be able to secure the resources needed to grow. LearnLaunch Accelerator provides seed funding ($200k of value – up to $120K in funding depending on program) for companies selected to its cohort. Participating companies meet weekly with mentors who push to identify and take the most leveraged next steps to grow products and companies. During the program, companies regularly interact with leading edtech experts. LearnLaunch Accelerator has also developed an edtech-focused curriculum that provides tremendous insight into how to navigate the education industry.",20,http://twitter.com/learnlaunchx,http://www.linkedin.com/company/learnlaunchx,http://www.facebook.com/learnlaunch,,Active,LearnLaunch Accelerator program is designed to help early stage edtech entrepreneurs successfully grow startups.,2012-02-01,day,,,,,,http://learnlaunch.com/x/,info@learnlaunch.com,857-453-4434,,Accelerator,Seed,32,32,,,1,1,On-Site,2019-02-22,4,"2,673",0,0,-1.2,"13,346","6,459.93",112.82%,74,-43.13%,1.55,-30.19%,40.55%,-9.05%,"2,501,265","-1,056,320",-29.69%,30,,,,,,,,,USD,
M/C Partners,https://www.crunchbase.com/organization/m-c-partners,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"M/C Venture Partners is populated with independent leaders, not followers. That disposition manifests itself in every aspect of what they do from the development of investment ideas to working with management teams in making significant strategy enhancements. Their investment style is characterized by four key elements: - The firm specializes in the early identification of the most promising segments in emerging communications and media. They think for themselves and proactively seek out well-positioned entrepreneurial managers and companies.   - They are typically the first institutional investor in their portfolio companies and in most cases, lead the round if there are co-investors.   - They participate actively in the company's growth and success as a member of the Board of Directors.  Value added input includes perspectives on strategy development, recruiting senior team members, capital raising, and M&A. - Their investments range in size from $5m to $50m of equity.",16,,http://www.linkedin.com/company/52379,,,Active,"M/C Partners is a private equity company investing in the communication, technology and media industries.",1986-01-01,year,,,,,,http://mcpartners.com,mcp@mcpartners.com,(321) 473-7407,,Venture Capital,"Debt, Late Stage Venture, Private Equity",25,32,,18,13,13,,,,"9,753",0,-0.1,1.1,"1,349","1,454.63",37.63%,23,49.91%,2.13,-11.11%,52.25%,22.4%,"9,974,340","-738,342",-6.89%,19,,,,,,,,63,USD,63
Blue Ivy Ventures,https://www.crunchbase.com/organization/blue-ivy-ventures-2,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Blue Ivy Ventures is a community of Yale alumni: investors, executives, entrepreneurs, and innovation enthusiasts with a connection to Yale University. At our core,  we are a Yale alumni venture fund investing in Yale alumni-led companies. We are private, for profit, and not affiliated with the University. We strongly believe that we can do more together than we can alone.",1,,,,,Active,Blue Ivy Ventures is a Yale alumni venture fund investing in Yale alum-led companies.,2017-01-01,year,,,,,,http://www.blueivyventures.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",30,31,,,5,5,,,,"6,748",-0.6,-1.2,3,,,,,,,,,,,,,7,,,,,,,,,,
Bioventures Investors,https://www.crunchbase.com/organization/bioventures-investors,"Wellesley, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,Bioventures Investers is a private equity firm that offers venture capital investment services for firms in the life sciences and healthcare industries. It was founded by Marc Goldberg and is based in Massachusetts.,2,,,,,Active,Bioventures Investors is an investment firm focused on the commercial development of advanced technology in life sciences and healthcare.,,,,,,,,http://www.bioventuresinvestors.com,info@bioventuresinvestors.com,(617) 252-3443,,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture",17,31,,5,7,7,,,,"8,194",-0.2,2.7,3.8,361,"1,080.72",44.99%,34,-86.14%,3.04,-24.12%,49.12%,49.12%,"16,960,788","-1,434,464",-7.8%,16,,,,,,,,77497,USD,77497
"Fletcher Spaght, Inc.",https://www.crunchbase.com/organization/fletcher-spaght-inc,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,Strategy consulting to innovate and accelerate organic and inorganic growth. We have a deep reputation for developing actionable insights that are typically delivered as a growth plan.,24,,,,,Active,"Fletcher Spaght, Inc. provides strategy and financial assistance to new ventures including start-ups.",1983-07-19,day,,,,,For Profit,http://www.fletcherspaght.com,info@fletcherspaght.com,(617)247-6700,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture",17,31,,3,8,8,,,,"11,724",0,0,0.7,952,749.06,108.46%,97,287.47%,2.42,13.28%,26.68%,26.68%,"11,718,207","-4,558,604",-28.01%,27,,,13,,,,,,,
Vesbridge Partners,https://www.crunchbase.com/organization/vesbridge-partners,"Wakefield, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Vesbridge Partners is a venture capital firm specializing in early stage and seed/startup investments. The firm invests in networking technology and information technology infrastructure sectors. The company invests in disruptive technologies with a focus on wireless or mobility, digital media, web services, and security or data center, enterprise IT, storage, and wireless telecommunication services. Additionally, they invest in plastic products, electrical equipment, metalworking machinery and equipment; retailing and healthcare. Vesbridge Partners was founded by Jeff Hinck in 1988 and is headquartered in Wakefield, Massachusetts.",18,,,,,Active,Vesbridge Partners is a venture capital firm specializing in early stage and seed/startup investments.,1988-01-01,year,,,,,,http://www.vesbridge.com,tom@vesbridge.com,508.475.2300,,Venture Capital,"Early Stage Venture, Late Stage Venture",19,31,,2,13,13,,,,"22,314",-0.4,0.4,0.8,,187.34,,,,,,,,,,,5,,,,,,,,,,
WuXi Healthcare Ventures,https://www.crunchbase.com/organization/wuxi-healthcare-ventures,"Cambridge, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,Frontline BioVentures merged with WuXi Healthcare Ventures to form 6 Dimensions Capital.,3,,,,,Active,WuXi Healthcare Ventures is a Chinese investment firm that helps life sciences companies to develop transformative therapies.,,,,,,,,http://www.wuxiventures.com,admin.us@wuxiventures.com,(617) 374-1610,,Venture Capital,Early Stage Venture,23,30,,5,6,6,,,,"7,829",-0.1,-0.1,-0.4,151,446.43,-84.49%,,,1,0%,100%,0%,"29,071,917","15,654,599",116.67%,8,,,,,,,,,,
Partners Innovation Fund,https://www.crunchbase.com/organization/partners-innovation-fund,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"The Innovation Fund was created in 2007 by Brigham and Women's Hospital and Massachusetts General Hospital to address a growing unmet need for funding emerging technology in the capital gap between invention and product development. The main objective of the fund is to accelerate to market technologies developed by Partners HealthCare investigators, thereby enhancing healthcare quality, cost and outcomes. Structured as a separate LLC entity, the $35M Fund is evergreen in design and will reinvest all gains from investments back into the Fund to create capital for additional investments. Investment decision oversight is provided by an independent external committee composed of experts from industry, venture capital and academia. The Fund operates on a venture capital model whereby opportunities are rigorously evaluated on the basis of scientific strength as well as potential for commercial success. The Fund has four major goals: * Capture more value from the PHS research portfolio by creating companies, technologies and solutions that advance and enhance healthcare. * Provide funding for technologies positioned in the capital gap between invention and clinical development. * By demonstrating institutional commitment, attract external capital that will leverage and encourage co-investment. * Generate a return on investment to refresh the fund and provide capital for additional technologies. Gap Funding Over the last five to seven years, the environment for early-stage investing has undergone significant change. As a result of these changes, there is a dearth of funding support for technologies/companies positioned between invention and clinical development. By focusing on this capital gap, the Fund can advance technologies of high commercial potential and medical benefit to a stage where larger, more traditional investment sources are attracted to underwrite the risk. Types of Fund Investments The Partners Innovation Fund will make two types of investments: Equity and Development. Equity investments are seed and early financings that will catalyze company formation. These investments will often be a Series A stock and co-investors are frequently other early institutional investors, private investors or corporate investment funds. Development investments precede company formation and are intended to validate technologies with a high potential for later commercialization by either new venture formation or out-licensing to an existing market player. For all investments, funds will be reserved for participation in follow-on investments. Innovation Fund Process Utilizing a proven venture capital based diligence model, the team conducts in-depth diligence on all opportunities in two steps: 1. Initial Screening: Assesses opportunities for high commercial potential. Key project attributes are: * Product concept and value proposition * Intellectual Property Position * Stage of technology development * Market Opportunity * Technology Review * Management Team * Regulatory pathway * Funding requirements * Competitive Analysis * Business Model  2. Evaluation and Investment Decision: During this step, PIF staff conducts extensive diligence to assess the strength of the proposed business in relation to our investment criteria. This process takes place over 3 to 6 months during which time we interact with technical and market experts, possible customers, competitors and potential co-investors as we prepare for presentation of the investment opportunity to our external Investment Committee for final approval. The team will work with investigators and their advisors to develop a project or business plan including connections to potential entrepreneurs, advisors and investors in the venture, private or corporate arena. Venture Launch / Ongoing Support: Once an investment has been approved, the Innovation Fund plays an active role in the ongoing development of the new venture. The team will work on all aspects required to move the new entity forward including recruiting senior management and staff, providing guidance and support in technology development, serving on the Board of Directors and working with management to achieve milestones.",11,https://www.twitter.com/partnersnews,,https://www.facebook.com/partnershealthcare,,Active,"Partners Innovation Fund provides the necessary support to advance innovations in medical systems, therapy, drugs and medical devices.",2007-01-01,year,,,,,,http://innovation.partners.org/for-entrepreneurs,,857-307-2400,,Venture Capital,"Debt, Early Stage Venture, Seed",19,30,,3,9,9,,,,"9,366",-0.4,-0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,
Sanofi-Genzyme BioVentures,https://www.crunchbase.com/organization/sanofi-genzyme-bioventures,"Cambridge, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Sanofi-Genzyme BioVentures (SGBV) is the corporate venture capital arm of Sanofi. Previously known as Genzyme Ventures, SGBV has a recently expanded mandate to invest across the more expansive business footprint of Sanofi. SGBV is an important component of Sanofi’s broader global strategy to invigorate external innovation and research. SGBV only invests in early stage companies with promising new products that may be future Sanofi pipeline candidates.",28,,http://www.linkedin.com/company/genzyme,,,Active,Sanofi-Genzyme BioVentures (SGBV) is the corporate venture capital arm of Sanofi.,1994-01-01,year,,,,,,http://sanofigenzymebioventures.com,,,,Corporate Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",22,29,,4,9,9,,,,"8,532",1.1,-0.2,0,,,,,,,,,,,,,9,,,,,,,,,,
Weston Presidio Capital,https://www.crunchbase.com/organization/weston-presidio-capital,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Weston Presidio Capital is a general venture capital firm that focuses its investments within the United States but targets a wide variety of markets.  According to their 2008 website, they've managed five funds totaling over $3.3 billion in investment.",7,,,,,Active,Weston Presidio Capital is a general venture capital firm that focuses its investments within the United States but targets a wide variety,1991-01-01,year,,,,,,http://www.westonpresidio.com,,(415) 944-6479,,Venture Capital,"Early Stage Venture, Private Equity",20,28,,11,12,12,,,,"14,223",0.4,0.2,-0.2,396,506.2,-16.61%,24,145.1%,3.33,9.62%,0%,-31.97%,"18,615,940","4,063,243",27.92%,13,,,,,,,,12211348,USD,12211348
MP Healthcare Venture Management,https://www.crunchbase.com/organization/mp-healthcare-venture-management-inc,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"MPH is the venture capital arm of Mitsubishi Tanabe Pharma Corporation (MTPC). MPH invests in innovative companies developing novel therapeutics, platform technologies, and vaccines.",1,,,,,Active,MPH is the venture capital arm of Mitsubishi Tanabe Pharma Corp,2006-01-01,year,,,,,,http://www.mp-healthcare.com,mph-web@mp-healthcare.com,617-737-4690,,Venture Capital,"Early Stage Venture, Seed",15,28,,1,8,8,,,,"14,531",0,0,1.3,"1,063",412.57,339.69%,75,-92.83%,2.38,-40.46%,50.37%,50.37%,"10,575,377","-8,050,849",-43.22%,9,,,,,,,,,,
Spray Venture Partners,https://www.crunchbase.com/organization/spray-venture-partners,"Newton, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Spray Venture Partners focuses exclusively on contributing capital and expertise to emerging healthcare technology companies.  They work closely with clinical and technical founders to create companies that develop, market and deploy innovative technologies to meet major unmet healthcare needs.",16,,,,,Active,Spray Venture Partners focuses exclusively on contributing capital and expertise to emerging healthcare technology companies.,,,,,,,,http://www.spraypartners.com,info@spraypartners.com,,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture",11,28,,3,5,5,,,,"25,705",-0.3,-0.3,-0.4,,,,,,,,,,,,,5,,,,,,,,,,
Flare Capital Partners,https://www.crunchbase.com/organization/flare-capitalpartners,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"Flare Capital Partners is a team of proven healthcare technology venture capital investors known for their strategic industry resources, insight and total commitment to the success of its entrepreneurs. Investments include Aetion, Bright Health, Circulation (Providence Service/Logisticare), ClearDATA, Curisium, HealthReveal, Health Verity, Iora Health, Somatus, Valence Health (Evolent Health), VisitPay and Welltok. In 2015, Flare Capital raised one of the healthcare industry’s largest dedicated venture capital funds focused exclusively on early-stage and emerging growth investments in healthcare technology innovation and is privileged to closely partner with founders and management.",91,https://twitter.com/flarecapital,https://www.linkedin.com/company/6985683/,,,Active,Flare Capital Partners is a team of proven healthcare technology venture capital investors.,2013-10-23,day,,,,,,https://www.flarecapital.com/,bill@flarecapital.com,(617)607-5055,,Venture Capital,"Early Stage Venture, Late Stage Venture, Private Equity, Seed",15,27,,13,3,3,,,,"3,629",-0.7,-1.1,5.4,"3,177","2,922.34",-24.35%,205,82.29%,3.2,32.53%,30.19%,-33.75%,"4,837,645","617,399",14.63%,25,,,9,,,,,,,
Massachusetts Life Sciences Center,https://www.crunchbase.com/organization/massachusetts-life-sciences-center,"Waltham, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"The Massachusetts Life Sciences Center (MLSC) is a quasi-public agency of the Commonwealth of Massachusetts tasked with implementing the Massachusetts Life Sciences Act, a ten-year, $1 billion initiative that was signed into law in June of 2008. The Center's mission is to create jobs in the life sciences and support vital scientific research that will improve the human condition. This work includes making financial investments in public and private institutions that are advancing life sciences research, development and commercialization as well as building ties between sectors of the Massachusetts life sciences community.",101,http://twitter.com/MALifeSciences,http://www.linkedin.com,http://www.facebook.com/pages/Mass-Life-Sciences/125736624248918,$1M to $10M,Active,The Massachusetts Life Sciences Center (MLSC) aims to create jobs in the life sciences and support vital scientific research.,2006-01-01,year,,,,,For Profit,http://www.masslifesciences.com,swindham-bannister@masslifesciences.com,(781)373-7777,,Government Office,"Debt, Early Stage Venture, Grant",20,26,,13,3,3,,,,"3,557",-0.3,-0.9,-5.2,"11,137","12,785.64",22.86%,163,80.22%,2.08,8.82%,45.57%,-16.49%,"2,441,852","-282,666",-10.37%,15,,,17,,,,,361457,USD,361457
NXT Ventures,https://www.crunchbase.com/organization/nxt-ventures,"Marblehead, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"NXT Venture Fund is established for the purpose of discovering and enabling the next truly disruptive start-up companies, with potential to transfer and create cross-border synergies between US and China.",1,,,,,Active,"NXT Venture Fund discovers and enables the next truly disruptive start-up companies, with cross-border synergies.",2014-12-01,day,,,,,,http://www.nxtventures.com/,barry@nxtventures.com,781.639.0194,,Venture Capital,"Early Stage Venture, Seed",22,26,,5,1,1,,,,"6,276",0,-0.7,3.7,484,304.56,44.35%,11,-72.53%,2.25,-28.32%,37.56%,37.56%,"15,896,422","-1,066,925",-6.29%,6,,,,,,,,,,
Eastward Capital Partners,https://www.crunchbase.com/organization/eastward-capital-partners,"West Newton, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,,14,http://twitter.com/toloughlin,,,,Active,"Eastward Capital Partners is a U.S.-based venture debt firm investing in IT, communications, alternative energy, and healthcare companies.",1991-01-01,year,,,,,,http://www.eastwardcp.com,contacts@eastwardcp.com,,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture",22,26,,6,10,10,,,,"10,864",-0.1,-0.1,0.1,89,217.83,-36.89%,32,68.39%,2,0%,,,"30,232,580","3,949,124",15.03%,27,,,11,,,,,96170,USD,96170
XFactor Ventures,https://www.crunchbase.com/organization/xfactor-ventures,"Boston, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,XFactor Ventures is focused on making pre-seed and seed stage investments in companies with billion dollar market opportunities that have at least one female founder.,4,https://twitter.com/xfactorventures,https://www.linkedin.com/company-beta/11197976/,,,Active,XFactor is a new pre-seed and seed-stage microfund.,,,,,,,,https://www.xfactor.ventures/,hello@xfactor.ventures,,,Micro VC,Seed,24,25,,2,,,,,,"5,704",-0.3,-0.6,-1.5,"2,527","1,856.18",20.77%,63,-63.04%,3.28,12.2%,59.63%,19.01%,"5,734,291","-796,927",-12.2%,12,,,,,,,,,,
@Ventures,https://www.crunchbase.com/organization/ventures,"Waltham, Massachusetts, United States",,,"Greater Boston Area, East Coast, New England",,"XG Ventures:registered: was founded in March 2008 by ex-Googlers, who were early hires in strategic roles at Google. Pietro Dova & Andrea Zurek are the managing members of XG Ventures and are dedicated to advising and investing in supremely talented early stage teams. Together, with our complementary expertise, our goal is to help successfully guide the start-up teams, in which we invest, to the next stage. We provide operational, strategic expertise, mentorship, and access our strong network.",79,,,,,Active,@Ventures is a Massachusetts-based company that provides venture capital and growth resources to early-stage clean technology companies.,1995-01-01,year,,,,,,http://www.ventures.com,info@ventures.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",23,25,,9,10,10,,,,"14,906",0.8,0.6,0.1,,,,,,,,,,,,,1,,,,,,,,,,
