Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
The Accelerator Group,https://www.crunchbase.com/organization/the-accelerator-group,"Mclean, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Based in London, The Accelerator Group (TAG) has been an advisor and investor in early stage and start-up companies since 1995.  They focus on the Internet services, eCommerce and multi-channel retail sectors, investing primarily in the US and Europe.",31,,https://www.linkedin.com/company/tag-the-acceleration-group,https://www.facebook.com/1tagteam,,Active,The Accelerator Group (TAG) has been an advisor and investor in early stage and start-up companies since 1995.,2003-01-01,year,,,,,For Profit,http://www.acceleration-group.com,,,,Micro VC,"Early Stage Venture, Seed",23,32,,,11,11,,,,"10,029",-0.3,-0.5,2.3,,21.41,,,,,,,,,,,5,,,8,,,,,,,
American Capital,https://www.crunchbase.com/organization/american-capital,"Bethesda, Maryland, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"American Capital (Nasdaq:ACAS), with $20 billion in capital resources under management,1 is the only private equity fund and the largest alternative asset management company in the S&P 500. American Capital, both directly and through its global asset management business, originates, underwrites and manages investments in private equity, leveraged finance, real estate and structured products. American Capital and its affiliates invest from $5 million to $800 million per company in North America and â‚¬5 million to â‚¬500 million per company in Europe. Since its August 1997 IPO, American Capital and the funds it manages have invested approximately $32 billion in over 475 portfolio companies. Our diverse portfolio is invested in virtually every industry sector. We have over 200 investment professionals in 13 offices in the United States and Europe. As a publicly traded company, we offer shareholders an opportunity to invest in privately held middle market companies through ownership of our stock.",119,,,,,Active,"American Capital (Nasdaq:ACAS), with $20 billion in capital resources under management,1 is the only private equity fund and the largest",1997-01-01,year,1997-09-05,day,,,,http://www.americancapital.com,irarcc@aresmgmt.com,(888) 818-5298,,"Private Equity Firm, Venture Capital, Venture Debt","Debt, Early Stage Venture, Late Stage Venture",26,31,,23,11,11,,,,"8,003",1.3,0.1,1.2,,,,,,,,,,,,,5,,,,,,,,,,
"US Department of Commerce, Economic Development Administation",https://www.crunchbase.com/organization/us-department-of-commerce-economic-development-administation,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"The U.S. Economic Development Administration's investment policy is designed to establish a foundation for sustainable job growth and the building of durable regional economies throughout the United States. This foundation builds upon two key economic drivers - innovation and regional collaboration. Innovation is key to global competitiveness, new and better jobs, a resilient economy, and the attainment of national economic goals. Regional collaboration is essential for economic recovery because regions are the centers of competition in the new global economy and those that work together to leverage resources and use their strengths to overcome weaknesses will fare better than those that do not. EDA encourages its partners around the country to develop initiatives that advance new ideas and creative approaches to address rapidly evolving economic conditions.",36,http://twitter.com/US_EDA,,https://www.facebook.com/eda.commerce,,Active,"Lead the federal economic development agenda by promoting innovation and competitiveness, preparing American regions for growth and success.",1965-01-01,year,,,,,For Profit,http://www.eda.gov/index.htm,webmaster@eda.gov,202-482-2900,,Venture Capital,Grant,30,30,,29,,,,,,"1,770",1.8,1.8,6.2,"29,093","25,434.63",16.48%,115,71.76%,2.36,7.88%,47.01%,6.47%,"1,246,167","-103,471",-7.67%,22,,,14,,,,,,,
SWaN & Legend Venture Partners,https://www.crunchbase.com/organization/swan-legend-venture-partners,"Leesburg, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"SWaN & Legend Venture Partners was formed in 2012 through the combination of SWaN Investors, a firm created by the management team who founded and scaled N.E.W. Customer Service Companies (a unit of NEWAsurion) and Legend Ventures, an early stage venture capital firm.  Collectively, the partners have created and distributed billions of dollars in value and have invested $300 million in innovative early and growth stage organizations headed by top-flight teams. The partners actively engage with management in building trusted brands worthy of consumer passions in the fields of retail products and services; technology-enabled commerce and education; food and hospitality; and sports and entertainment.  SWaN & Legend Venture Partners seek to invest in organizations that value the ethical treatment of employees, consumers, vendors and communities.",4,,https://www.linkedin.com/company/swan-&-legend-venture-partners,,,Active,"SWaN & Legend Venture Partners was formed in 2012 through the combination of SWaN Investors, a firm created by the management team who",2012-01-01,year,,,,,,http://www.swanandlegend.com,bharris@swanandlegend.com,(703)771-6301,,Venture Capital,Early Stage Venture,17,29,,9,2,2,,,,"4,261",-0.5,5.2,5.2,,326.37,,,,,,,,,,,17,,,,,,,,36160,USD,36160
SaaS Ventures,https://www.crunchbase.com/organization/saas-ventures-2,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"We are enterprise software experts.  We look to co-invest with strong leads, bringing our network of coinvestors and next round investors as well as enterprise software expertise to add value.  We see ourselves as partners who can fill out a round quickly and be a positive influence, and non-competitive as we don't lead or take significant stakes in our portfolio companies.  We generally write a small check into rounds of $750k-$3M that are mostly full, being low pain-in-the-ass to entrepreneurs compared to relatively high value add.  Having been entrepreneurs, we know that's the most important part. While we'll invest anywhere in the US, we love ""second tier markets"" that can still support major exits but attract relatively less venture funding: Chicago, Toronto, DC, Baltimore, Atlanta, etc etc!",4,,https://www.linkedin.com/company/saas-venture-capital/about/,,,Active,SaaS Ventures is a seed stage venture capital fund focused on enterprise tech.,2017-07-01,day,,,,,,,,,,Venture Capital,"Early Stage Venture, Seed",25,29,,,1,1,,,,"7,084",-0.4,-1.2,-1.1,,,,,,,,,,,,,,,,,,,,,,,
Columbia Partners Private Capital,https://www.crunchbase.com/organization/columbia-partners-private-capital,"Bethesda, Maryland, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Columbia Partners Private Capital (CPPC) is an institutional investment team headquartered in the Washington, DC area. CPPC invests in private equity, venture and mezzanine debt through its Fund of Funds.  Columbia also invests in debt and equity in privately held, institutionally backed, growth companies.   With over $440 million currently under management, Columbia Partners Private Capital seeks to deliver consistently superior risk adjusted investment returns for their clients through a disciplined investment process.  CPPC is a unit of RCP Advisors 2, LLC.",2,,https://www.linkedin.com/company/columbia-partners-private-capital/about/,,,Active,Fund of Funds Manager; Direct Debt and Equity Investor; and Co-investor,2004-09-01,day,,,,,,http://www.cpprivatecap.com,Cdoherty@cpprivatecap.com,240-488-6710,,"Fund Of Funds, Private Equity Firm, Venture Debt","Debt, Late Stage Venture, Private Equity, Venture",21,29,,4,9,9,,,,"9,220",0.7,1.2,0.5,374,62.47,,,,1,,100%,,"21,096,771",,,14,,,,,,,,,,
U.S. Department of Defense,https://www.crunchbase.com/organization/u-s-department-of-defense,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"U.S. Department of Defense is America's oldest and largest government agency. Its mission is to provide the military forces needed to deter war and to protect the security of the country. The agency is not only in charge of the military, but also employs a civilian force of thousands. With over 1.4 million men and women on active duty, and 718,000 civilian personnel, it is the nation's largest employer. Another 1.1 million serve in the National Guard and Reserve forces. More than 2 million military retirees and their family members receive benefits. U.S. Department of Defense was founded in 1947 and is headquartered in Washington, District of Columbia.","1,811",https://twitter.com/DeptofDefense,https://www.linkedin.com/company/united-states-department-of-defense,http://www.facebook.com/DeptofDefense,,Active,U.S. Department of Defense Provides the Military Forces to Deter War and to Protect the Security & Safety of the Nation,1947-01-01,year,,,,,For Profit,http://www.defense.gov,,703-571-3343,,Government Office,,29,29,,23,5,5,,,,"10,661",-0.7,-1.2,-0.2,"1,626,640","1,532,154.71",-4.32%,90,-4.14%,2.01,-2.07%,70.25%,-1.05%,"48,812","2,982",6.51%,48,,,56,,,,,,,
New Dominion Angels,https://www.crunchbase.com/organization/new-dominion-angels,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"New Dominion Angels (NDA) is a collection of accredited angel investors that enjoys the camaraderie and benefits of group investing. NDA looks for companies with elegant, transformative solutions to clear problems in big markets that can scale, with smart, motivated and trustworthy entrepreneurs.",,,,,,Active,New Dominion Angels invests in early stage Mid-Atlantic startups.,2008-01-01,day,,,,,,http://www.newdominionangels.com,,,,Angel Group,"Early Stage Venture, Seed",21,29,,1,3,3,,,,"15,092",0.4,0,0.5,307,319.41,-40.47%,43,50.34%,4.49,120.87%,0%,-65.51%,"16,693,295","1,252,112",8.11%,10,,,,,,,,,,
RedShift Ventures,https://www.crunchbase.com/organization/redshift-ventures,"Chevy Chase, Maryland, United States",,,"Washington DC Metro Area, East Coast, Southern US",,RedShift Ventures is a early-stage venture capital firm that works on rapidly commercializing new technologies.,5,,,,,Active,RedShift Ventures is a early-stage venture capital firm that works on rapidly commercializing new technologies.,1991-01-01,year,,,,,,http://www.redshiftventures.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture",20,29,,7,11,11,,,,"21,640",1.6,2.2,-0.1,,,,,,,,,,,,,8,,,,,,,,,,
U.S. Department of Education,https://www.crunchbase.com/organization/us-department-of-education,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"ED's mission is to promote student achievement and preparation for global competitiveness by fostering educational excellence and ensuring equal access. ED was created in 1980 by combining offices from several federal agencies. ED's 4,400 employees and $68 billion budget are dedicated to: *Establishing policies on federal financial aid for education, and distributing as well as monitoring those funds. *Collecting data on America's schools and disseminating research. *Focusing national attention on key educational issues. *Prohibiting discrimination and ensuring equal access to education.",257,https://twitter.com/usedgov,https://www.linkedin.com/company/u.s.-department-of-education,https://www.facebook.com/ED.gov/timeline?ref=page_internal,,Active,U.S. Department of Education promotes students' achievement and preparation for competitiveness and ensures equal access.,1980-01-01,year,,,,,For Profit,http://www.ed.gov/,ocr@ed.gov,(800) 845-6136,,Government Office,,27,28,,22,,,,,,"1,858",-0.3,-1.1,0.6,"16,077,622","17,429,973.76",4.89%,426,-1.72%,18.15,-8.91%,40.65%,-0.08%,"1,386",44,3.28%,145,,,42,,,,,,,
Mach37,https://www.crunchbase.com/organization/mach37,"Herndon, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"MACH37 is the premier accelerator for entrepreneurs and startups that are solving important problems in the fields of cybersecurity, autonomous vehicles, artificial intelligence, cyber-physical systems, IoT, industrial controls, or other cyber-related fields where security is critically important. We go beyond the traditional model of typical startup accelerators by bringing our innovators focused mentorship and support from our exclusive Stars Mentor Network that is comprised of visionaries, practitioners, and successful entrepreneurs from across the cyber industry. Twice a year, MACH37 invests in a cohort of 5-10 cyber startups, each of which participates in an intensive 3-month program that emphasizes coaching, mentorship, and validation of their solution for product/market fit. Throughout the program, startups are introduced to investors and key public and private sector organizations in the Washington DC metro area. Our program is designed to propel cyber startups into the marketplace, equipped with the skills to connect with customers, grow and compete for funding, and generate traction. The program culminates with a Demo Day presentation to 150-200 investors. MACH37, launched in 2013, operates under a joint venture between VentureScope LLC and the Center for Innovative Technology, in Herndon, Virginia. VentureScope receives 3% equity from each MACH37 startup. Qualifying MACH37 startups are also eligible for an equity investment of up to $50k from CIT's MACH37 Seed Fund.",12,http://twitter.com/mach37cyber,http://www.linkedin.com/company/mach37-cyber-accelerator,,,Active,MACH37 is the premier accelerator for entrepreneurs and startups that are solving important cyber problems.,2013-01-01,year,,,,,,https://www.mach37.com/,info@venturescope.com,,,Accelerator,Seed,26,27,,1,1,1,On-Site,2019-10-01,11,"15,933",-0.1,0,-0.5,"5,797","1,469.2",841.11%,9,-81.7%,1.14,-80.03%,29.51%,29.51%,"5,757,031","-5,134,841",-47.14%,14,,,11,,,,,,,
OPIC - Overseas Private Investment Corporation,https://www.crunchbase.com/organization/opic,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"The Overseas Private Investment Corporation (OPIC) is a self-sustaining U.S. Government agency that helps American businesses invest in emerging markets. Established in 1971, OPIC provides businesses with the tools to manage the risks associated with foreign direct investment, fosters economic development in emerging market countries, and advances U.S. foreign policy and national security priorities. OPIC helps American businesses gain footholds in new markets, catalyzes new revenues and contributes to jobs and growth opportunities both at home and abroad. OPIC fulfills its mission by providing businesses with financing, political risk insurance, advocacy and by partnering with private equity investment fund managers. OPIC services are available to new and expanding businesses planning to invest in more than 160 countries worldwide. Because OPIC charges market-based fees for its products, it operates on a self-sustaining basis at no net cost to taxpayers. All OPIC projects must adhere to best international practices and cannot cause job loss in the United States.",62,https://twitter.com/opicgov,https://www.linkedin.com/company/overseas-private-investment-corporation/,https://www.facebook.com/opicgov,,Active,"OPIC, a U.S.-based development finance institution, mobilizes private capital to help address critical development challenges, and more.",1971-01-01,year,,,,,,http://www.opic.gov,info@opic.gov,(202) 336-8400,,"Government Office, Venture Capital",Debt,23,26,,20,5,5,,,,"8,026",-0.1,-0.3,1.5,"46,006","44,301.64",22.05%,95,4.44%,3.16,20.72%,54.2%,1.88%,"796,201","-109,489",-12.09%,23,1,,,,,,,,,
New Crop Capital,https://www.crunchbase.com/organization/new-crop-capital,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"New Crop Capital is a specialized private venture capital fund. We invest in talented, focused entrepreneurs whose products or services replace foods derived from conventional animal agriculture, which we view as an antiquated and inefficient food production system with serious vulnerabilities. The meat, egg, and dairy sectors represent a $700 billion global market that is ripe for innovation and large-scale disruption.",9,https://www.twitter.com/mercyforanimals,https://www.linkedin.com/company/new-crop-capital,https://www.facebook.com/newcropcapital/,,Active,Private venture capital firm investing in entrepreneurs whose products or services replace foods derived from animal agriculture.,2015-01-01,year,,,,,,http://www.newcropcapital.com/,contact@newcropcapital.com,+45 (0)222 68 568,,Venture Capital,"Early Stage Venture, Seed",20,24,,7,2,2,,,,"3,619",4.2,2.4,5.7,"5,685","3,527.44",317.67%,71,-27.58%,2.2,-38.66%,42.18%,31.75%,"4,323,848","-3,712,482",-46.2%,10,,,,,,,,,,
Perseus,https://www.crunchbase.com/organization/perseus,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,,,,,,,Active,Perseus is a merchant bank and private equity fund management company.,1995-01-01,year,,,,,,http://www.perseusllc.com,info@perseusllc.com,,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",15,24,,9,5,5,,,,"29,790",1.1,1.1,-0.1,,,,,,,,,,,,,6,,,,,,,,,,
Center for Innovative Technology,https://www.crunchbase.com/organization/center-for-innovative-technology,"Herndon, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"In 2005, CIT celebrated 20 years of creating technology-based companies and strategies for innovation. From its original mission to enhance the research and technology transfer activities of Virginia universities, CIT has moved its focus toward the new technologies, entrepreneurs and technology companies that make innovation happen. Today, CITâ€™s operating structure consists of service lines that enable it to respond quickly and efficiently to new opportunities with government and private sector clients. The service lines â€“ CIT Entrepreneur, CIT R&D, CIT Broadband and CIT Connect â€“ establish a clear identity that allows us to meet their goals and close innovation gaps.",89,http://twitter.com/CITorg,http://www.linkedin.com/company/center-for-innovative-technology,http://www.facebook.com/CenterforInnovativeTechnology,,Active,CIT is a nonprofit corporation that accelerates the next generation of technology and technology companies.,1985-01-01,year,,,,,,http://www.cit.org,connectconsumer@cit.org,(703) 689-3000,,Government Office,Seed,21,23,,2,4,4,,,,"7,753",-0.1,3.8,1.1,"7,407","4,704.62",80.04%,63,-81.36%,6.75,0.47%,18.12%,-20.54%,"2,276,559","-1,177,029",-34.08%,,,,9,,,,,401795,USD,401795
Capital-E,https://www.crunchbase.com/organization/capital-e,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"Capital-E provides early stage capital to companies developing unique selling propositions based on enabling electronics or advanced materials. Through its entrenched relationship with IMEC, the largest independent research center in micro- and nano-electronics in Europe, Capital-E and its ventures can directly rely on the support of over 2000 scientists and engineers, as well as leverage on IMEC’s 500+ worldwide partners (such as NXP, Infineon, ST, Intel, SK Hynix, Micron, Toshiba, Panasonic, Texas Instruments, Samsung, TSMC, Global Foundries, etc…) to cost effectively promote adoption of highly innovative products.",14,,,,,Active,Capital-E provides early stage capital to companies developing selling propositions based on enabling electronics or advanced materials.,2005-01-01,year,,,,,,http://www.capital-e.com/,contact@capital-e.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",13,23,,9,6,6,,,,"22,000",-0.2,-0.1,-0.2,442,395.84,,108,,8.02,,,,"12,171,668",,,19,,,,,,,,,,
PeaceTech Accelerator,https://www.crunchbase.com/organization/peacetechaccelerator,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"The PeaceTech Accelerator is the first major international peacetech program powered by cloud innovation and dedicated to scaling startups from around the world. The Accelerator, which is housed at the United States Institute of Peace, is a partnership between C5, PeaceTech Lab, SAP NS2 and Amazon Web Services. Peacetech is recognized as the application of technology to assist civilians living in conflict and crisis zones. Startups are selected based on their ability to produce innovative technologies that manage, mitigate, predict, or prevent conflict and promote sustainable peace. The PeaceTech Accelerator is an eight-week program providing intensive mentorship and training with particular emphasis on cloud technology. We work to help talented startups and nonprofits scale rapidly and sustainably. WHAT WE'RE LOOKING FOR: Start-ups that are designing, developing and using new and innovative technologies to help to bring about the end of violent conflict and promote sustainable peace. We have a particular focus on the following areas: 1. Integrity, accountability and governance  2. Countering violent extremism  3. Managing resource scarcity  4. Cybersecurity for stability and peacekeeping  5. Veteran rehabilitation and Disarmament, Demobilisation and Reintegration (DDR) in post conflict countries.  6. Refugee protection and care  7. Preventing gender violence For-profit applicant companies must:  1. Be incorporated  2. Have successfully closed seed funding rounds  3. Have a a cohesive team  4. Have a well-developed business plan  5. Be able to scale on the cloud Non-profit applicants:  1. Must be registered  2. Have at least $50,000 (USD) in revenues, grants etc  3. Have a cohesive team  4. Be able to scale on the cloud. Selected start-ups will send 2/3 team members including the founder(s) and tech lead to attend the full program in Washington, D.C. WHAT ARE THE BENEFITS? Selected companies/organizations will receive: Up to $50,000 Amazon Web Services cloud credits $25,000 funding in return for equity for eligible companies, at their election The opportunity to pitch to potential investors Free office space for the duration of the program Entry into our participant alumni network Access to our international network of mentors and business leaders We are currently accepting applications for Cohort 4 (June 4 - July 27)! Apply at https://www.f6s.com/peacetechaccelerator/apply.",2,https://twitter.com/C5Accelerate,https://www.linkedin.com/company/c5-capital/,https://www.facebook.com/C5Accelerate/,,Active,Using cloud technology for scaling social impact ventures to promote peace and stability,2017-04-01,month,,,,,,http://www.c5us.com/,communications@c5capital.com,,,Accelerator,"Early Stage Venture, Seed",22,22,,,1,1,On-Site,2019-01-21,8,"14,198",3.6,2.8,3,,299.15,-100%,,,,,,,,,,7,,,,,,,,,,
Razor's Edge Ventures,https://www.crunchbase.com/organization/razors-edge-fund,"Reston, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Razor's Edge is a venture capital fund founded by a group of distinguished entrepreneurs and executives from the national security industry.  At Razor's Edge Ventures, LLC, we invest in, and partner with, private technology companies serving the national security market exclusively or in combination with other commercial markets. Razor's Edge has a unique understanding of the national security community's strategic priorities and works tirelessly to identify and deliver disruptive technologies capable of advancing critical mission needs. We vet technology every day under challenging circumstances where the stakes are high and schedules are unforgiving. The goal of Razor's Edge is easily summarized but demands a broad cross-section of skills to attain: We will help innovative companies rapidly deliver unique capabilities to the Government customers who need them.",1,,,,,Active,Razor's Edge Ventures is a Virginia-based venture capital fund that invests in private technology companies.,2011-03-01,month,,,,,,http://www.razorsvc.com,deck@razorsvc.com,(703) 787-7727,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",10,21,,3,3,3,,,,"7,890",-0.3,-0.5,-0.3,,453.83,-100%,,,,,,,,,,30,,,,,,,,,,
The Grosvenor Funds,https://www.crunchbase.com/organization/the-grosvenor-funds,"Washington, District of Columbia, United States",,,"Washington DC Metro Area, Southern US",,"Grosvenor's strategy is to invest opportunistically in early and expansion-stage companies that have a sustainable, competitive advantage, address large markets, and present a clear business plan to become cash flow positive within 18 to 24 months. On occasion, they will provide seed or very early stage financing in exceptional situations, particularly where an entrepreneur has demonstrated past success or unusual creativity. Their team has decades of combined experience investing in and building successful companies.",1,,,,,Active,"Grosvenor's strategy is to invest opportunistically in early and expansion-stage companies that have a sustainable, competitive advantage,",,,,,,,,http://www.grosvenorfund.com,,(202) 861-5650,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",17,21,,6,7,7,,,,"18,442",-0.2,1,1.9,,77.53,-100%,,,,,,,,,,7,,,,,,,,,,
DARPA,https://www.crunchbase.com/organization/darpa,"Arlington, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"The Defense Advanced Research Projects Agency was created with a national sense of urgency in February 1958 amidst one of the most dramatic moments in the history of the Cold War and the already-accelerating pace of technology. In the months preceding the official authorization for the agency's creation, Department of Defense Directive Number 5105.15, the Soviet Union had launched an Intercontinental Ballistic Missile (ICBM), the world's first satellite, Sputnik 1, and the world's second satellite, two months after Sputnik 1, resulted in a spectacular fiery failure. Finally, at the end of January 1958, a stunned United States became the second nation to place an object in orbit when it successfully launched the Explorer 1 satellite. Out of this traumatic experience of technological surprise in the first moments of the Space Age, U.S. leadership created DARPA, initially with the shorter name Advanced Research Projects Agency (ARPA). In the nearly 60 years since it was established, DARPA has owned the critical mission of keeping the United States out front when it comes to cultivating breakthrough technologies for national security rather than in a position of catching up to strategically important innovations and achievements of others. With no research and development facilities of its own, DARPA has become known as a laboratory and incubator of innovation by providing thought leadership, community-building frameworks, technology challenges, research management, funding, and other cultural and infrastructural support elements that it takes to usher transformative ideas toward consequential new realities.","1,404",http://twitter.com/darpa,http://www.linkedin.com/company/darpa,http://www.facebook.com/DARPA,,Active,DARPA is a central research and development organization for the US Department of Defense.,1958-02-07,day,,,,,For Profit,http://www.darpa.mil,employment@darpa.mil,(703) 526-6630,,Venture Capital,,18,20,,11,4,4,,,,"2,282",-1.3,-1.1,-0.5,"282,132","295,947.82",5.12%,127,-3.79%,2.53,-8.33%,62.84%,5.04%,"195,005","4,695",2.47%,19,,,8,3,1,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,Scientific and technological services,,,
Three Tree Ventures,https://www.crunchbase.com/organization/three-tree-ventures,"Falls Church, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Shawn Carpenter is the Founder and Chairman of the Board at Three Tree Ventures, an early-stage technology startup investment fund that backs exceptional entrepreneurs that are applying technology to market segments with high caps that have had a historically incorrect, ineffective and/or insufficient level of technology application. Additionally, Three Tree Ventures prefers to invest in startups as early as possible, almost always only invests in product companies, and prefers to invest in organizations with one or more veteran founder(s). Shawn has also been an LP and Advisor to CrossCut Ventures (http://www.crosscut.vc/home) located in Los Angeles, CA, for over four years. Mr. Carpenter is a globally respected cyber security expert with a broad range of successful early-stage investments, including Compass, Privateer Holdings, Awake Security, GroupSense, White Ops, ThreatGRID (acquired by Cisco), RideScout (acquired by Daimler AG), InAuth (acquired by American Express) and Efflux Systems (acquired by NETSCOUT Systems). Mr. Carpenter is known for his acumen for advising early stage innovators. He has successfully helped raise capital, navigate rough waters, acquire key talent and customers, and help develop short and long-term strategies. He currently advises CrossCut Ventures, Trinity Cyber, TruSTAR Technology, Cybraics, AgentHero, GroupSense, uStadium and Netswitch Technology Management. He has held key positions at startups where he was an early employee — Principal Forensics Analyst at NetWitness, Chief Technical Analyst at iSIGHT, Chief Strategy Officer at Invotas, and Senior Vice President of Cyber at Cybraics. One of his passions is being the Technical Advisor for a non-profit 501(c)3 founded by his wife, Dr. Jennifer Jacobs, and a close friend, Jessica Stern — Connect Our Kids (http://www.connectourkids.org). The organization is applying modern technologies like artificial intelligence and data science to the US foster care system to improve outcomes. His experience and successful entrepreneurial background (e.g. NetWitness, iSIGHT Partners, Invotas) are coupled with deep technical skills honed while pioneering cyber security protocols for the federal government and working at NetWitness and iSIGHT Partners over the past two decades. Shawn is also a veteran of the US Navy, and qualified as a nuclear operator and chemist during his six years of service in the US Navy's Nuclear Propulsion Program (NNPS Class 9203). Shawn also worked as a senior cyber security analyst for almost six years as a Member of the Technical Staff (MTS) at Sandia National Laboratories. He discovered one of the first documented penetrations of US Government networks. After joining NetWitness as one of the first employees, he helped architect, implement and stand up the Justice Security Operations Center (JSOC) — at the time the largest deployment of NetWitness gear for a federal client. Mr. Carpenter also worked as a senior analyst at the US Department of State's Cyber Threat Analysis Team (CTAD) from 2004-2007; he was a key member of the 2005 CTAD team that was awarded the prestigious Frank B. Rowlett Trophy For Organizational Achievement by the National Security Agency. Shawn has been tinkering with computers since he bought his first computer, a TRS-80 Model I, in late 1978 at the age of 10. He has been curious about almost everything since he was born, and enjoys playing slide guitar, banjo and trumpet, metal detecting with his kids, climbing tall trees, building forts high in tall trees, lucid dreaming, experimenting with brain/machine interfaces, building robotic banshees, and hacking all of the things. Mr. Carpenter has a particular affection for blues and jazz, and is an investor in a John Coltrane biography — ""Chasing Trane"" (https://www.coltranefilm.com). His investments span everything from being the first money in at Rumi Spice (https://www.rumispice.com), a sustainable saffron growing enterprise founded by three West Point graduates that served in Herat, Afghanistan, that three years later is the largest private employer of Afghan women in the world, with over 2000 women employees. In May 2017, Mark Cuban became an investor in the saffron startup. In September of 2018, Rumi Spice's saffron became available nationwide in all Whole Food Markets. Shawn is a native of Sioux Falls, SD, and credits his Mother, South Dakota roots, and mentors and friends like Amit Yoran for his scrappiness and successes.",150,https://twitter.com/3TreeVentures,https://www.linkedin.com/company/9552323,https://www.facebook.com/threetreeventures/,,Active,Three Tree Ventures is an early stage VC firm that invests in startups that are applying technology to disrupt the market status quo.,2011-10-01,month,,,,,,http://www.threetreeventures.com,shawn@threetreeventures.com,,,Family Investment Office,"Early Stage Venture, Seed",19,20,,,4,4,,,,"3,008",-0.4,-0.3,6.2,162,143.98,,27,,4,,,,"22,296,696",,,13,,,,,,,,,,
MidCap Financial,https://www.crunchbase.com/organization/midcap-financial,"Bethesda, Maryland, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"MidCap Financial is a middle market-focused, specialty finance firm that provides senior debt solutions to companies across all industries. We provide a broad array of products intended to finance growth and manage working capital.  As of January 2015, MidCap Financial has over $3 billion of commitments under management. Since our founding in 2008, we have been working with management teams and sponsors to deliver thoughtful and cost effective debt solutions. Companies need a lender that understands their business and has the creativity and flexibility to provide financing solutions that are suited to their needs. At MidCap Financial, our years of experience, strong balance sheet, and flexibility make us the lender of choice for companies across all stages of growth and complexity.  MidCap Financial is managed by Apollo Capital Management, L.P., a subsidiary of Apollo Global Management, LLC, pursuant to an investment management agreement. Apollo Global Management is one of the world's largest asset managers with over $160B of assets under management (as of January 2015), providing market leading industry expertise, market reach, and financing synergies.",38,,,,,Active,"MidCap Financial is a middle market-focused, specialty finance firm that provides senior debt solutions to companies across all industries.",2008-01-01,year,,,,,,http://www.midcapfinancial.com,,301-760-7600,,Venture Debt,"Debt, Post-Ipo",20,20,,9,12,12,,,,"4,944",4.3,5.1,3.8,"2,833","4,348.46",34.93%,165,52.64%,5.41,53.09%,37.92%,10.78%,"4,439,025","-1,682,106",-27.48%,13,,,,,,,,1231086,USD,1231086
