Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
"GRA Venture Fund, LLC",https://www.crunchbase.com/organization/gra-venture-fund-llc,"Atlanta, Georgia, United States",,,"Greater Atlanta Area, East Coast, Southern US",,"The GRA Venture Fund, LLC is a private investment fund helping to finance promising companies emerging from Georgia's universities. The Fund makes seed, early-stage, and mid-stage investments in companies originating from GRA Ventures, the commercialization arm of the Georgia Research Alliance. Fund investors are the State of Georgia, private individuals, corporations and foundations.",,http://twitter.com/ga_res_alliance,http://www.linkedin.com/company/georgia-research-alliance,http://www.facebook.com/GeorgiaResearchAlliance,,Active,Private investment fund providing critical early-stage capital to companies participating in the GRA Ventures commercialization program.,2009-01-29,day,,,,,,http://www.graventurefund.com,aschroeder@gra.org,404-332-9770,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",12,19,,6,3,3,,,,"19,681",3.7,3.8,4.6,,,,,,,,,,,,,14,,,,,,,,,,
Gray Matters Capital,https://www.crunchbase.com/organization/gray-matters-capital,"Atlanta, Georgia, United States",,,"Greater Atlanta Area, East Coast, Southern US",,"The foundation prioritizes activities and opportunities according to market demand and social impact. With an overwhelming desire to increase the number  of children that have access to quality education, we aim to be both collaborative and catalytic in the education sector.   GMC also seeks to identify social enterprise opportunities for explorative research and development. We employ our established understanding of the dynamics of emerging market environments to co-create programs and deploy early stage equity investments focused on improving the lives of underserved populations. We work closely with our investees and external partners to research and support new concepts and business models that will create positive social impact for these target communities.",15,http://twitter.com/GrayGhostVT,,,,Active,"Gray Matters Capital, an impact investing enterprise, funds business models that benefit underserved populations in developing countries.",2006-01-01,year,,,,,,http://www.graymatterscap.com,,,,Venture Capital,Early Stage Venture,18,18,,15,2,2,,,,"6,538",-0.3,-0.3,-0.3,"1,896","2,192.5",10.75%,137,-3.9%,2.55,-4.19%,50.05%,1.57%,"10,206,551","2,431,792",31.28%,29,,,11,,,,,602980,USD,602980
Beanstalk Ventures,https://www.crunchbase.com/organization/beanstalk-ventures,"Hartsdale, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"Beanstalk is an early stage venture fund with deep ties into both the retail and technology worlds because they were entrepreneurs and retail executives before they were investors.  Because of that they are comfortable investing at the ""napkin"" stage and rolling up our “shirt sleeves” to help the portfolio’s founders.  They look to partner with the next generation of retail tech entrepreneurs and aim to help them successfully design and build the product, recruit teams, raise the right capital, close sales and build effective marketing programs.  They are exclusively focused on retail technology, are the first investor in each portfolio company and they much prefer to lead the round.",11,,,,,Active,"Beanstalk Ventures invests in early-stage retail technology companies and is a venture capital fund based in New York, United States.",2013-11-01,day,,,,,,http://www.beanstalk.vc,ken@beanstalk.vc,,,"Micro VC, Venture Capital",Seed,8,18,,1,1,1,,,,"7,479",-0.3,-0.6,-0.1,149,132.78,-33.08%,,,1,-17.79%,100%,21.64%,"29,318,915","4,853,221",19.84%,5,,,24,,,,,,,
Excelerate Health Ventures,https://www.crunchbase.com/organization/excelerate-health-ventures,"Raleigh, North Carolina, United States",,,"Research Triangle, East Coast, Southern US",,"Excelerate Health Ventures is a healthcare IT focused fund with an emphasis on investing in seed and early stage healthcare software and services start-ups with a SaaS B2B model.  The EHV management team is comprised of experienced healthcare entrepreneurs with operating expertise in growing start-ups.  EHV leverages the domain experience and contacts of their network of healthcare providers, payers, and strategic partners to validate, mentor, and grow their portfolio companies.  This focused approach accelerates the adoption and revenues of a portfolio company's products and associated services.  To learn more, please visit:  https://www.exceleratehealth.com/",5,,https://www.linkedin.com/company/excelerate-health-ventures,,,Active,A seed and early-stage VC firm focused on healthcare software and tech-enabled healthcare services startups,2014-01-01,year,,,,,,https://exceleratehealth.com,info@exceleratehealth.com,,,Micro VC,,11,18,,4,2,2,,,,"12,530",0,0.1,-0.7,344,425.95,-50.8%,65,-41.05%,3.23,65.32%,7.32%,-38.81%,"17,091,195","2,185,583",14.66%,22,,,,,,,,,,
Optical Capital Group,https://www.crunchbase.com/organization/optical-capital-group,"Columbia, Maryland, United States",,,"Greater Baltimore-Maryland Area, East Coast, Southern US",,,,,,,,Active,Optical Capital Group is the premier technology accelerator actively engaged in the development of optical networking equipment.,,,,,,,,http://www.opticalcapitalgroup.com/,,,,Venture Capital,,12,18,,3,5,5,,,,"36,037",1.6,0.5,-0.3,,,,,,,,,,,,,1,,,,,,,,,,
CEI Ventures,https://www.crunchbase.com/organization/cei-ventures,"Portland, Maine, United States",,,"East Coast, New England, Northeastern US",,"CEI Ventures is a private equity and venture capital investment arm of Coastal Enterprises specializing in seed/start up, early stage, mid venture investments, recapitalizations, and growth capital investments. It seeks to invest in companies that are emerging, growing, or undergoing transformation.  CEI Ventures primarily invests in companies in the underserved markets throughout the Northeastern United States specifically in New England. It prefers to make investments in Maine.  CEI Ventures typically invests between $250,000 and $1 million often through multiple financings. It prefers to exit its investment between five years and seven years.  CEI Ventures seeks to take a board seat in its portfolio companies. It began operation in 1994, with its headquarters at Brunswick in Maine.",13,https://twitter.com/CEIMaine,https://www.linkedin.com/company/coastal-enterprises/,https://www.facebook.com/CEIMaine/,,Active,"CEI Ventures specializes in seed/start up, early stage, mid venture investments, recapitalizations, and growth capital investments.",1994-01-01,year,,,,,,https://www.ceimaine.org/cei-ventures/,thao.duong@ceimaine.org,207-504-5900,,Venture Capital,"Late Stage Venture, Seed",16,17,,8,5,5,,,,"2,440",5.8,5.9,7,"2,575","6,994.82",-76.24%,110,-42.99%,1.88,-73.35%,55.61%,27.69%,"6,838,095","5,105,239",294.61%,10,,,8,,,,,247969,USD,247969
Mosley Ventures,https://www.crunchbase.com/organization/mosley-ventures,"Atlanta, Georgia, United States",,,"Greater Atlanta Area, East Coast, Southern US",,"Mosley Ventures is a venture capital fund investing in early stage technology startups in Atlanta and the Southeast. We primarily invest in the following sectors – security software, mobility and wireless, big data and healthcare IT. Sig Mosley is the Managing Partner of Mosley Ventures. Since 1990, Sig has been the most prolific southeast investor in 120 startups with 82 liquidity events. Sig is currently the record holder of the largest southeast venture deal with the $5.7 billion acquisition of Tradex by Ariba.",5,http://twitter.com/secretsig,,,,Active,Mosley Ventures is a venture capital fund investing in early stage technology start-ups.,2013-02-28,day,,,,,,http://mosleyventures.com,info@mosleyventures.com,,,Venture Capital,"Early Stage Venture, Seed",15,17,,7,3,3,,,,"2,603",-0.1,0,-0.3,"1,036",956.16,-26.54%,1,-95.63%,1.47,-17.02%,76.43%,42.65%,"13,477,515","3,757,542",38.66%,17,,,,,,,,,,
Assurant Growth Investing,https://www.crunchbase.com/organization/assurant-growth-investing,"Atlanta, Georgia, United States",,,"Greater Atlanta Area, East Coast, Southern US",,"Formalized in 2015, Assurant Growth Investing (“AGI”) is the corporate venture capital initiative of Assurant, a global leader in technology-enabled risk management solutions. AGI is focused on making equity investments in venture and growth stage technology companies that may be complementary or disruptive to Assurant’s core businesses.",1,,,,,Active,AGI is focused on making equity investments in venture and growth stage technology companies.,2015-01-01,year,,,,,,http://www.assurantgrowthinvesting.com/,agi@assurant.com,800-326-2845,,Corporate Venture Capital,"Early Stage Venture, Late Stage Venture",11,17,,2,1,1,,,,"8,946",-0.5,-1,2.5,,27.38,-100%,,,,,,,,,,3,,,,,,,,,,
Big Red Ventures,https://www.crunchbase.com/organization/br-ventures,"Ithaca, New York, United States",,,"East Coast, Northeastern US",,"BR Ventures (BRV) is Cornell's student-run venture capital fund, providing a vital connection between intellectual properties and needed financial resources by infusing venture capital and business expertise into promising Cornell and local startups. The Fund provides seed capital, typically ranging between $50,000 and $200,000, to selected businesses. Over its lifetime, BRV will invest up to $10,000,000 in business entities, most of which will be sourced through the extended Cornell community. BRV is funded by donations to the University and returns are used to create a growing pool of investment capital and build the endowment. The Fund has undertaken several initiatives to facilitate the commercialization of Cornell technology and to expand the scope of entrepreneurship throughout the extended Cornell community. These initiatives include the $25,000 Cornell Venture Challenge, partnering with Cornell's technology transfer office-CCTEC, participation in the Cornell Entrepreneurship and Venture Capital Club's annual symposium, working to build a strong relationship with Entrepreneurship@Cornell, and developing an extensive network among alumni. BRV has also developed informal relationships with a number of unaffiliated later stage venture capital firms and incubators.",1,http://twitter.com/brventurefund,,,,Active,Big Red Ventures is Cornell University's venture capital fund run by graduate business students at the Johnson School of Management,2000-01-01,year,,,,,,http://www.brventurefund.com,contact@brventurefund.com,,,Venture Capital,"Early Stage Venture, Seed",17,17,,,5,5,,,,"13,620",0.6,0.6,-0.6,550,"1,182.3",13.29%,55,-7.75%,1.73,32.91%,22.1%,-47.74%,"15,928,463","-1,608,690",-9.17%,28,,,,,,,,,,
Alerion Ventures,https://www.crunchbase.com/organization/alerion-ventures,"Charleston, South Carolina, United States",,,"East Coast, Southern US",,Alerion Ventures is an evergreen venture capital firm focused on early-stage investments in scalable startups.,8,https://twitter.com/AlerionVentures,https://www.linkedin.com/company/alerion-ventures?trk=nav_account_sub_nav_company_admin,,,Active,Alerion Ventures is an evergreen venture capital firm focused on early-stage investments in scalable startups.,2014-01-01,year,,,,,,http://www.alerion.ventures,,,,Venture Capital,Early Stage Venture,14,17,,1,3,3,,,,"14,772",1,1.9,-0.6,347,160.98,,307,,1.47,,52.81%,,"20,209,042",,,6,,,5,,,,,,,
Westbury Partners,https://www.crunchbase.com/organization/westbury-partners,"Hauppauge, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,,6,,,,,Active,Westbury Partners is a New York-based venture capital and private equity firm specialized in later-stage debt and equity financings.,1995-01-01,year,,,,,,http://www.westburypartners.com,,,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",15,17,,8,9,9,,,,"16,178",-0.1,-0.2,3.4,,,,,,,,,,,,,19,,,,,,,,,,
Maine Venture Fund,https://www.crunchbase.com/organization/small-enterprise-growth-fund-of-maine,"Newport, Maine, United States",,,"East Coast, New England, Northeastern US",,"The Maine Venture Fund is a professionally-managed venture capital fund that invests exclusively in Maine companies who demonstrate a potential for high growth and public benefit. The Fund has been actively investing in Maine companies since 1997, after its creation by an act of the Maine Legislature in 1995 to provide Maine companies and entrepreneurs access to patient sources of venture capital. The fund has received $13 million in capital contributions from the State of Maine and operates as a revolving “evergreen” fund.  The Maine Venture Fund specializes in small and medium Maine businesses and considers companies in nearly any industry that can demonstrate the potential for high growth and public benefit. The mission of the fund is to provide resources to attract, support, and help develop eligible small businesses with the potential for substantial growth and success that will contribute to the prosperity of Maine.",23,http://twitter.com/MEVentureFund,http://www.linkedin.com/company/maine-venture-fund,http://www.facebook.com/maineventurefund,,Active,Maine Venture Fund is a venture capital fund that invests and assists companies in Maine.,1995-01-01,year,,,,,,http://www.maineventurefund.com/,info@maineventurefund.com,(207)924-3800,,Venture Capital,Early Stage Venture,15,17,,5,1,1,,,,"18,373",-0.1,-0.2,-0.1,116,661.36,-81.43%,,,1,-79.93%,100%,78.71%,"30,610,596","19,430,509",173.8%,18,,,7,,,,,,,
Blue Rock Capital,https://www.crunchbase.com/organization/blue-rock-capital,"Wilmington, Delaware, United States",,,"Greater Philadelphia Area, East Coast, Southern US",,"Formed in 1995, Blue Rock Capital is a venture capital fund focused on investing in early stage private companies with high growth potential in the Mid-Atlantic region. With approximately $50 million of assets under management, Blue Rock is particularly interested in backing strong management teams in high growth markets. Investments are selected for their ability to create value for management and investors over a three to five year time horizon.",1,,,,,Active,"Blue Rock Capital is an American venture capital firm specialized in seed-, early-, and mid-stage investments.",1995-07-17,day,,,,,,http://www.bluerockcapital.com,,(302)426-0981,,Venture Capital,Early Stage Venture,9,17,,,5,5,,,,"29,421",-0.1,-0.2,-0.2,,,,,,,,,,,,,12,,,,,,,,,,
Haas Portman,https://www.crunchbase.com/organization/haas-portman,"Atlanta, Georgia, United States",,,"Greater Atlanta Area, East Coast, Southern US",,"Haas Portman leverages their strong internal assets and deep relationships, to invest and provide value to primarily, but not limited to, earlier stage companies. They believe that this greatly decreases their risk, while giving the unique investment team the highest probability to succeed. Haas Portman is happy to co-invest, participate in Special Purpose Vehicles, and write follow on checks.",8,,,,,Active,Haas Portman is a joint family office based out of Atlanta with an office in Los Angeles.,2013-09-01,day,,,,,,http://haasportman.com/,info@haasportman.com,,,Family Investment Office,"Early Stage Venture, Late Stage Venture",11,16,,4,3,3,,,,"6,504",-0.3,3.3,3.8,152,147.86,-66%,31,-40.05%,6,36.18%,,,"21,104,646","6,542,577",44.93%,3,,,,,,,,,,
Nautic Partners,https://www.crunchbase.com/organization/nautic-partners,"Providence, Rhode Island, United States",,,"East Coast, New England, Northeastern US",,"Nautic Partners is a middle-market private equity firm with over $2.5 billion of equity capital under management. Over three decades, they have completed more than 110 transactions, invested capital on behalf of their limited partners, and partnered with a wide array of talented management teams.",40,,,,,Active,Nautic Partners is a middle-market private equity firm with over $2.5 billion of equity capital under management.,1986-01-01,year,,,,,,http://www.nautic.com,jbeakey@nautic.com,(401) 278-5678,,Private Equity Firm,Private Equity,16,16,,6,6,6,,,,"10,542",0.6,0.6,-0.4,"2,693","4,421.42",-55.57%,57,202.94%,2.69,65.98%,38.94%,25.09%,"5,981,988","1,636,800",37.67%,34,,,9,,,,,29332707,USD,29332707
A-Level Capital,https://www.crunchbase.com/organization/a-level-capital,"Baltimore, Maryland, United States",,,"Greater Baltimore-Maryland Area, East Coast, Southern US",,"A-Level Capital, LLC is a student-led venture capital fund based in Baltimore, Maryland. Our firm invests in Johns Hopkins University student and young alumni founded companies. Please visit our website, alevelcapital.com to learn more and/or apply for start-up funding.",6,https://twitter.com/ALevelCapital,https://www.linkedin.com/company/a-level-capital,https://www.facebook.com/alevelcapital/,,Active,A-Level Capital provides seed funding for startups founded by JHU students and young alumni.,2015-01-01,year,,,,,,http://www.alevelcapital.com/,info@alevelcapital.com,,,Venture Capital,Seed,16,16,,,5,5,,,,"14,738",0.7,1.1,-0.1,"3,255","1,497.46",245.48%,33,23.24%,2.31,-14.88%,49.86%,-15.04%,"5,606,718","-4,975,956",-47.02%,17,,,,,,,,,,
Southern Capitol Ventures,https://www.crunchbase.com/organization/southern-capitol-ventures,"Raleigh, North Carolina, United States",,,"Research Triangle, East Coast, Southern US",,"Southern Capitol Ventures is a venture capital firm specializing in early-stage and mid stage companies. The firm also considers investing in later stage opportunities and spinouts partnering with larger venture capital funds. It considers investments in technology and life science businesses, which typically includes e-commerce, software, digital media, wireless, mobile, and healthcare information technology.",26,,,,,Active,Southern Capitol Ventures is an American venture capital firm funding technology companies in the Southeast and Mid-Atlantic regions.,2000-12-01,day,,,,,,http://www.southcap.com,info@southerncapitolventures.com,(919)858-7580,,Venture Capital,"Early Stage Venture, Late Stage Venture",11,16,,4,5,5,,,,"19,560",0,0.2,-0.1,,172,,,,,,,,,,,16,,,,,,,,,,
Permira,https://www.crunchbase.com/organization/permira,"Frankfort, Maine, United States",,,"East Coast, New England, Northeastern US",,"Permira is most experienced European private equity firms. Over the last decade the firm has built and continued to invest in its global network. Today the firm has 12 offices across Europe, the US and Asia.",183,http://twitter.com/PermiraNews,http://www.linkedin.com/company/21599,,,Active,Permira is a European private equity firm that provides long-term investments to businesses.,1985-01-01,year,,,,,,http://www.permira.com,media@permira.com,+212 687 8080,,Private Equity Firm,Private Equity,14,15,,12,6,6,,,,892,1.1,0.9,8.3,"28,030","19,016.87",24.91%,96,40.34%,3.31,-8.88%,33.83%,13%,"1,111,437","-95,040",-7.88%,35,,,,,,,,,,
The Social Entrepreneurs Fund (TSEF),https://www.crunchbase.com/organization/the-social-entrepreneurs-fund,"New City, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,,1,,https://www.linkedin.com/company/the-social-entrepreneurs'-fund,,,Active,TSEF invests in software and services designed to help low income communities and organizations that serve them,2011-01-01,year,,,,,,http://www.tsef.com/,,,,Venture Capital,,13,15,,,,,,,,"13,606",0.2,0,-0.1,366,543.2,-60.35%,6,-92.55%,1.93,4.17%,6.65%,-27.35%,"18,663,523","6,483,605",53.23%,14,,,,,,,,,,
DuPont Capital Management,https://www.crunchbase.com/organization/dupont-capital-management,"Wilmington, Delaware, United States",,,"Greater Philadelphia Area, East Coast, Southern US",,,5,,,,,Active,DuPont Capital Management offers investment management services to institutional investors and is a corporate venture capital firm.,1977-01-01,year,,,,,,http://www.dupontcapital.com,jeffrey.m.fasino@dupont.com,302.477.6000,,Corporate Venture Capital,,10,15,,2,3,3,,,,"17,876",0.1,1.1,2.7,"9,667","2,844.68","2,261.03%",43,155.38%,5.82,167.9%,36.08%,-5.23%,"2,746,151","-14,112,664",-83.71%,21,,,,,,,,,,
Harbor Light Capital Partners,https://www.crunchbase.com/organization/harbor-light-capital-partners,"Keene, New Hampshire, United States",,,"East Coast, New England, Northeastern US",,"Harbor Light Capital Partners focuses on investments in the $1-$5 million range. Unlike institutional investment funds, we are not limited to traditional holding periods of 3 to 5 years. Therefore, we make decisions based on what is best for the growth and success of the business. Our investment flexibility, combined with our values, family legacy and management expertise, make us an attractive option for family-owned and emerging growth businesses seeking a long-term, value-adding partner. Early Stage Criteria:       Technology or healthcare emphasis       Innovative / disruptive technology       Strong intellectual property position       Large and attractive market opportunity Growth Stage Criteria:       Product and / or geographic growth potential       Strong historical / projected revenue growth       Profitable, or will be within 12 months       Preference for recurring revenue streams       Companies with passionate, loyal customers       Lower middle market, $1M to $25M in revenues       Exceptional management teams with proven entrepreneurial leadership and vision       Harbor Light team can add significant value to the business Value Generation Model       Engage actively at the Board and operational level, and leverage Advisory Board         expertise in finance, operations, marketing and technology       Bring relationships and expertise for rapid growth; facilitate expansion through         business networks       Promote a long-term, relationship-based culture; develop and encourage business         models built on â€œcustomer intimacyâ€       Use financial leverage to improve risk/rewards profile; apply debt in prudent, strategic         circumstances",19,,,,,Active,"Harbor Light Capital Partners focuses on investments in the $1-$5 million range. Unlike institutional investment funds, we are not limited",1911-01-01,year,,,,,,http://hlcp.com,info@hlcp.com,,,Venture Capital,Early Stage Venture,10,15,,4,1,1,,,,"27,327",0,-0.4,-0.1,86,62.93,,81,,2,,,,"30,363,372",,,12,,,7,,,,,,,
Gray Ventures,https://www.crunchbase.com/organization/gray-ventures,"Atlanta, Georgia, United States",,,"Greater Atlanta Area, East Coast, Southern US",,"Gray Ventures, is no longer investing. It is a venture capital firm specializing in early stage companies. The firm seeks to invest in companies that have completed seed round and seeking second stage funding, typically in a Series A round. It primarily invests in information technology companies. The firm typically invests in companies based in Atlanta, Georgia and Research Triangle Park, North Carolina. It seeks to invest between $0.5 million to $3 million. The firm prefers to retain a minority interest, a board seat, and observer rights. It prefers to be a lead investor and co-invest with other professional investor.",,,,,,Active,Gray Ventures invests in early-stage companies and is a Georgia-based venture capital firm.,1991-01-01,year,,,,,,,,,,Venture Capital,Late Stage Venture,8,15,,1,3,3,,,,"33,049",-0.3,-0.3,-0.7,,,,,,,,,,,,,,,,,,,,,,,
Walker Ventures,https://www.crunchbase.com/organization/walker-ventures,"Glenwood, Maryland, United States",,,"Greater Baltimore-Maryland Area, East Coast, Southern US",,Walker Ventures is an early-stage venture firm founded and managed by Steve Walker.,,,,,,Active,Walker Ventures is an early-stage venture firm founded and managed by Steve Walker.,,,,,,,,http://www.stevewalker.com,plans@walkerventures.com,,,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture",8,15,,1,3,3,,,,"42,069",-0.2,-0.4,-0.3,,,,,,,,,,,,,2,,,,,,,,,,
Tech Square Ventures,https://www.crunchbase.com/organization/tech-square-ventures,"Atlanta, Georgia, United States",,,"Greater Atlanta Area, East Coast, Southern US",,"Tech Square Ventures is a seed and early stage venture fund based in Technology Square in Atlanta.  We invest in innovative technology startups in the Southeast that have the potential to transform their markets.We partner with entrepreneurs building startups in sectors that leverage the strengths of the Southeast and area research universities.  Our primary areas of interest are cloud, internet of things, and university spinouts.",11,https://twitter.com/BlakePatton,https://www.linkedin.com/in/blakepatton,https://www.facebook.com/techsquareventures,,Active,"Tech Square Ventures is a seed & early-stage venture fund that investing in cloud, internet of things, and university spinouts",2014-01-01,year,,,,,,http://www.techsquareventures.com/,blake@techsquareventures.com,404.206.2653,,"Micro VC, Venture Capital","Early Stage Venture, Seed",9,14,,6,1,1,,,,"11,365",1.2,1.3,0.5,"1,597","1,004.83",-2.91%,193,459.13%,1.32,9.03%,68.28%,-21.31%,"9,968,178","-45,145",-0.45%,23,,,12,,,,,,,
Innovation Ventures,https://www.crunchbase.com/organization/innovation-ventures,"Wilmington, Delaware, United States",,,"Greater Philadelphia Area, East Coast, Southern US",,,6,,,,,Active,Innovation Ventures is an American venture capital fund specialized in growth- and early-stage investments.,,,,,,,,http://www.innovationventures.com,info@innovationcapital.com,(302) 777-1616,,Venture Capital,"Early Stage Venture, Late Stage Venture",10,14,,5,2,2,,,,"13,071",0,0.9,0,,,,,,,,,,,,,2,,,,,,,,,,
Red Abbey Venture Partners,https://www.crunchbase.com/organization/red-abbey-venture-partners,"Baltimore, Maryland, United States",,,"Greater Baltimore-Maryland Area, East Coast, Southern US",,"Red Abbey Venture Partners is a life sciences investment firm that was founded in 2004. Since that time, it has invested in 15 privately held and 9 publicly traded life sciences companies. Mission is to generate superior, risk-adjusted returns by investing in young companies that are developing the next generation of drugs and devices, as well as companies that are supporting these efforts with novel tools and products. Specifically, seeking to invest across the life sciences spectrum, which includes biotechnology, specialty pharmaceutical, medical device, diagnostics and research tools companies.",6,,,,,Active,"Red Abbey Venture Partners is a life sciences investment firm that was founded in 2004. Since that time, it has invested in 15 privately",2004-01-01,year,,,,,,http://www.redabbey.com/ravp.htm,info@redabbey.com,410-494-4230,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",10,14,,,5,5,,,,"17,004",-0.4,3.6,2.7,20,125.79,-93.66%,,,1,-48.15%,100%,46.42%,"35,051,642","15,643,846",80.61%,11,,,,,,,,53161,USD,53161
The eCoast Angel Network,https://www.crunchbase.com/organization/the-ecoast-angel-network,"Portsmouth, New Hampshire, United States",,,"Greater Boston Area, East Coast, New England",,"The eCoast Angel Network is a venture capital firm specializing in investments in early stage companies. It seeks to invest in technology, communications, e-commerce, healthcare, and industrial products and services companies.  The eCoast Angel Network primarily makes investments in the New Hampshire coastal region. It typically invests between $0.25 million and $2 million at pre money valuations of less than $5 million with little or no need for additional private equity financing.  The eCoast Angel Network prefers to be the first professional investor into a deal. The firm seeks to exit its investment within five years. It began operation on July 1, 2000, with its headquartersin Portsmouth in New Hampshire.",3,,,,,Active,The eCoast Angel Network is a venture capital firm that specializes in investments in early stage companies.,2000-07-01,day,,,,,,http://www.ecoastangels.com/,ecoastangels@comcast.net,,,Angel Group,"Early Stage Venture, Seed",12,14,,1,2,2,,,,"17,103",1.6,2.3,-0.7,274,99.77,-15.38%,185,116.55%,2.67,-55.6%,,,"19,681,188","4,817,747",32.41%,8,,,,,,,,,,
Charlotte Angel Fund,https://www.crunchbase.com/organization/charlotte-angel-fund,"Charlotte, North Carolina, United States",,,"East Coast, Southern US",,"Charlotte Angel Fund is a member-driven angel investment fund designed to make investments in early stage high growth companies. The fund is a part of the Inception Micro Angel Fund (IMAF) family of funds. Members of the fund are individuals who are accredited investors with an interest in making investments in early stage companies. The fund consists of a buy-in portion in which members share pro-rata based upon their initial capital contribution, and an add-on portion through which members can direct additional investment towards portfolio companies of particular interest to the individual member.",,http://twitter.com/CLTAngelFund,,,,Active,Charlotte Angel Fund is a member-driven angel investment fund designed to make investments in early stage high growth companies.,2013-12-13,day,,,,,,http://cltangelfund.com,gbrown@cltangelfund.com,(980)300-754,,Angel Group,,13,14,,3,2,2,,,,"17,473",0.1,0.4,0.5,"2,091","1,328.18",,4,,1.22,,29.07%,,"9,878,933",,,12,,,,,,,,,,
ACRE,https://www.crunchbase.com/organization/acre-3,"Brooklyn, New York, United States",,,"Greater New York Area, East Coast, Northeastern US",,"ACRE is a cleantech, smart grid and sustainable, smart cities incubator that supports early stage business ventures with innovative technologies and new business models for a greener, smarter and more connected world. Their members benefit from our extensive community of cleantech industry stakeholders as well as exclusive access to professional services. The incubator grows our member startups from prototypes and pilots phases to fully commercialized entities.",1,https://twitter.com/nycacre,,https://www.facebook.com/urbanfuturelab/,,Active,"ACRE is a cleantech, smart grid and sustainable, smart cities incubator.",2009-01-01,year,,,,,,http://ufl.nyc/acre,info@ufl.nyc,(646)997-3083,,"Government Office, Incubator","Early Stage Venture, Late Stage Venture",14,14,,,2,2,,,,"29,853",-0.1,-0.3,-0.1,,,,,,,,,,,,,,,,,,,,,,,
yet2Ventures,https://www.crunchbase.com/organization/yet2ventures,"Wilmington, Delaware, United States",,,"Greater Philadelphia Area, East Coast, Southern US",,"Founded in 2010, yet2Ventures is a venture capital firm affiliated with yet2.com, the world’s largest open-innovation marketplace. The firm purchases direct venture capital investments from corporate venture groups, financial sponsors, and individual investors seeking liquidity. The firm also does a limited number of primary investments each year. yet2Ventures has offices in Boston, Wilmington, Tokyo, Liverpool, and New York",3,http://twitter.com/yet2ventures,,,,Active,"yet2Ventures is a secondary direct investor, that also does a limited number of primary investments each year",2010-01-01,year,,,,,,http://www.yet2ventures.com,hello@yet2ventures.com,(302) 351-6255,,Corporate Venture Capital,"Early Stage Venture, Late Stage Venture",9,14,,3,3,3,,,,"32,287",0.3,-0.1,-0.3,,26.94,,,,,,,,,,,13,,,,,,,,,,
Duke University,https://www.crunchbase.com/organization/duke-university,"Durham, North Carolina, United States",,,"Research Triangle, East Coast, Southern US",,"Duke’s Office of News and Communications and Duke Web Services (formerly Blackwell Interactive) took the lead in developing the current version, in close collaboration with other campus groups. Viget Labs, a local design firm, assisted with part of the project. The web team has developed a set of free tools to help other members of the Duke community create or modify their sites to reflect the ""look and feel"" of the university’s home page. These tools include messaging and style guidelines, color palettes, typefaces, Web templates and information about using the “Duke brand bar.” For more information, please consult the online style guide or contact Duke Web Services.","1,885",http://twitter.com/DukeU,http://www.linkedin.com/company/3356,http://www.facebook.com/DukeUniv,,Active,Duke University is a private research university providing undergraduate and postgraduate education in medicine and other disciplines.,1838-01-01,year,,,,,,http://www.duke.edu,hr@duke.edu,855.855.6484,,University Program,,10,13,,1,2,2,,,,194,-1.6,-5,-1.4,"6,091,262","6,630,141.19",4.13%,213,-0.02%,4.17,-7.85%,52.68%,0.52%,"10,160",513,5.32%,14,8,"2,549",145,,,,,350191395,USD,350191395
