Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Three Tree Ventures,https://www.crunchbase.com/organization/three-tree-ventures,"Falls Church, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Shawn Carpenter is the Founder and Chairman of the Board at Three Tree Ventures, an early-stage technology startup investment fund that backs exceptional entrepreneurs that are applying technology to market segments with high caps that have had a historically incorrect, ineffective and/or insufficient level of technology application. Additionally, Three Tree Ventures prefers to invest in startups as early as possible, almost always only invests in product companies, and prefers to invest in organizations with one or more veteran founder(s). Shawn has also been an LP and Advisor to CrossCut Ventures (http://www.crosscut.vc/home) located in Los Angeles, CA, for over four years. Mr. Carpenter is a globally respected cyber security expert with a broad range of successful early-stage investments, including Compass, Privateer Holdings, Awake Security, GroupSense, White Ops, ThreatGRID (acquired by Cisco), RideScout (acquired by Daimler AG), InAuth (acquired by American Express) and Efflux Systems (acquired by NETSCOUT Systems). Mr. Carpenter is known for his acumen for advising early stage innovators. He has successfully helped raise capital, navigate rough waters, acquire key talent and customers, and help develop short and long-term strategies. He currently advises CrossCut Ventures, Trinity Cyber, TruSTAR Technology, Cybraics, AgentHero, GroupSense, uStadium and Netswitch Technology Management. He has held key positions at startups where he was an early employee — Principal Forensics Analyst at NetWitness, Chief Technical Analyst at iSIGHT, Chief Strategy Officer at Invotas, and Senior Vice President of Cyber at Cybraics. One of his passions is being the Technical Advisor for a non-profit 501(c)3 founded by his wife, Dr. Jennifer Jacobs, and a close friend, Jessica Stern — Connect Our Kids (http://www.connectourkids.org). The organization is applying modern technologies like artificial intelligence and data science to the US foster care system to improve outcomes. His experience and successful entrepreneurial background (e.g. NetWitness, iSIGHT Partners, Invotas) are coupled with deep technical skills honed while pioneering cyber security protocols for the federal government and working at NetWitness and iSIGHT Partners over the past two decades. Shawn is also a veteran of the US Navy, and qualified as a nuclear operator and chemist during his six years of service in the US Navy's Nuclear Propulsion Program (NNPS Class 9203). Shawn also worked as a senior cyber security analyst for almost six years as a Member of the Technical Staff (MTS) at Sandia National Laboratories. He discovered one of the first documented penetrations of US Government networks. After joining NetWitness as one of the first employees, he helped architect, implement and stand up the Justice Security Operations Center (JSOC) — at the time the largest deployment of NetWitness gear for a federal client. Mr. Carpenter also worked as a senior analyst at the US Department of State's Cyber Threat Analysis Team (CTAD) from 2004-2007; he was a key member of the 2005 CTAD team that was awarded the prestigious Frank B. Rowlett Trophy For Organizational Achievement by the National Security Agency. Shawn has been tinkering with computers since he bought his first computer, a TRS-80 Model I, in late 1978 at the age of 10. He has been curious about almost everything since he was born, and enjoys playing slide guitar, banjo and trumpet, metal detecting with his kids, climbing tall trees, building forts high in tall trees, lucid dreaming, experimenting with brain/machine interfaces, building robotic banshees, and hacking all of the things. Mr. Carpenter has a particular affection for blues and jazz, and is an investor in a John Coltrane biography — ""Chasing Trane"" (https://www.coltranefilm.com). His investments span everything from being the first money in at Rumi Spice (https://www.rumispice.com), a sustainable saffron growing enterprise founded by three West Point graduates that served in Herat, Afghanistan, that three years later is the largest private employer of Afghan women in the world, with over 2000 women employees. In May 2017, Mark Cuban became an investor in the saffron startup. In September of 2018, Rumi Spice's saffron became available nationwide in all Whole Food Markets. Shawn is a native of Sioux Falls, SD, and credits his Mother, South Dakota roots, and mentors and friends like Amit Yoran for his scrappiness and successes.",150,https://twitter.com/3TreeVentures,https://www.linkedin.com/company/9552323,https://www.facebook.com/threetreeventures/,,Active,Three Tree Ventures is an early stage VC firm that invests in startups that are applying technology to disrupt the market status quo.,2011-10-01,month,,,,,,http://www.threetreeventures.com,shawn@threetreeventures.com,,,Family Investment Office,"Early Stage Venture, Seed",19,20,,,4,4,,,,"3,008",-0.4,-0.3,6.2,162,143.98,,27,,4,,,,"22,296,696",,,13,,,,,,,,,,
Select Venture Partners,https://www.crunchbase.com/organization/select-venture-partners,"Fredericksburg, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Who We Are We are an early stage, post-seed/pre-Series A investment management firm, with an experienced team, all of whom have extensive cross-industry and cross-functional operating experience in software startups. We invest two crucial elements into early stage software companies – money and experience – to launch early stage companies to the next level. Many great early stage companies, which have raised initial seed capital to build v1 products and are now looking for a “pre-Series A” round, face a trade off between money and expertise. Individual Angel investors typically cannot identify, evaluate or help  early-stage companies move forward, and traditional VC’s invest at much later stages in a company’s development. The Select team bridges the funding and expertise gap, with combined personal experience of more than 100 years of operating experience and over one billion dollars of successful exits.  We are committed to using our personal resources, time, and network to help early stage companies succeed.",13,https://twitter.com/SelectVPartners,https://www.linkedin.com/company/9400654?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A9400654%2Cidx%3A1-1-1%2CtarId%3A1444065811625%2Ctas%3Aselect%20venture%20p,,,Active,"Early stage, post-seed/pre-Series A investment management firm, with cross-functional operating experience in software startups",2014-07-09,day,,,,,,http://www.selectventurepartners.com/,info@selectvp.com,,,Venture Capital,Early Stage Venture,12,20,,1,2,2,,,,"17,201",-0.2,0,1.6,353,235.34,304.76%,3,,1.48,48.07%,51.93%,-48.07%,"20,027,741","-11,650,125",-36.78%,3,,,,,,,,,,
PSINet Ventures,https://www.crunchbase.com/organization/psinet-ventures,"Herndon, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,,4,https://www.twitter.com/cogentco,,https://www.facebook.com/cogentco,,Closed,PSINet Ventures is a U.S.-based company that aims to finance early-stage and mid-stage companies enhancing PSINet’s core business.,2000-01-01,year,2002-04-02,day,,none,,http://www.psinet.com,,19495406186,,Venture Capital,,19,19,,7,7,7,,,,"29,959",0.6,3.5,3.7,,,,,,,,,,,,,2,,,,,,,,,,
Blue Heron Capital,https://www.crunchbase.com/organization/blue-heron-capital,"Richmond, Virginia, United States",,,"East Coast, Southern US",,"Blue Heron Capital invests in small-cap growth equity companies in healthcare and tech-enabled business services. The company believes in acting as committed partners to build value for companies and returns for their investors. Their firm brings strategic capital, industry expertise and a powerful network to support companies. Blue Heron Capital is an operationally focused investment firm based in Richmond, Virginia. The company firmly believes that people make the difference in building great companies. Therefore, Blue Heron Capital only invests in companies where they have deep, relevant experience and can play an active role in the oversight of the business.",18,,https://www.linkedin.com/company/blue-heron-capital/,,,Active,Blue Heron Capital invests in small-cap growth equity companies in healthcare and tech-enabled business services.,2006-01-01,year,,,,,,http://www.blueheroncap.com,info@blueheroncap.com,,,Angel Group,"Early Stage Venture, Late Stage Venture",15,18,,6,1,1,,,,"7,506",-0.6,-0.5,-0.1,"1,003",577.67,-4.13%,23,-65.38%,1.91,-31.1%,36.76%,19.59%,"11,534,870","1,588,133",15.97%,14,,,,,,,,57627,USD,57627
NSF Small Business Innovation Research / Small Business Technology Transfer (SBIR/STTR),https://www.crunchbase.com/organization/nsf-small-business-innovation-research-small-business-technology-transfer-sbir-sttr,"Arlington, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"The NSF Small Business Innovation Research (SBIR)/Small Business Technology Transfer (STTR) program encourages the submission of innovative proposals that show promise of commercial and societal impact in almost all areas of technology (except drug development). Proposals should be driven by market and societal needs and opportunities, and should identify both the end users of the proposed technology and the proposed pathway to commercialization. The NSF Small Business Innovation Research / Small Business Technology Transfer (SBIR/STTR) program seeks to transform scientific discovery into societal and economic benefit by catalyzing private sector commercialization of technological innovations. The program increases the incentive and opportunity for startups and small businesses to undertake cutting-edge, high-quality scientific research and development. They provide grants in phases: a proof-of-concept / feasibility grant (6-12 months, $225k) can potentially be followed by a longer development grant (2 years, $750k).",,https://www.twitter.com/nsf,https://www.linkedin.com/company/national-science-foundation,https://www.facebook.com/us.nsf,,Active,Encourages the submission of innovative proposals that show promise of commercial and societal impact in almost all areas of technology.,,,,,,,,https://www.nsf.gov/eng/iip/sbir/home.jsp,info@nsf.gov,(800) 281-8749,,Government Office,"Grant, Seed",13,18,,10,,,,2017-06-01,,"34,935",0.2,2.4,-1.3,,,,,,,,,,,,,10,,,,,,,,,,
NRV,https://www.crunchbase.com/organization/new-richmond-ventures,"Richmond, Virginia, United States",,,"East Coast, Southern US",,Thesis:  NRV embraces high growth companies led by exceptional teams.  We invest in big ideas that capitalize on the emerging trends that are changing the world.  Where we invest: We invest regionally so that our investment companies can benefit from our counsel and connections.  Stage of Investment: We invest in Early Stage Growth companies that are post proof-of-concept with demonstrated market traction.,7,https://twitter.com/NRVVC,https://www.linkedin.com/company/new-richmond-ventures,,,Active,NRV embraces high growth companies led by exceptional teams that are post proof-of-concept with demonstrated market traction.,2011-01-01,year,,,,,,http://www.nrv.vc/,contact@nrv.vc,804.887.2355,,Venture Capital,Early Stage Venture,12,16,,7,2,2,,,,"7,757",-0.1,4,4.4,304,853.84,-70.56%,661,979.14%,6.33,160.57%,33.33%,-22.31%,"18,155,991","7,771,024",74.83%,13,,,7,,,,,,,
ECentury Capital Partners,https://www.crunchbase.com/organization/ecentury-capital-partners,"Mclean, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"ECentury Capital is a $90 million balanced-stage venture capital fund that makes investments throughout the eastern United States in distinctive technology companies that solve real business problems. We give our portfolio companies the power to accelerate their businesses into global markets by leveraging our active, institutional partners Hitachi, Mitsubishi, Allied Capital and Rothschild. ECentury Capital is well positioned to make important contributions to the growth of our portfolio companies. Their partners have substantial operating experience in technology companies. Their institutional limited partners are poised to explore licensing, distribution, co-investment and other growth opportunities with our companies, giving them unique in-roads into building their business globally. A core value of ECentury Capital is a profound respect for entrepreneurs. We believe that the economy is driven forward principally through the brilliant ideas of entrepreneurs, their willingness to assume personal risk and their unrelenting hard work. At ECentury Capital, we build on this commitment.",1,,,,,Active,ECentury Capital is a $90 million balanced-stage venture capital fund that makes investments throughout the eastern United States in,,,,,,,,http://www.ecenturycapital.com,info@ecenturycapital.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",7,16,,3,3,3,,,,"26,899",-0.4,-0.4,4.1,89,14.88,,54,,3,,,,"28,897,140",,,14,,,,,,,,,,
Third Security,https://www.crunchbase.com/organization/third-security,"Radford, Virginia, United States",,,"East Coast, Southern US",,,8,,,,,Active,Third Security is a venture capital firm characterized by an expanding global perspective and a distinctively patient approach.,1999-01-01,year,,,,,,http://www.thirdsecurity.com,,(415) 344-0677,,Venture Capital,"Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity",9,14,,6,6,6,,,,"16,536",-0.1,0.2,2.1,503,959.04,,0,,1.04,,96.22%,,"18,612,805",,,14,,,,,,,,12153,USD,12153
Tall Oaks Capital Partners,https://www.crunchbase.com/organization/tall-oaks-capital-partners,"Charlottesville, Virginia, United States",,,"East Coast, Southern US",,,1,https://www.twitter.com/atricure,https://www.linkedin.com/company/atricure-inc-,https://www.facebook.com/atricure,,Active,Tall Oaks Capital Partners is a venture capital firm specializing in seed and early stage investments in fast-growing technology companies.,2000-11-01,day,,,,,,http://www.talloakscapital.com,info@talloakscapital.com,(434) 951-0440,,Venture Capital,"Early Stage Venture, Late Stage Venture",9,13,,,7,7,,,,"28,752",-0.2,-0.1,2.5,,98.34,-100%,,,,,,,,,,12,,,,,,,,38356,USD,38356
NextGen Capital,https://www.crunchbase.com/organization/nextgen-capital,"Reston, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"NextGen Capital puts the know-how and capital of 125+ successful technology and financial executives together with promising early stage companies. Our active investors are a ""veritable Who’s Who of technology in Washington"" according to Washington Technology. The fund leverages its investors as advisors to the portfolio companies.   Investor/advisors lend their collective acumen in technology, finance, and management to ferret out promising early stage companies, assist with due diligence, and mentor portfolio companies. Founded in 1997, NextGen Capital  works with the next generation of communications, information technology and Internet technology firms in the mid-Atlantic area. These firms, like those in Silicon Valley and Boston’s 128 corridor, are often founded by scientists, engineers, and entrepreneurs attracted to the region by the strong economy, educated work force, and technology culture. The fund invests primarily  in early-stage companies, enterprises that produce revenues from products and services whose success will be enhanced by additional capital.",1,,,,,Active,NextGen Capital puts capital of 125+ successful technology and financial executives together with promising early stage companies.,1997-01-01,year,,,,,,http://www.nextgencapital.com/,,,,Venture Capital,,9,12,,7,2,2,,,,"25,119",0.9,1,1.9,,,,,,,,,,,,,7,,,,,,,,,,
Telcom Ventures,https://www.crunchbase.com/organization/telcom-ventures,"Alexandria, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Telcom Ventures LLC is a principal investment firm specializing in venture capital and private equity investments. The firm seeks to invest in telecommunications, wireless communication and network, technology, Internet and design and engineering. The firm seeks to invest in both U.S. and outside U.S. Telcom Ventures LLC was founded by Dr. Rajendra Singh and is based in Alexandria, Virginia.",5,,,,,Active,Telcom Ventures LLC is a principal investment firm specializing in venture capital and private equity investments.,,,,,,,,,,,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",10,11,,6,,,,,,"26,554",-0.2,-0.1,-0.4,,,,,,,,,,,,,,,,,,,,,,,
Motley Fool Ventures,https://www.crunchbase.com/organization/motley-fool-ventures,"Alexandria, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,,3,,,,,Closed,"Motley Fool Ventures is a $150M early stage, tech-focused, venture capital fund based in Alexandria, VA.",2018-06-01,month,,,2019-03-01,month,,https://foolventures.com/,,,,Venture Capital,Early Stage Venture,10,10,,5,,,,,,"2,464",-0.8,7.1,6.5,992,"2,315.04",-51.92%,36,-74.24%,2.22,-44.98%,57.36%,18.37%,"11,151,118","5,231,222",88.37%,24,,,,,,,,,,
Powerhouse Ventures,https://www.crunchbase.com/organization/powerhouse-ventures-2,"Arlington, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Powerhouse Ventures is an American venture capital firm that identifies, fosters, funds, brings to market, and expands the market base of products, services, and business ideas. It funds startups in the technology space in India, specifically mobile-internet innovations. It also co-invests with marquee Acceleration and Incubation Networks. Powerhouse Ventures was founded in 2011.",2,https://twitter.com/powerhouseven,https://www.linkedin.com/company/3589045,https://www.facebook.com/powerhouseven,,Active,Powerhouse Ventures is a venture firm based in Virginia and India.,2011-01-01,year,,,,,,http://powerhouseventures.com/,connect@powerhouseventures.com,,,Venture Capital,Venture,8,10,,1,2,2,,,,"13,422",0.6,-0.3,-0.7,"1,021",446.34,55.62%,21,28.22%,1.91,-16.17%,9.45%,-26.9%,"13,461,556","112,588",0.84%,11,,,,,,,,,,
Amplifier Venture Partners,https://www.crunchbase.com/organization/amplifier-venture-partners,"Mclean, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Amplifier Ventures an Early Stage Seed Fund in McLean, Virginia",4,http://twitter.com/jaberman,,http://www.facebook.com/pages/Amplifier-Network/134532116578204,,Active,"Amplifier Venture Partners is a seed- and early-stage venture capital fund focused on technology companies based in Washington, D.C.",2005-09-30,day,,,,,,http://www.amplifierventures.com,info@amplifierventures.com,,,Venture Capital,"Early Stage Venture, Seed",7,10,,3,2,2,,,,"16,619",-0.2,-0.1,2.7,,164.89,-100%,,,,,,,,,,3,,,,,,,,,,
NeuroVentures,https://www.crunchbase.com/organization/neuroventures,"Charlottesville, Virginia, United States",,,"East Coast, Southern US",,"NeuroVentures is a specialty venture capital firm dedicated to investing in companies focused on the discovery, development and marketing of new drugs, medical devices and other therapeutics and technologies to treat Central Nervous System disorders.  Founded in 2000, NeuroVentures is led by a team of experienced venture capital and life science professionals and advised by an internationally recognized network of medical and scientific thought leaders. NeuroVentures serves as the General Partner to the NeuroVentures Fund, LP, a Delaware limited partnership with committed capital in excess of $15 million.",6,,,,,Active,"NeuroVentures is a specialty venture capital firm dedicated to investing in companies focused on the discovery, development and marketing",2000-01-01,year,,,,,,http://www.neuroventures.com,info@neuroventures.com,(434) 297-1000,,Venture Capital,Early Stage Venture,7,10,,,1,1,,,,"34,017",-0.2,-0.3,0.3,,91.83,-100%,,,,,,,,,,7,,,,,,,,,,
United States Navy,https://www.crunchbase.com/organization/us-navy,"Arlington, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"The U.S. Navy was founded on 13 October 1775, and the Department of the Navy was established on 30 April 1798. The Department of the Navy has three principal components: The Navy Department, consisting of executive offices mostly in Washington, D.C.; the operating forces, including the Marine Corps, the reserve components, and, in time of war, the U.S. Coast Guard (in peace, a component of the Department of Homeland Security); and the shore establishment.  We are professional Sailors and Civilians - a diverse and agile force exemplifying the highest standards of service to our Nation, at home and abroad, at sea and ashore. Integrity is the foundation of our conduct; respect for others is fundamental to our character; decisive leadership is crucial to our success. We are a team, disciplined and well-prepared, committed to mission accomplishment. We do not waver in our dedication and accountability to our shipmates and families. We are patriots, forged by the Navy's core values of Honor, Courage and Commitment. In times of war and peace, our actions reflect our proud heritage and tradition. We defend our Nation and prevail in the face of adversity with strength, determination, and dignity. We are the United States Navy.","1,489",https://twitter.com/usnavy,https://www.linkedin.com/company/naval-research-laboratory,https://www.facebook.com/USNavy/timeline?ref=page_internal,,Active,"We are the United States Navy, our Nation's sea power - ready guardians of peace, victorious in war.",1775-10-13,day,,,,,For Profit,http://www.navy.mil/,nrlpao@nrl.navy.mil, +1 202-767-2541,,Venture Capital,,8,9,,3,4,4,,,,"2,386",-0.8,-1,-1.2,"5,692,304","4,653,148.96",9.12%,190,-9.78%,3.77,-2.32%,44.78%,-4.59%,"11,151",-613,-5.21%,12,3,,95,,,,,,,
FBR & Co,https://www.crunchbase.com/organization/fbr-co,"Arlington, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"FBR & Co is a full-service investment banking, institutional sales, trading and research and asset management firm with a customer-focused and innovative approach to meeting their clients' needs. In addition, they make principal investments, including merchant banking investments, with their own capital.",437,,http://www.linkedin.com/company/fbr,,,Active,"FBR full-service investment banking, institutional sales, trading and research and asset management firm.",1989-01-01,year,1997-06-15,day,,,For Profit,http://www.fbr.com/,fbrir@fbr.com,(703) 312-9500,,Private Equity Firm,,8,9,,1,5,5,,,,"16,039",0,0.6,-0.1,"3,915","3,009.93",5.99%,155,7.29%,3.32,9.91%,41.68%,23.3%,"4,713,747","-80,170",-1.67%,15,,,8,,,,,,,
MCG Capital,https://www.crunchbase.com/organization/mcg-capital,"Arlington, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"MCG provides capital to support the growth and value creation strategies of small- to mid-sized companies. As a publicly traded Business Development Company (NASDAQ ticker: MCGC), we offer highly customized financial solutions based on in-depth understanding of our portfolio companies' business requirements. Since 1990, MCG has delivered value for financial sponsors and operators in approximately 568 diversified financings representing cumulative investments of approximately $5.8 billion.",18,https://www.twitter.com/site5,,https://www.facebook.com/site5,,Active,MCG Capital provides capital to support the growth and value creation strategies of small- to mid-sized companies.,1990-01-01,year,2001-12-07,day,,,,http://www.mcgcapital.com,investorrelations@mcgcapital.com,,,Venture Capital,"Debt, Early Stage Venture, Private Equity",7,9,,2,2,2,,,,"16,499",-0.2,0.5,-0.1,,51.01,,,,,,,,,,,8,,,5,,,,,,,
GoArmy,https://www.crunchbase.com/organization/us-army,"Alexandria, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"The Army's mission is to fight and win our Nation's wars by providing prompt, sustained land dominance across the full range of military operations and spectrum of conflict in support of combatant commanders. We do this by:  Executing Title 10 and Title 32 United States Code directives, to include organizing, equipping, and training forces for the conduct of prompt and sustained combat operations on land.  Accomplishing missions assigned by the President, Secretary of Defense and combatant commanders, and Transforming for the future","1,070",http://twitter.com/goarmy,http://www.linkedin.com/,http://www.facebook.com/goarmy,,Active,US Army is the largest military branch in the United States to protect the country and its citizens.,1775-06-14,day,,,,,Non-profit,http://www.goarmy.com,,(188) 855-0276,,Government Office,Grant,4,9,,,2,2,,,,"28,022",-0.2,-0.3,-0.2,"1,798,268","1,974,719.43",-8.23%,171,-2.72%,3.51,10.6%,58.2%,-1.83%,"36,668","3,805",11.58%,33,2,,61,,,,,,,
SpaceVest,https://www.crunchbase.com/organization/space-vest,"Great Falls, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"SpaceVest is a leading private equity investor for emerging industries. The firm brings a focused, value-added investment approach to growth companies applying advanced capabilities and technologies to major market opportunities. SpaceVest is defined by its innovative portfolio companies, which are primarily in the space industry, next generation networks, and other emerging areas. The firm has invested in companies that provide a wide variety of products and services including satellite telecommunications, broadband infrastructure, mission-critical software, geographical information systems, advanced sensors, positioning systems, productivity tools, and many other exciting applications.",,,,,,Active,SpaceVest specializes in early and expansion stage investments.,,,,,,,For Profit,http://www.spacevest.com/,spacevest@spacevest.com,(703)904-9800,,Venture Capital,Early Stage Venture,8,9,,4,3,3,,,,"40,661",-0.2,-0.3,-0.8,,23.2,,,,,,,,,,,4,,,,,,,,,,
Quad-C Management,https://www.crunchbase.com/organization/quad-c-management-inc,"Charlottesville, Virginia, United States",,,"East Coast, Southern US",,"Founded in 1989 and headquartered in Charlottesville, Virginia, Quad-C is a middle market private equity firm focused on investing in well-established business services, consumer, general industrial, healthcare, specialty distribution and transportation/logistics companies.",22,,https://www.linkedin.com/company/quad-c-management-inc.,,,Active,"Founded in 1989 and headquartered in Charlottesville, Virginia, Quad-C is a middle market private equity firm",1989-01-01,year,,,,,,http://www.quadcmanagement.com/,info@qc-inc.com,(434) 979-1145,,Private Equity Firm,,7,7,,4,2,2,,,,"7,874",-0.6,-1,3.8,"1,752","1,246.54",86.84%,48,-75.4%,1.53,-47.03%,62%,46.77%,"9,269,789","-1,179,642",-11.29%,35,,,,,,,,94961,USD,94961
Charlottesville Angel Network,https://www.crunchbase.com/organization/charlottesville-angel-network,"Charlottesville, Virginia, United States",,,"East Coast, Southern US",,,,,,,,Active,Charlottesville Angel Network is a group of high-net worth individuals investing in start-ups in the Charlottesvill area.,,,,,,,,http://cvilleangelnetwork.net,cvilletracey@gmail.com,+1 (434) 242-5886,,Venture Capital,Early Stage Venture,6,7,,1,,,,,,"22,562",-0.1,0.8,-0.2,,75.42,-100%,,,,,,,,,,11,,,,,,,,,,
Envest Capital Partners,https://www.crunchbase.com/organization/envest-ventures,"Virginia Beach, Virginia, United States",,,"East Coast, Southern US",,"Envest is a leading provider of early stage capital to basic industries in the eastern portion of the United States.  Envest invests in a relatively broad range of basic industries including healthcare, franchising, manufacturing, software, retail, business services and non-revolutionary technologies.  Envest has achieved top decile performance amongst its private equity peer group.  The Envest principals have prior experience in general management of both large and small businesses which it believes has been fundamental to its success.  In addition to providing equity capital, Envest strives to provide exceptional strategic direction and board governance to its portfolio companies.",,,,,,Active,Envest is a leading provider of early stage capital to basic industries in the eastern portion of the United States.,2000-01-01,year,,,,,,http://www.envestcap.com/,,757.437.3000,,Private Equity Firm,Private Equity,6,7,,,2,2,,,,"24,064",-0.2,0.4,-0.2,986,"2,144.09",-90.98%,,,1,-1.49%,5.78%,-31.8%,"15,793,183","12,099,667",327.59%,23,,,,,,,,32909,USD,32909
FBR Technology Venture Partners,https://www.crunchbase.com/organization/fbr-technology-venture-partners,"Reston, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"At FBRTVP, they help talented entrepreneurs build market leading technology companies. They concentrate primarily, but not exclusively, on the rapidly growing technology region surrounding Washington, D.C. (the ""Netplex""). Their focus on early-stage investing allows us to provide a hands-on, service-oriented approach in markets where they have considerable experience.",,,,,,Active,"At FBRTVP, they help talented entrepreneurs build market leading technology companies.",,,,,,,,http://www.fbrtvp.com,,,,Venture Capital,,7,7,,2,3,3,,,,"53,990",-0.5,0,-0.4,,21.33,,,,,,,,,,,4,,,,,,,,,,
Lavrock Ventures,https://www.crunchbase.com/organization/lavrock-ventures,"Mclean, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,Lavrock Ventures is a venture capital firm specializing in early-stage (Series A) investments. It seeks to invest in cybersecurity and enterprise software companies. The firm often invests in commercial-focused technologies with potential relevance in National Security,3,https://twitter.com/lavrockvc,https://www.linkedin.com/company/lavrock-ventures,,,Active,Lavrock Ventures is venture capital firm,2015-01-01,year,,,,,,http://www.lavrockvc.com/,info@lavrockvc.com,,,Venture Capital,,6,6,,4,1,1,,,,"7,661",-0.1,-0.5,1.6,616,"1,646.46",-6.8%,17,-53.07%,2.24,-0.95%,24.74%,24.74%,"14,191,266","881,223",6.62%,28,,,,,,,,,,
Kiddar Capital,https://www.crunchbase.com/organization/kiddar-capital,"Falls Church, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Kiddar Capital is an alternative asset management firm based in the Washington, DC metro area. Launched in 2007 by American businessman Todd Hitt, the firm manages a variety of investments across established and emerging asset classes including private equity, real estate, infrastructure, venture, credit, energy, and hospitality.",2,https://www.twitter.com/kiddarcapital,https://www.linkedin.com/company/kiddar-capital,https://www.facebook.com/kiddarcapital,,Active,Alternative asset management firm,2007-01-01,year,,,,,,http://www.kiddar.com,venture@kiddar.com,703-532-0198,,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Private Equity, Seed",6,6,,1,1,1,,,,"11,576",-0.1,-0.1,0,136,87.15,-31.43%,,,1,-20.73%,100%,26.14%,"29,844,098","4,588,334",18.17%,5,,,,,,,,,,
ORR Partners,https://www.crunchbase.com/organization/orr-partners,"Reston, Virginia, United States",,,"Washington DC Metro Area, East Coast, Southern US",,"Established in 1988, Orr Partners has evolved into one of the largest growing, privately owned development firms in the Washington, DC metropolitan area.  In addition to ownership roles and development for its own account, the firm manages real estate development for corporate, retail, institutional and mixed-use clients. Orr Partners™ extensive portfolio includes properties that are developed for long-term occupancy and use, and represent a forward-thinking outlook on design, functionality and the economic needs of our communities.",1,,http://www.linkedin.com/company/orr-partners-llc,https://www.facebook.com/orrpartnersllc,,Active,"Established in 1988, Orr Partners has evolved into one of the largest growing, privately owned development firms in the Washington, DC",1988-01-01,year,,,,,,http://www.orrpartners.com,info@orrpartners.com,703-289-2100,,Venture Capital,"Early Stage Venture, Late Stage Venture",4,6,,1,2,2,,,,"16,228",0.1,0.8,0,580,287.55,92.95%,"1,366","5,841.46%",9.34,211.29%,,,"10,148,818","-7,885,668",-43.73%,6,,,9,,,,,25316,USD,25316
