Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Fledge,https://www.crunchbase.com/organization/fledge,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Fledge5 (Autumn 2014) is a business incubator and program that assists entrepreneurs with startup development and innovation development. It provides entrepreneurs with a program of 10 weeks. It provides them with guidance, education, and a large and growing network of support from past fledglings and hundreds of mentors. It is the 5th installment of the program. From a number of applicants, a very limited number is selected. It provides each team with $17,000 for the privilege, in exchange for an investment in a unique revenue-based model.",10,http://twitter.com/FledgeLLC,http://www.linkedin.com/company/fledge-llc,,,Active,Fledge is a Seattle-based business incubator that offers a program of entrepreneurial education and mentorship for entrepreneurs.,2012-04-26,day,,,,,,http://fledge.co,info@fledge.co,,,Incubator,Seed,34,34,,,,,,2018-07-01,,"15,166",1,1.1,1.1,"2,163","3,584.72",-15.27%,304,745.5%,2.4,16.23%,34.25%,-27.74%,"7,091,690","561,343",8.6%,30,,,17,,,,,,,
Northwest Venture Associates,https://www.crunchbase.com/organization/northwest-venture-associates,"Spokane, Washington, United States",,,"West Coast, Western US",,"NWVA works alongside great entrepreneurs and managers to build valuable enterprises through internal growth, mergers and acquisitions. NWVA differentiates itself by focusing on small and medium sized businesses with exceptional growth potential, by adhering to time tested business principles and by aligning the interests of founders, management and investors.",6,,,,,Active,"NWVA works alongside great entrepreneurs and managers to build valuable enterprises through internal growth, mergers and acquisitions.",,,,,,,,http://www.nwva.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture",18,30,,6,7,7,,,,"16,984",-0.2,-0.4,-0.2,,37.76,,,,,,,,,,,26,,,,,,,,,,
SeaPoint Ventures,https://www.crunchbase.com/organization/seapoint-ventures,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"SeaPoint Ventures is a venture capital firm investing in communications companies in the wireless, broadband and network transactional infrastructure sectors. They invest primarily in the seed and early stage of the business life cycle and use partnersâ€™ substantial operational, financial and management experience to build successful businesses. SeaPoint Ventures invests in early stage communications companies in the wireless, broadband and network transactional infrastructure sectors. The partnershipâ€™s strength is derived from the extensive operational and entrepreneurial backgrounds of the individual partners, as well as its strategic affiliations and strong reputation within the venture capital and wireless communications industries. Partners at SeaPoint actively contribute their experience, relationships and ideas to the firmâ€™s portfolio companies.",16,,,,,Active,"SeaPoint Ventures is a venture capital firm investing in communications companies in the wireless, broadband and network transactional",1997-01-01,year,,,,,,http://www.seapointventures.com/home.cfm,info@seapointventures.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",14,28,,2,9,9,,,,"31,138",0,-0.1,0.2,,52.61,,,,,,,,,,,6,,,,,,,,,,
Arrington XRP Capital,https://www.crunchbase.com/organization/arrington-xrp-capital,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,Arrington XRP Capital is a digital asset management firm in blockchain-based capital markets.,10,https://twitter.com/arringtonxrpcap,,,,Active,Arrington XRP Capital is a digital asset management firm in blockchain-based capital markets.,,,,,,,,http://arringtonxrpcapital.com/,contact@arringtonxrpcapital.com,,,Venture Capital,Early Stage Venture,24,27,,4,,,,,,"2,608",-1.5,-0.5,9.2,"5,585","6,165.81",10.56%,143,501.65%,3.58,90.65%,39.97%,-12.35%,"3,335,337","-847,312",-20.26%,18,,,,,,,,,,
Tola Capital,https://www.crunchbase.com/organization/tola-capital,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Tola Capital is a venture capital firm that focuses on the generational opportunity to invest in the next wave of enterprise software companies enabled by new data and cloud platforms. The firm provides both capital and hands-on engagement to drive the growth of its portfolio companies. Tola Capital targets software companies with essential products for enterprise customers, a solid existing customer base, a strong competitive position, and great talent and culture. Tola Capital invests globally and across multiple stages.",36,,https://www.linkedin.com/company/tola-capital,,,Active,Tola Capital is a venture capital firm that invests globally in enterprise software companies across multiple stages.,2010-06-01,day,,,,,,http://www.tolacapital.com,info@tolacapital.com,,,Venture Capital,"Early Stage Venture, Private Equity, Seed",18,27,,16,4,4,,,,"6,246",0.4,1,-1.8,994,"1,284.38",88.41%,34,68.69%,1.87,-6.61%,33.21%,33.21%,"11,653,797","-3,688,882",-24.04%,21,,,6,,,,,17878,USD,17878
Staenberg Venture Partners,https://www.crunchbase.com/organization/staenberg-venture-partners,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Staenberg Venture Partners is a Seattle-based venture capital firm focused on the technology industry. With $100 million under management, they invest at all stages of company development from concept to maturity. By leveraging an extensive partner network in Silicon Valley and the Pacific Northwest, their firm provides a unique and important bridge between these two technology centers. Staenberg Venture Partners provides more than just financial contributions. They help their portfolio companies build winning management teams and obtain access to expert resources. All of their Limited Partners work in the high-tech industry, many playing influential roles. They add value through consulting to early-stage companies and co-invest in later-stage companies alongside other institutional funds.",3,http://twitter.com/staenman,http://www.linkedin.com/in/jonstaenberg,,,Active,Staenberg Venture Partners is a Seattle-based venture capital firm focused on the technology industry.,2010-01-01,year,,,,,,http://www.staenberg.com,info@staenberg.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",18,26,,1,7,7,,,,"13,760",1.6,1.6,2.6,74,259.13,-76.99%,,,1,-31.48%,100%,45.94%,"32,295,935","11,950,763",58.74%,8,,,,,,,,,,
Vulcan,https://www.crunchbase.com/organization/vulcan-llc,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Vulcan Inc. is a nimble private company based in Seattle, Washington working to solve some of the biggest global issues. The projects and investments we pursue are inspired by the ideas of our founder Paul G. Allen and tethered to a simple principle; we use data to inform our efforts and seek out opportunities that can make a positive impact—and share what we learn. Vulcan supports innovative approaches that can save endangered species, address climate change, improve ocean health, explore new frontiers, research how the human brain works and build sustainable communities. Brain science and basketball, community space and outer space, art and artificial intelligence—at Vulcan, we strive to answer big questions asked by our founder, and by the world. If we can understand the mysterious organ, the brain, we can pave the way towards understanding diseases like Alzheimer’s. If we can change the economics of space launches, we can change space travel and exploration. If we can get the formula right for a new kind of downtown neighborhood, it becomes a guide for the innovation centers of tomorrow. With a local focus and a global reach, Vulcan’s programs, projects and initiatives bring together industry leaders collaborating across disciplines to discover and develop smart, data-driven solutions and create inspiring experiences that help us tackle some of the world’s toughest challenges.",143,http://twitter.com/vulcaninc,http://www.linkedin.com/company/166851,http://www.facebook.com/VulcanInc,,Active,"Vulcan Inc. operates as an investment and project management company in Seattle, Washington.",1986-01-01,year,,,,,For Profit,http://www.vulcan.com/,,(206)342-2000,,Private Equity Firm,,21,25,,7,10,10,,,,"2,542",-0.6,5.5,5.3,"58,694","43,669.29",67.35%,72,-42.99%,2.05,2.36%,39.48%,-19.08%,"805,084","-242,854",-23.17%,49,,,29,,,,,60180,USD,60180
Benaroya Capital,https://www.crunchbase.com/organization/benaroya-capital,"Bellevue, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,,29,http://twitter.com/benaroyaseattle,http://www.linkedin.com/company/1938015,http://www.facebook.com/pages/Benaroya/144984555594123,,Active,"Benaroya Capital is a full-service real estate company that acquires, develops, and manages properties in prime Pacific Northwest locations.",1956-01-01,year,,,,,,http://www.benaroya.com,general@benaroya.com,(425) 440-6700,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",15,24,,3,8,8,,,,"46,296",0.2,3.7,3.7,542,333.67,"3,175.13%",84,-47.46%,1.42,-29.24%,58.49%,58.49%,"16,751,737","-18,215,775",-52.09%,8,,,10,,,,,,,
Attractor Investment Management,https://www.crunchbase.com/organization/attractor-investment-management,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"MARKET Private venture capital firm that invests primarily in Internet, enterprise software, and telecommunications companies. (So private that it declined to participate in this survey.) Reportedly prefers later-stage investments and targets mostly California companies. Portfolio IPOs for 2000 were CrossWorlds Software, Nuance Communications, and Support.com. Previous IPO companies include Vignette and AdForce; currently has investments in privately held companies including BizRate.com and Catena Networks. FINANCE Will not disclose current amount of capital under management. However, according to Venture Economics, it has invested $180 million in 33 portfolio companies as of May 2001. Limited partners include such technology luminaries as Halsey Minor (CNet founder), Marc Andreessen (Loudcloud chairman and Netscape cofounder), and Andy Bechtolsheim (Sun Microsystems cofounder). Typically invests in ten new companies per year. Cofounder and partner Harvey Allison was formerly a senior technology analyst for Amerindo Investment Advisors; cofounder and partner Gigi Brisson was formerly a technology fund manager with Gilder, Gagnon, Howe & Company.",,,,,,Active,"Founded 1996 Employees 4 Burlingame, CA 650/685-8540www.attractor.com Tech IPOs 3 2000 equi-return 46.6% MARKET Private venture capital",1996-01-01,year,,,,,,http://www.attractor.com,gigi@attractor.com,206 462 3980,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",20,23,,3,12,12,,,,"22,442",1.6,2,0.4,,40.96,,,,,,,,,,,2,,,,,,,,,,
"WestRiver Group, LLC",https://www.crunchbase.com/organization/westriver-group,"Kirkland, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"WestRiver Group (WRG) is a collaboration of leading investment firms that provides integrated capital solutions to the global innovation economy. The Kirkland, Wash., based company has investment platforms focusing on the technology, life science, energy, and experiential sectors, with flexibility to invest in a variety of asset classes and capital structures. WRG’s established network of partners provides access to investment opportunities and thought leadership, and deep operational expertise allows it to work closely with portfolio companies and lead at the executive and board level.",5,,https://www.linkedin.com/company/westriver-group,,,Active,Investment,2002-01-01,year,,,,,,http://www.wrg.vc,,(425) 952-3950,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture",19,21,,11,3,3,,,,"6,186",-0.3,3.2,-1,"5,376","3,217.83",349.43%,10,,1.07,6.83%,31.16%,-68.84%,"6,150,023","-5,980,126",-49.3%,,,,7,,,,,35182,USD,35182
Family Angel Management Fund,https://www.crunchbase.com/organization/family-angel-management-fund,"Mercer Island, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Family Angel Management Fund (FAM Fund) invests in Pre-Seed and Seed technology company's in Seattle and San Francisco. Current focus on Covergence tech (where AI/ML, Computer Vision, Spatial Audio, Voice, Robotics are transforming industry and B2B) and Consumer. Notable exits including Pitchbook (sold to Morningstar), C-SATS (sold to Johnson & Johnson), Eden Rock (sold to Nokia), Torrent Technologies (sold to Marsh), Cleanscapes (sold to Recology), Full Circle Farms (sold to Capay), and Slope (sold to Smartsheet.) Current notable investments include Jet Closing, Integris, Public Goods, SigmaIQ, M87, Jobalign, and Haptx.",,,,,,Active,Family Angel Management Fund is an investment fund.,2013-11-01,day,,,,,,https://www.familyangelfund.com,brock@familyangelfund.com,206-778-7095,,Venture Capital,"Early Stage Venture, Seed",21,21,,,3,3,,,,"12,562",0.4,-0.2,-3.3,137,42.89,,20,,2,,,,"26,836,744",,,12,,,,,,,,,,
Reflective Venture Partners,https://www.crunchbase.com/organization/reflective-ventures,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Reflective Venture Partners is a privately owned and managed venture firm that originates from an ongoing strategic partnership with RChain Cooperative, a third-generation blockchain applications platform that is currently in development. Based in Seattle, WA, Reflective Venture Partners focuses on supporting RChain in its efforts to advance an open-source, decentralized, proof of stake platform that addresses the deficiencies of existing blockchain architecture through speed, scale and versatility. To reinforce RChain's objectives, Reflective Venture Partners incubates, funds, and designs strategic financing and token capitalization events for innovative blockchain specific dApps and complementary technologies and tools that have strong growth potential and will provide a meaningful contribution to the RChain blockchain ecosystem in the form of appreciable utility value and increased market adoption.",2,https://twitter.com/ReflectiveVP,https://www.linkedin.com/company/reflective-venture-partners/,,,Active,Blockchain specific venture fund.,2018-01-28,day,,,,,,https://www.reflectiveventures.io/,info@reflectiveventures.io,206-775-8266,,"Incubator, Venture Capital","Early Stage Venture, Seed, Venture",20,20,,17,,,On-Site,,0,"10,174",1.4,0.9,-0.1,337,361.57,372.73%,5,,1.46,45.74%,54.26%,-45.74%,"20,454,176","-11,928,446",-36.84%,6,,,,,,,,,,
Union Bay Partners,https://www.crunchbase.com/organization/union-bay-partners,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Union Bay Partners is a private investment firm seeking growth opportunities with small to mid-sized companies in the Pacific Northwest.  We develop positive and mutually rewarding relationships with our partners through consideration, confidentiality, and responsiveness.   We primarily target companies with headquarters in the Pacific Northwest in industries including light industrial, light manufacturing, marine, distribution and supply, and business and consumer services.   We rely heavily on referral partners to identify quality investment opportunities.",1,,,,,Active,Union Bay Partners is a private investment firm seeking growth opportunities with small to mid-sized companies in the Pacific Northwest.,,,,,,,,http://www.unionbaypartners.com,,,,"Angel Group, Micro VC, Private Equity Firm, Venture Capital","Convertible Note, Early Stage Venture, Private Equity, Seed, Venture",14,19,,,3,3,,,,"5,250",-0.7,-1,3.1,,131.07,-100%,,,,,,,,,,11,,,,,,,,,,
Biomatics Capital Partners,https://www.crunchbase.com/organization/biomatics-capital-partners,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Biomatics Capital Partners is a Seattle-based healthcare and life sciences venture firm. Biomatics is a $200 million fund that focuses on early-stage investments, primarily in genomics and digital health. Co-founders and General Partners Dr. Boris Nikolic and Julie Sunderland have invested together in emerging technology, health care, and life science ventures since 2010, leveraging their deep technical knowledge and partnering expertise with an established network of leading academics, pharma executives and venture capital firms.",4,,,,,Active,Biomatics Capital Partners is a Seattle-based healthcare and life sciences venture firm.,2016-01-01,year,,,,,,https://www.biomaticscapital.com/,info@biomaticscapital.com,,,Venture Capital,Early Stage Venture,15,19,,5,3,3,,,,"7,586",-0.2,0.3,-0.5,564,762.01,-28.45%,79,691.05%,2.38,85.66%,26.77%,4.19%,"14,577,087","-1,256,407",-7.94%,19,,,,,,,,,,
Fluke Venture Partners,https://www.crunchbase.com/organization/fluke-venture-partners,"Kirkland, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Fluke Venture Partners has a long tradition of assisting Pacific Northwest entrepreneurs in building successful and enduring companies. Over more than two and a half decades  and through up and down cycles  they've viewed their relationship with each management team that funded as a long-term partnership that extends from a venture's early stages all the way to industry leadership and beyond. Their mission is to fund a deliberately diverse portfolio of the most promising high-growth technology, healthcare and consumer-oriented opportunities in the Pacific Northwest. Team has been integrally involved in early-stage financings for such successes as Aldus, Coinstar, Eagle Hardware & Garden, Innova, Starbucks and Tegic Communications. As a firm, their guiding principles are integrity, discipline and teamwork. They strive for excellence value, trust and confidence placed in them by their partners and colleagues. Main aim is to continue to earn both in all they do.",8,,,,,Active,Fluke Venture Partners has a long tradition of assisting Pacific Northwest entrepreneurs in building successful and enduring companies.,1982-01-01,year,,,,,,http://www.flukeventures.com,weston@flukeventures.com,(425) 827-4683,,Venture Capital,"Early Stage Venture, Late Stage Venture",11,19,,5,7,7,,,,"32,476",-0.1,-0.1,-0.3,88,39.19,-39.94%,10,-66.67%,2,-71.43%,,,"30,283,502","9,844,782",48.17%,5,,,,,,,,69429,USD,69429
Echo Health Ventures,https://www.crunchbase.com/organization/echo-health-ventures-llc,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"From offices in Durham, Portland and Seattle, Echo Health Ventures invests in, builds and grows tomorrow’s great health care companies. They work with our portfolio companies to accelerate their innovations to scale nationally. As stage-agnostic investors, they are committed to a new approach to strategic investing – an approach that brings more than capital to the table, an approach focused on developing deep, high-value relationships with their portfolio companies.",10,https://twitter.com/HealthEcho,https://www.linkedin.com/company/17879506,https://www.facebook.com/EchoHealthVentures/,,Active,"Echo Health Ventures invests in, builds and grows tomorrow’s great health care companies.",2016-01-01,year,,,,,,http://www.echohealthventures.com,general@echohealthventures.com,(206) 259-2584,,Private Equity Firm,"Early Stage Venture, Late Stage Venture, Private Equity",16,16,,4,3,3,,,,"5,063",-0.7,-1.8,-2.5,"2,422","1,737.54",10.32%,322,116.64%,5.56,1.06%,28.77%,8.83%,"4,944,988","-317,349",-6.03%,3,,,9,,,,,,,
Element 8,https://www.crunchbase.com/organization/element,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Founded in 2006 as Northwest Energy Angels and renamed Element 8 in 2014, the organization was the first angel investment group in North America to focus exclusively on cleantech, and continues to be a leading funder of early stage companies across the country. Element 8 angel members are committed to a prosperous and sustainable future through clean technologies. We partner with outstanding entrepreneurs to build successful companies, and leverage our collective expertise to accelerate the transition to a cleaner future and better world. To date, members have invested close to $14 million in 43 companies in Washington, Oregon, California, Colorado, Maryland, Washington, D.C. and British Columbia, Canada.",29,,,,,Active,"Element 8 is an investment company that provides capital, guidance, and networking opportunities to early stage cleantech companies.",2006-01-01,year,,,,,,http://www.element8angels.com,info@element8fund.com,(206) 349-2772,,Angel Group,"Early Stage Venture, Seed",11,16,,1,1,1,,,,"14,778",-0.1,0,-1,,43.61,,,,,,,,,,,7,,,,,,,,,,
XML Fund,https://www.crunchbase.com/organization/xml-fund,"Bellevue, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"XML Fund is a venture capital firm specializing in growth and early stage investments. The firm seeks to invest in XML-based web services and enabling technology companies. XML Fund was founded in 1999 by Mr. David Pool and is headquartered in Bellevue, Washington.",,,,,,Active,"Based in Washington, D.C., XML Fund specializes in growth- and early-stage investments as a venture capital firm.",1999-01-01,year,,,,,,http://www.xmlfund.com,,,,Venture Capital,"Early Stage Venture, Late Stage Venture",10,16,,3,5,5,,,,"53,381",-0.3,1.6,-0.8,,,,,,,,,,,,,2,,,,,,,,,,
Flying Fish Partners,https://www.crunchbase.com/organization/flying-fish-venture-partners,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Flying Fish focuses on helping early-stage startups in Cascadia succeed through seed and A rounds. The company invests capital, expertise and relationships in early stage startups with big ideas and commit 100% to seeing those companies thrive.",5,https://www.twitter.com/frankflyingfish,https://www.linkedin.com/company/18113816/,,,Active,Flying Fish focuses on helping early-stage startups in Cascadia succeed through seed and A rounds.,2017-04-13,day,,,,,,http://www.flyingfish.vc,info@flyingfish.vc,,,Venture Capital,"Early Stage Venture, Seed",9,15,,7,,,,,,"6,086",-0.2,-0.6,0.5,174,407.19,-64.1%,23,45.9%,2,29.46%,0%,-69.84%,"24,792,607","7,942,952",47.14%,16,,,,,,,,,,
Integra Ventures,https://www.crunchbase.com/organization/integra-ventures,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Integra Ventures seek investments in Life Science companies in three principal areas: Drug Development, Medical Devices, and Healthcare Services. They consider business plans from experienced entrepreneurs passionately pursuing disruptive opportunities that fulfill large unmet medical or market needs.",6,,,,,Active,"Integra Ventures seek investments in Life Science companies in three principal areas: Drug Development, Medical Devices, and Healthcare",,,,,,,,http://www.integraventures.net,info@integraventures.net,,,Venture Capital,"Early Stage Venture, Late Stage Venture",10,15,,1,6,6,,,,"35,237",-0.2,0.3,-0.5,88,37.41,,1,,2,,,,"30,283,416",,,9,,,,,,,,,,
Providence Ventures,https://www.crunchbase.com/organization/providence-ventures,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Providence Ventures targets early-to mid-stage investment opportunities, preferring to be one of the first institutional investors in a company. Over the life of an investment, they seek to deploy $8 to $15 million. Their best opportunities to add value are investments that align the interests of their portfolio companies and the innovation priorities of Providence Health & Services, through broad solution deployment and strategic insight. The innovation opportunities PHS targets as a large health system tend to reflect the priorities of the US health system overall. They welcome the opportunity to partner with established venture funds as co-investors, however, syndication is not a prerequisite for their participation. Providence Ventures is founded in 2014 which manages $300 million in venture capital funds on behalf of Providence St. Joseph Health (PSJH), one of the largest integrated health systems in the US. The company's​ mission is to achieve venture and growth equity class returns through direct investments in innovative healthcare companies that improve health outcomes, lower costs, and enhance the experience of our patients and caregivers. It offers investment capital, combined with health system expertise, to companies addressing existing and emerging pain points in healthcare. Providence Ventures partners with our portfolio companies to refine existing solutions, while expanding their adoption within and beyond our health system.",22,https://twitter.com/provventures,https://www.linkedin.com/company/providence-ventures/,,,Active,"Providence Ventures targets early-to mid-stage investment opportunities, preferring to be one of the first institutional investors.",,,,,,,,http://www.providenceventures.org/,,,,Venture Capital,,13,14,,1,3,3,,,,"4,951",-0.4,-0.4,2.3,"1,458","1,387.65",17.77%,95,73.44%,4.36,40.15%,31.87%,7.6%,"7,486,538","-1,684,914",-18.37%,11,,,5,,,,,,,
Wisemont Capital,https://www.crunchbase.com/organization/wisemont-capital-2,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Wisemont Capital fund makes equity investments in early-stage technology companies with a primary focus on wireless and mobility, software, and technology-enabled service companies. Their team of experienced investment professionals is committed to working with entrepreneurs to build great companies that address unmet needs in the marketplace. In addition to providing capital, They leverage Their broad industry knowledge, relationships and investment experience to complement the strengths of the entrepreneur.  Their focus is on ambitious entrepreneurs, disruptive technology and sustainable businesses.",,https://www.twitter.com/wisemontcapital,,,,Active,"Wisemont Capital fund makes equity investments in early-stage technology companies with a primary focus on wireless and mobility, software.",2015-01-01,year,,,,,,http://www.wisemontcapital.com/,partners@wisemontcapital.com,,,Venture Capital,Early Stage Venture,12,14,,,1,1,,,,"12,057",-0.1,1.2,0.8,153,124.88,,8,,2,,,,"25,944,324",,,21,,,,,,,,,,
Point B Capital,https://www.crunchbase.com/organization/point-b-capital-llc,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,,8,,,,,Active,Point B Capital is a venture capital firm that invests in early stage growth-oriented companies.,2010-01-01,year,,,,,,http://www.pointbcap.com,info@pointbcap.com,206.577.7221,,Venture Capital,"Early Stage Venture, Seed",12,14,,,2,2,,,,"15,937",-0.2,0.1,3.2,,295.56,-100%,,,,,,,,,,16,,,,,,,,46342,USD,46342
Otto Capital,https://www.crunchbase.com/organization/otto-capital,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Otto Capital, LLC was formed in October 2008 by David M. Otto. Otto Capital evaluates and structures various business initiatives and provides and secures private equity, venture capital and equity and debt financing to start-up and emerging growth companies. Otto Capital has helped to identify and finance businesses in the following sectors: - real estate - oil and gas services - recycling and “clean tech” - over-the-counter health care products Otto Capital, in evaluating and undertaking prospective opportunities, applies a proprietary framework for evaluating the principal elements of, and ensuring the likelihood of success with respect to, a wide variety of business propositions. Otto Capital’s access to venture, debt and equity financing and its analytical framework for evaluating various business initiatives makes it an ideal partner for early-stage and emerging growth private and public companies.",2,,,,,Active,"Otto Capital invests in real estate, oil and gas, recycling, retail, and health care industries.",2008-01-01,year,,,,,,http://www.ottocapital.com/#,,,,Venture Capital,"Early Stage Venture, Seed",8,13,,1,,,,,,"20,352",0.3,0,-1.1,152,130.45,-58.54%,,,1,-37.07%,100%,50%,"29,032,343","10,046,512",52.92%,16,,,,,,,,,,
Summit Capital,https://www.crunchbase.com/organization/summit-capital,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Summit Capital is a boutique financial services firm focused on providing clients with a common sense approach to active asset management. Founded in 1996, Summit Capital’s core investment philosophy is an opportunistic, value-oriented approach centered on preservation of capital, providing solid risk adjusted returns in all market environments.",16,https://www.twitter.com/summitcapital,,https://www.facebook.com/merrimanllc,,Active,"Summit Capital is an advisory firm that offers wealth enhancement, wealth transfer, and wealth protection services to its clients.",1996-01-01,year,2016-04-18,day,,,,http://www.summitcapital.com,info@merriman.com,800.338.4436,,Family Investment Office,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo, Private Equity, Secondary Market, Seed",11,13,,2,5,5,,,,"21,700",-0.1,-0.2,-0.3,,,,,,,,,,,,,,,,,,,,,,,
Cedar Grove Investments,https://www.crunchbase.com/organization/cedar-grove-investments,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Cedar Grove Investments is a unique private venture capital firm comprised of former senior executives from leading wireless and internet companies.  They generally prefer to invest in the ""arms merchants"" who supply the major combatants of the new economy. More specifically, their focus is upon early stage electronic business software and services and next generation communication carriers and tools.",6,,https://www.linkedin.com/company-beta/1731359,,,Active,Cedar Grove Investments is a unique private venture capital firm comprised of former senior executives from leading wireless and internet,1999-01-05,day,,,,,,http://www.cedargroveinv.com,,,,Venture Capital,Early Stage Venture,10,13,,2,5,5,,,,"22,571",-0.2,-0.7,-0.1,,,,,,,,,,,,,3,,,,,,,,,,
angelMD,https://www.crunchbase.com/organization/angel-md,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"angelMD connects the largest pipeline of medical startups in the world with investors, physicians and industry to create better outcomes for all parties. Through a systematic and scientific pre-investment analysis process and post investment support from a massive network of subject matter experts, the company offers an unparalleled alternative investment platform for healthcare.",6,https://twitter.com/angelmd_inc,https://www.linkedin.com/company-beta/2994624/,https://www.facebook.com/angelmdinc/,$1M to $10M,Active,"angelMD is a fintech platform connecting medical startups with investors, physicians and industry.",2013-03-01,day,,,,,For Profit,https://www.angelmd.co/,info@angelmd.co,(650) 389-9595,,Venture Capital,Early Stage Venture,11,12,,5,,,,,,"1,919",-0.1,-0.2,-1.5,"18,152","7,674.77",73.8%,67,169.34%,4.84,194.76%,29.26%,-11.07%,"1,399,385","-1,507,566",-51.86%,29,1,,31,0,0,,Advertising; business,,,
Ackerley Partners,https://www.crunchbase.com/organization/ackerley-partners,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,"Ackerley Partners is a privately held investment company founded in June, 2002 with a focus on media and entertainment investment opportunities. The company invests their own capital, and are willing to offer our experience and network to help entrepreneurs quickly achieve market leadership and sustainable business models.  They aim to be a partner, not merely an investor.",19,,,,,Active,"Ackerley Partners is a privately held investment company founded in June, 2002 with a focus on media and entertainment investment",2002-06-01,day,,,,,,http://ackerleypartners.com,info@ackerley.com,,,Venture Capital,"Early Stage Venture, Private Equity, Seed",8,12,,3,4,4,,,,"17,575",-0.1,-0.2,-0.1,,23.52,,,,,,,,,,,6,,,,,,,,,,
Columbia Pacific Advisors,https://www.crunchbase.com/organization/columbia-pacific-advisors,"Seattle, Washington, United States",,,"Greater Seattle Area, West Coast, Western US",,,18,,,,,Active,Columbia Pacific Advisors is a Seattle-based investment management firm providing services to pooled investment vehicles.,2006-01-01,year,,,,,,http://columbiapacific.com/,info@columbiapacific.com,(206) 728-9063,,Venture Capital,,7,11,,4,1,1,,,,"15,729",-0.1,-0.4,-0.6,547,980.52,-62.37%,420,32.82%,4.16,5.61%,54.18%,44.09%,"14,025,454","6,397,777",83.88%,18,,,,,,,,,,
