Organization/Person Name,Organization/Person Name URL,Location,First Name,Last Name,Regions,Gender,Full Description,Number of Articles,Twitter,LinkedIn,Facebook,Estimated Revenue Range,Operating Status,Description,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Contact Email,Phone Number,Hub Tags,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Partner Investments,Number of Lead Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Next Application Deadline,Accelerator Duration (in weeks),CB Rank (Investor),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days),SimilarWeb - Monthly Visits,SimilarWeb - Average Visits (6 months),SimilarWeb - Monthly Visits Growth,SimilarWeb - Visit Duration,SimilarWeb - Visit Duration Growth,SimilarWeb - Page Views / Visit,SimilarWeb - Page Views / Visit Growth,SimilarWeb - Bounce Rate,SimilarWeb - Bounce Rate Growth,SimilarWeb - Global Traffic Rank,SimilarWeb - Monthly Rank Change (#),SimilarWeb - Monthly Rank Growth,BuiltWith - Active Tech Count,Apptopia - Number of Apps,Apptopia - Downloads Last 30 Days,Siftery - Total Products Active,IPqwery - Patents Granted,IPqwery - Trademarks Registered,IPqwery - Most Popular Patent Class,IPqwery - Most Popular Trademark Class,Aberdeen - IT Spend,Aberdeen - IT Spend Currency,Aberdeen - IT Spend Currency (in USD)
Recurring Capital Partners,https://www.crunchbase.com/organization/recurring-capital-partners,"Austin, Texas, United States",,,Southern US,,"Recurring Capital Partners specializes in debt financing for Software as a Service (SaaS) and other recurring revenue model technology-driven companies. Our team, advisors and investors couple significant operating experience with start-up finance expertise to drive a focus on results founders and management teams care about: accelerating growth, controlling business and personal risks, and maximizing personal equity stakes. ",,,https://www.linkedin.com/company/recurring-capital-partners/,,,Active,RCP specializes in debt financing for Software as a Service (SaaS) and other recurring revenue model technology-driven companies.,2016-01-01,day,,,,,For Profit,http://recurring.capital,,,,Venture Debt,"Debt, Venture",16,16,,16,2,2,,,,"9,493",-0.3,-0.6,-1.1,172,365.16,-76.13%,0,-99.82%,1.12,-67.02%,88.03%,74.64%,"27,547,182","16,082,086",140.27%,13,,,8,,,,,,,
Westcott LLC,https://www.crunchbase.com/organization/westcott-llc,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,3,,,,,Active,Westcott LLC is the family office of Carl Westcott and it invests in technology start ups an real estate.,1995-05-01,day,,,,,,http://www.westcott.com,hillary.westcott@yahoo.com,214.777.5000,,Family Investment Office,"Early Stage Venture, Seed",13,16,,1,2,2,,,,"12,293",0,0,0,531,769.91,-50.36%,,,1,-39.01%,100%,48.6%,"18,314,781","6,192,777",51.09%,14,,,,,,,,,,
Corsa Ventures,https://www.crunchbase.com/organization/corsa-ventures,"Austin, Texas, United States",,,Southern US,,"Corsa Ventures is an early stage information technology venture capital firm focused on opportunities in Texas and the Southwest. Based in Austin, Texas, our team members have deep operational experience, access to global networks, and have led businesses spanning from startup to global Fortune 50. We invest in companies that leverage  cloud, big data, mobile, and social technologies to disrupt established business models and revenue streams.",15,https://www.twitter.com/corsaventures,,,,Active,Corsa Ventures is an early-stage investment firm focused on information technology oppoortunities in Texas and the Southwest.,2012-02-01,day,,,,,,http://www.corsaventures.com,info@corsaventures.com,,,Venture Capital,"Early Stage Venture, Seed",15,16,,1,4,4,,,,"24,462",-0.1,0.4,-0.1,,14.3,,,,,,,,,,,11,,,6,,,,,,,
Hook Partners,https://www.crunchbase.com/organization/hook-partners,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Hook Partners is a financial organization. Nothing is publicly known about the organization other than this [announcement](http://findarticles.com/p/articles/mi_m0EIN/is_/ai_66430339). If you have more information, please update this profile.",6,,,,,Active,Hook Partners is a financial organization. Nothing is publicly known about the organization other than this announcement. If you have more,,,,,,,,http://www.hookpartners.com,,,,Private Equity Firm,Late Stage Venture,12,16,,3,6,6,,,,"41,618",2.3,3.8,2.9,,,,,,,,,,,,,2,,,,,,,,,,
Natural Gas Partners,https://www.crunchbase.com/organization/natural-gas-partners,"Irving, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Founded in 1988, Natural Gas Partners manages over $7.2 billion in a family of funds that invests private equity capital in oil and gas production and oilfield service companies. The NGP platform consists of a series of nine private equity funds with cumulative commitments exceeding $6.9 billion since inception. The firm also manages $350 million in two co-investment funds that invest in direct oil and gas property interests alongside NGP portfolio companies. Natural Gas Partners is an affiliate of NGP Energy Capital Management, a $9.3 billion firm based in Irving, Texas that invests in all sectors of the energy industry.",31,,,,,Active,"Natural Gas Partners is a private equity firm that makes investments in oil and gas production, and oilfield service companies.",1988-01-01,year,,,,,,http://www.naturalgaspartners.com,inquiries@ngptrs.com,713-579-5700,,Private Equity Firm,"Early Stage Venture, Late Stage Venture, Private Equity",13,15,,7,3,3,,,,"20,519",0.8,-0.1,-0.2,,,,,,,,,,,,,3,,,2,,,,,,,
Pacesetter Capital Group,https://www.crunchbase.com/organization/pacesetter-capital-group,"Richardson, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Pacesetter Capital Group (PCG) is private equity firm which manages a family of funds that invests in the Southwestern United States in venture financing, leveraged buyouts, growth financing, and other special situations. PCG focuses on the industries of broadcasting, manufacturing and services, and technology infrastructure. PCG currently manages assets of over $210 million and is comprised of a diversified private equity fund, Pacesetter Growth Fund, L.P. (Fund I) and three Small Business Investment Companies (the SBIC Funds). One of the SBIC Funds, MESBIC Ventures, Inc., holds the distinction of being the oldest (est. 1970) Specialized SBIC in the nation. Pacesetter Capital Group is located Dallas, Texas.",4,,,,,Active,Pacesetter Capital Group (PCG) is private equity firm which manages a family of funds that invests in the Southwestern United States in,,,,,,,,http://www.pacesettercapital.com,,,,Family Investment Office,"Early Stage Venture, Late Stage Venture",6,15,,,3,3,,,,"28,823",1.1,0.9,0.1,,,,,,,,,,,,,2,,,,,,,,,,
Fraser McCombs Capital,https://www.crunchbase.com/organization/fraser-mccombs-capital,"San Antonio, Texas, United States",,,Southern US,,Fraser McCombs Capital provides investment capital and advisory services to best-in-class automotive companies.,15,http://twitter.com/FraserMcCombs,http://www.linkedin.com/company/fraser-mccombs-capital,http://www.facebook.com/Fraser-McCombs-Capital/14553038221,,Active,"Fraser McCombs Capital, a Texas based venture capital firm, provides investment capital and advisory services to automotive companies.",2011-10-01,day,,,,,,http://www.fmcap.com,info@fmcap.com,,,"Private Equity Firm, Venture Capital","Early Stage Venture, Late Stage Venture, Seed",11,14,,4,1,1,,,,"5,835",-0.3,2.9,-0.9,216,480.27,-72.95%,656,272.58%,21.53,293.81%,0%,-21.86%,"13,623,320","4,053,318",42.35%,18,,,11,,,,,,,
KdT Ventures,https://www.crunchbase.com/organization/kdt-ventures,"Austin, Texas, United States",,,Southern US,,KdT is the standard for early-stage science venture investing. We help founders and their companies re-architect the world at a molecular level.,2,,https://www.linkedin.com/company-beta/16238791,,,Active,We help founders and their companies re-architect the world at a molecular level.,2017-01-01,year,,,,,,https://www.kdtvc.com,,,,Venture Capital,"Early Stage Venture, Private Equity, Seed",10,14,,1,,,,,,"8,095",-0.1,-0.3,-0.4,"1,541",907.12,75.57%,58,-50.18%,2.31,6.22%,53.54%,12.4%,"8,947,008","-2,676,040",-23.02%,30,,,,,,,,,,
Aristos Ventures,https://www.crunchbase.com/organization/aristos-ventures,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Aristos Ventures invests in highly capital-efficient technology companies in Texas that need critical early capital (e.g. $300,000 to $2 million) in order to produce a product and generate revenue. The Managers of the Fund are seeking to build a diversified portfolio of companies each capable of achieving an exit of $5 million to $20 million plus.",15,https://twitter.com/AristosVentures,http://www.linkedin.com/company/aristos-ventures,http://www.facebook.com/AristosVentures,,Active,"Aristos Ventures invests in tech companies based on SaaS, mobile enrichment, web-based apps, cloud, security, and information services.",2011-01-01,year,,,,,,http://www.aristosventures.com,info@aristosventures.com,(214) 306-9554,,"Micro VC, Venture Capital","Early Stage Venture, Seed, Venture",10,14,,1,1,1,,,,"14,557",0,0,-1.4,183,629.42,-42.13%,34,,4,300%,0%,-100%,"21,273,954","-841,351",-3.8%,20,,,,,,,,,,
Fayez Sarofim & Co.,https://www.crunchbase.com/organization/fayez-sarofim-co,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,"Fayez Sarofim and Co. manages investment portfolios for a wide range of clients â€” pension plans, foundations, endowments, and individuals. For over four decades since their founding in 1958, they have focused exclusively on investment management. The firm is an independent entity owned and managed by its founder, Fayez Sarofim, and a team of 21 investment professionals. As of September 30, 2008, the firm had $25 billion in assets under management.",,,,,,Active,Fayez Sarofim & Co. are dedicated investment managers focused on long-term investing and portfolio management.,1958-01-01,year,,,,,,https://www.sarofim.com,contact@sarofim.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture, Seed",7,14,,1,5,5,,,,"19,865",-0.1,-0.2,-0.3,"1,027","1,960.89",-78.53%,57,956.24%,2.39,15.82%,32.36%,31.25%,"11,356,171","6,305,084",124.83%,15,,,8,,,,,3519151,USD,3519151
Convergent Investors,https://www.crunchbase.com/organization/convergent-investors,"Austin, Texas, United States",,,Southern US,,"Convergent Investors is a private equity venture capital firm based in Texas, with offices in Austin and Houston. Convergent purchases securities in private companies and helps entrepreneurs to develop and grow technology companies. The Convergent Principals are all experienced and successful business managers who have run their own companies.",,,,,,Closed,"Convergent Investors is a private equity venture capital firm based in Texas, with offices in Austin and Houston.",,,,,,none,,http://www.convergentinvestors.com,,,,Venture Capital,Late Stage Venture,9,14,,3,4,4,,,,"21,394",0.1,0.8,-0.1,,,,,,,,,,,,,5,,,,,,,,,,
DRW Venture Partners,https://www.crunchbase.com/organization/drw-venture-partners-2,"Austin, Texas, United States",,,Southern US,,"Dain Rauscher Wessels (DRW™) is a knowledge-driven equity capital markets group dedicated to providing investment banking and brokerage services in five core industry sectors. Because expertise is critical in understanding the changing landscape, we concentrate our research on focused groups of emerging high-growth companies within these sectors. This discipline allows us to generate creative investment banking, equity sales, and equity trading ideas for our clients.",,,,,,Active,Dain Rauscher Wessels (DRW™) is a knowledge-driven equity capital markets group dedicated to providing investment banking.,,,,,,,,http://www.dainrauscherwessels.com/,,,,Private Equity Firm,,13,14,,,9,9,,,,"59,384",-0.3,0.6,2.2,,,,,,,,,,,,,,,,,,,,,,,
Technology Associates Management,https://www.crunchbase.com/organization/technology-associates-management,"Plano, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Technology Associates Management Co. is a venture capital firm specializing in investments in start up companies. It seeks to invest in the high-tech sector. The firm seeks to have 90 percent board representation in its portfolio companies. Technology Associates Management Co. was founded in 1997 and is headquartered in Plano, Texas, with additional offices in Santa Clara, California; Taipei, Taiwan; and Shanghai, China.",1,,,,,Active,Technology Associates Management is a venture capital firm investing in startups in the high technology sector.,1997-01-01,year,,,,,,,,,,Venture Capital,"Early Stage Venture, Late Stage Venture",10,14,,3,5,5,,,,"59,904",0.8,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,
Goldcrest Capital,https://www.crunchbase.com/organization/goldcrest-capital-2,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,Goldcrest is a venture capital fund that invests in private technology companies.,7,,,,,Active,Goldcrest is a venture capital fund that invests in private technology companies.,,,,,,,,http://www.goldcrest.co/,,,,Venture Capital,,9,13,,4,,,,,,"4,139",-0.6,4.4,4.4,,24.8,,,,,,,,,,,7,,,,,,,,,,
Radical Investments LP,https://www.crunchbase.com/organization/radical-investments-lp,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,4,http://www.twitter.com/radicalventure,https://www.linkedin.com/company/radical-ventures,http://www.facebook.com/radicalventure,,Active,Investment company of Mark Cuban,2014-10-01,day,,,,,,http://www.radicalventures.com/,info@radicalventures.com,,,Venture Capital,"Early Stage Venture, Seed",12,13,,2,4,4,,,,"10,689",0,-0.1,-0.7,155,82.01,-9.88%,,,1,0%,100%,0%,"28,845,203","1,218,967",4.41%,4,,,,,,,,,,
Trinity Private Equity Group,https://www.crunchbase.com/organization/trinity-private-equity-group,"Southlake, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,5,,,,,Active,Trinity Private Equity Group caters to middle-market companies focusing on real estate direct purchases and equity investing.,1999-01-01,year,,,,,,http://www.trinitypeg.com,info@trinitypeg.com,817.310.2900,,Private Equity Firm,,13,13,,3,1,1,,,,"11,269",0.4,0.4,0.3,320,682.52,-26.17%,5,-96.99%,2.49,-57.59%,,,"18,719,205","5,752,741",44.37%,23,,,10,,,,,23263,USD,23263
Cloud Power Capital,https://www.crunchbase.com/organization/cloud-power-capital,"Austin, Texas, United States",,,Southern US,,The Cloud Power Fund is a multi-million dollar capital pool based in Texas focused on tech startups and established online business. The Fund raised money from dozens of local investors.,4,,,,,Active,Cloud Power Capital is a capital pool focusing on tech start-ups and online businesses.,,,,,,,,http://cloudpowercapital.com,,,,"Micro VC, Venture Capital","Crowdfunding, Debt, Early Stage Venture, Private Equity, Seed",10,13,,,3,3,,,,"25,691",0.6,1.3,0.7,,,,,,,,,,,,,4,,,,,,,,,,
Tarrant Venture Partners,https://www.crunchbase.com/organization/tarrant-venture-partners,"Fort Worth, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,Active,Tarrant Venture Partners offers financial services. The Company provides a range of venture capital services.,,,,,,,,,,,,Venture Capital,,12,13,,1,4,4,,,,"68,540",-0.2,-0.2,-0.2,,,,,,,,,,,,,,,,,,,,,,,
EnCap Flatrock Midstream,https://www.crunchbase.com/organization/encap-flatrock-midstream,"San Antonio, Texas, United States",,,Southern US,,"EnCap Flatrock Midstream is a venture capital firm with a singular focus: identifying, investing in and enhancing the value of great businesses and attractive assets in the midstream sector of North America's oil and gas industry. Founded in 2008 by Flatrock Energy Advisors and EnCap Investments L.P., the firm is guided by a disciplined and persistent approach to value creation through the rigorous application of intellectual and financial capital. The firm manages the EnCap Flatrock Midstream Funds I, II and III, which together have approximately $5.6 billion in institutional capital commitments from a broad range of prestigious institutional investors. EnCap Flatrock has more than $6.5 billion in total assets under management.",15,,,,,Active,"EnCap Flatrock Midstream invests in North America's oil and gas industry and is a venture capital firm based in San Antonio, Texas.",2008-01-01,year,,,,,,http://www.efmidstream.com,info@efmidstream.com,210-494-6762,,Private Equity Firm,Early Stage Venture,11,12,,11,2,2,,,,"24,545",-0.1,-0.3,0.3,"1,956","2,012.64",46.46%,181,-29.28%,5.79,14.38%,54.28%,3.3%,"5,545,790","-1,751,899",-24.01%,22,,,,,,,,52505,USD,52505
Startech Early Ventures,https://www.crunchbase.com/organization/startech-early-ventures,"Richardson, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"STARTech creates or invests in seed and early stage technology-based companies primarily in Information Technology and Communications, Smart Energy Systems, Technology enabled Health Care, and Nanotech Processes and Materials. STARTech Early Ventures was founded in 1997 as a business incubator to focus on developing technology-based start-up and entrepreneurial activity in the Telecom CorridorÂ® in Richardson, Texas.  In 1998, STARTech formed a seed-stage investment fund to compliment its methodology for company creation and growth.  STARTech has created strong networks of executives, entrepreneurs, co-investors, and other partners which allow them broad visibility into Texas deal flow. In addition, STARTech has taken a leading role in establishing relationships with Texas based research institutes including top tier university systems to translate technology commercialization initiatives into strong IP-based deal flow.",,,,,,Active,"STARTech creates or invests in seed and early stage technology-based companies primarily in Information Technology and Communications,",1998-01-01,year,,,,,,http://www.startechev.com,,,,Incubator,"Early Stage Venture, Late Stage Venture, Seed",9,12,,,7,7,,,,"28,891",0,0.1,2.6,,3.54,,,,,,,,,,,3,,,,,,,,103015,USD,103015
Triton Ventures,https://www.crunchbase.com/organization/triton-ventures,"Austin, Texas, United States",,,Southern US,,Triton Ventures is a venture capital firm investing in spinout and startup technology companies whose products give them a defensible position in large and growing markets.,8,,,,,Active,Triton Ventures is a venture capital firm investing in spinout and startup technology companies whose products give them a defensible,,,,,,,,http://www.tritonventures.com,laura@tritonventures.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",7,12,,,7,7,,,,"35,956",-0.1,0.8,-1,150,60.19,,242,,8,,,,"20,096,000",,,2,,,,,,,,,,
JatoTech Ventures,https://www.crunchbase.com/organization/jatotech-ventures,"Austin, Texas, United States",,,Southern US,,"At JatoTech Ventures, they are focused on helping talented entrepreneurs build great technology companies. This mission drives them and everything they do, from how they organize their firm to their investment strategy.",1,,,,,Active,"At JatoTech Ventures, they are focused on helping talented entrepreneurs build great technology companies.",,,,,,,,http://www.jatotech.com,info@jatotech.com,,,Venture Capital,"Early Stage Venture, Late Stage Venture",5,12,,2,3,3,,,,"46,468",-0.4,-0.3,0.3,273,73.72,,1,,1.32,,67.77%,,"22,686,093",,,6,,,4,,,,,,,
"Wells Fargo Strategic Capital, Inc.",https://www.crunchbase.com/organization/wells-fargo-strategic-capital,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,"Wells Fargo Strategic Capital is a principal investing and merchant division of Wells Fargo & Company. Wells Fargo Strategic Capital provides structured financing to small and mid-cap companies in the United States and Canada. Product capabilities include project/development financing, mezzanine financing, and other subordinated debt financing as well as equity financing, including both preferred and common.",,,,,,Active,Wells Fargo Strategic Capital is a principal investing and merchant division of Wells Fargo & Company.,,,,,,,,,,,,Corporate Venture Capital,"Early Stage Venture, Late Stage Venture",9,11,,3,,,,,,"3,314",-0.5,5,-0.6,,,,,,,,,,,,,75,,,,,,,,,,
Interlock Partners,https://www.crunchbase.com/organization/interlock-partners,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,5,,https://www.linkedin.com/company/interlock-partners/,,,Active,Interlock Partners is an early-stage venture capital firm based out of Texas and New York,2016-01-01,year,,,,,,http://interlock.vc,info@interlock.vc,,,"Micro VC, Venture Capital",Early Stage Venture,6,11,,2,,,,,,"4,444",-0.3,6,2.3,20,185.05,-85.97%,6,,2,100%,0%,-100%,"34,435,848","5,339,725",18.35%,12,,,,,,,,,,
Crestline,https://www.crunchbase.com/organization/crestline,"Fort Worth, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Crestline Investors, Inc. is an employee owned hedge fund sponsor. The firm provides its services to pooled investment vehicles, institutions, and high net-worth individuals. It manages hedge fund of funds. The firm invests in the public equity, fixed income, and alternative investment markets of the United States. It employs a quantitative and qualitative analysis with multiple hedge fund strategies to make its investments. Crestline Investors was founded in 1997 and is based in Fort Worth, Texas.",6,,,,,Active,"Crestline Investors, Inc. is an employee owned hedge fund sponsor. The firm provides its services to pooled investment vehicles,",1997-01-01,year,,,,,,http://crestlineinvestors.com,,(212) 584-4140,,Private Equity Firm,,9,11,,8,2,2,,,,"5,581",-0.5,4.7,4.5,"1,987","3,270.84",-35.53%,168,83.65%,3.11,-20.77%,14.77%,-27.14%,"6,874,372","2,313,863",50.74%,14,,,,,,,,31355,USD,31355
ward.ventures,https://www.crunchbase.com/organization/ward-ventures,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"ward.ventures is a private investment firm that invests in venture capital, private equity, managed funds and strategic partnerships.",,https://twitter.com/wardventures,https://www.linkedin.com/company/10054401,,,Active,"ward.ventures is a private investment firm that invests in venture capital, private equity, managed funds and partnerships.",2014-01-01,year,,,,,,http://ward.ventures,david@ward.ventures,,,"Family Investment Office, Private Equity Firm, Venture Capital","Convertible Note, Debt, Early Stage Venture, Late Stage Venture, Private Equity, Seed, Venture",7,11,,2,,,,,,"8,731",0.5,3.8,2.8,,148.3,,,,,,,,,,,4,,,,,,,,,,
Pharos Capital Partners,https://www.crunchbase.com/organization/pharos-capital-partners,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Based in Dallas and Nashville, Pharos Capital Group (â€œPharosâ€) has $600 million in capital under management through three private equity funds. Their latest partnership is a $400 million fund focused on providing later stage equity funding for internal growth, acquisitions, leveraged buyouts, management buyouts or recapitalizations across industry sectors, with particular focus on healthcare, business services and technology. Pharos typically takes $10 to $30 million equity positions through staged investing in undercapitalized businesses in underserved regions across the nation. They typically are the lead investor in a round, or will co-lead a financing along with other institutional investors. Their investment mandate is to be value added investors who bring more than just capital to the table.",32,,https://www.linkedin.com/company/pharos-capital-group,,,Active,"Based in Dallas and Nashville, Pharos Capital Group (â€œPharosâ€) has $600 million in capital under management through three private",1998-01-01,year,,,,,,http://www.pharosfunds.com,apersiani@pharosfunds.com,(214) 855-0194,,Private Equity Firm,"Early Stage Venture, Late Stage Venture",7,11,,4,3,3,,,,"9,539",0.4,0.2,0.2,"8,644","3,514.65",15.52%,32,59.41%,2.56,37.14%,36.77%,7.91%,"3,405,249","-1,144,022",-25.15%,9,,,3,,,,,,,
Escalate Capital Partners,https://www.crunchbase.com/organization/escalate-capital-partners,"Austin, Texas, United States",,,Southern US,,"Escalate Capital Partners is a leading mezzanine firm focused exclusively on providing capital to venture-backed expansion and late-stage companies within technology, life sciences and service based industries. The Escalate team combines experience in venture capital and commercial finance to deliver a broad array of senior, subordinated and mezzanine debt solutions that are less dilutive than equity and provide more flexibility than conventional debt from banks or asset-based lenders. As a company expands operations on a path to profitability, it should also look to broaden sources of capital beyond equity and traditional debt to achieve an optimal blend between overall cost and capital flexibility. Escalate's facilities are tailored to finance permanent working capital requirements, acquisitions and buy outs. Escalate can also structure syndicated transactions incorporating equity and debt through an extensive network of venture capital and debt financing partners. As a private debt fund with over $495 million in cumulative capital commitments, Escalate offers patient, stable capital tailored to each company’s unique needs. The Escalate investment team has 80+ years of combined experience and has invested more than $2 billion in over 500 companies.",10,http://twitter.com/escalatecapital,http://www.linkedin.com/company/1229629,http://www.facebook.com/Escalate-Capital-Partners/14706759,,Active,Escalate Capital Partners is a mezzanine firm focused on investments in late-stage technology companies.,2005-01-01,year,,,,,,http://www.escalatecapital.com,info@escalatecapital.com,(512) 651-2100,,Venture Debt,"Debt, Early Stage Venture, Late Stage Venture, Post-Ipo",10,11,,2,4,4,,,,"12,974",-0.7,-1.3,2.2,168,213.71,-69.87%,54,133.88%,3,88.18%,0%,-70.29%,"23,401,165","7,691,670",48.96%,17,,,13,,,,,,,
Scientific Health Development Partners,https://www.crunchbase.com/organization/scientific-health-development-partners,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Scientific Health Development (""SHD"") is a boutique investment company located in Dallas, TX. SHD invests in early-stage, innovative healthcare-related technologies and products.",,,,,,Active,"Scientific Health Development (SHD) is a boutique investment company located in Dallas, TX.",2006-01-01,year,,,,,,http://www.shdpartners.com,info@shdpartners.com,(214) 303-1540,,Venture Capital,Early Stage Venture,6,11,,3,1,1,,,,"26,931",-0.7,-1,-0.5,151,134.95,,5,,2,,,,"26,070,346",,,8,,,,,,,,,,
First Capital Group,https://www.crunchbase.com/organization/first-capital-group,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"First Capital Group is a growth capital investment firm that caters to middle market companies. It offers its services in Texas and the Southwest. First Capital Group assists companies’ management teams in their business plans, and financial and operational objectives. Its services focus on planning, capital formation and budgeting, merger and acquisition evaluation, and the planning and execution of exit strategies. First Capital Group was acquired by Bluestreak Technology and Mimix Broadband. First Capital Group was founded by Jeffrey P. Blanchard and Gary Graham in 1984. It is based in Dallas, Texas.",9,,,,,Active,"Founded in 1984, First Capital Group invests in a portfolio of middle-market companies and is a Texas-based growth capital investment firm.",1984-01-01,year,,,,,,http://www.firstcapitalgroup.com,jaodonnell@firstcapitalgroup.com,,,Venture Capital,"Debt, Early Stage Venture, Late Stage Venture",6,11,,3,2,2,,,,"28,654",-0.1,3.2,4,369,97.19,,0,,1,,100%,,"21,233,567",,,1,,,,,,,,312221,USD,312221
Murphree Venture Partners,https://www.crunchbase.com/organization/murphree-venture-partners,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,"Murphree Venture Partners is a Venture Capital company located in 2005 10th St Ste D, Boulder, Colorado, United States.",,,,,,Active,"Murphree Venture Partners invests in energy, tech-enhanced business services, waste management, and critical infrastructure companies.",,,,,,,,http://www.murphreeventures.com,jwhite@murphreeventures.com,(713) 655.8500,,Venture Capital,"Early Stage Venture, Late Stage Venture",9,11,,3,3,3,,,,"29,630",1.1,0.2,-0.1,,160.59,-100%,,,,,,,,,,6,,,5,,,,,,,
Laura and John Arnold Foundation,https://www.crunchbase.com/organization/laura-and-john-arnold-foundation,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,,17,https://www.twitter.com/lja_foundation,,https://www.facebook.com/177757582300684,,Active,"Laura and John Arnold Foundation's core objective is to address our nation’s most pressing and persistent challenges using evidence-based,",2009-01-01,year,,,,,,http://www.arnoldfoundation.org/,,,,Venture Capital,Grant,2,11,,1,,,,,,"30,423",-0.4,1.7,-0.1,163,"1,337.48",,,,1,,100%,,"28,442,183",,,10,,,11,,,,,,,
Amplo,https://www.crunchbase.com/organization/amplo,"Spring, Texas, United States",,,"Greater Houston Area, Southern US",,Amplo is a global venture capital firm helping build companies that matter,2,,https://www.linkedin.com/company/amplovc/,,,Active,Amplo ,2017-01-01,year,,,,,,http://amplovc.com,,,,Venture Capital,,7,10,,2,,,,,,"4,248",-0.5,4.6,0.5,"1,400","1,200.38",31.34%,163,188.31%,1.13,-5.19%,81.24%,0.3%,"11,119,636","-1,633,734",-12.81%,19,,,,,,,,,,
Bios Partners,https://www.crunchbase.com/organization/bios-partners,"Fort Worth, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",, Bios Partners Is A Venture Capital Firm Based In Dallas/Ft. Worth Focused On Investment In Innovative Early-Stage And Growth-Stage Biotech And Medical Device Companies. ,1,,https://www.linkedin.com/company/10802554/,,,Active,Bios Partners is a private equity firm based in Dallas/Fort Worth. ,,,,,,,,http://biospartners.com/,,817-984-5964,,Private Equity Firm,,8,10,,7,,,,,,"11,722",-0.4,-0.8,-1.4,761,298.56,191.52%,702,"1,981.49%",2.51,-24.07%,12.67%,12.67%,"12,431,659","-6,360,376",-33.85%,22,,,,,,,,,,
2M Companies,https://www.crunchbase.com/organization/2m-companies,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,"Their investment operations are conducted through 2M Companies, Inc. At first glance they appear to be similar to many other investment firms, however upon closer look you will find that they are very different. Their primary business purpose is to support The Morton H. Meyerson Family Fund and their communities, and to invest with people who are interested in effecting social change. Their business practices directly follow these Values.",1,,,,,Active,"Their investment operations are conducted through 2M Companies, Inc. At first glance they appear to be similar to many other investment",1985-01-01,year,,,,,,http://www.2m.com,information-request@2m.com,(214) 443-2000,,Family Investment Office,Seed,10,10,,1,1,1,,,,"19,052",0,-0.1,-0.1,"2,616","4,171.63",-59.83%,64,"1,422.07%",2.95,138.69%,45.81%,7.7%,"6,118,716","1,463,008",31.42%,31,,,15,,,,,,,
Koch Ventures,https://www.crunchbase.com/organization/koch-ventures,"Dallas, Texas, United States",,,"Dallas/Fort Worth Metroplex, Southern US",,,,,,,,Active,Koch Ventures and our approach to private equity investment.,,,,,,,,http://www.kochventures.com,,,,Corporate Venture Capital,,7,10,,3,5,5,,,,"19,995",-0.1,0.8,0.8,,,,,,,,,,,,,3,,,,,,,,,,
Sanders Morris Harris,https://www.crunchbase.com/organization/sanders-morris-harris,"Houston, Texas, United States",,,"Greater Houston Area, Southern US",,​Sanders Morris Harris was founded in 1987 to formulate a financial services firm that could not only capitalize on investment opportunities – but could actually create them.,,,,,,Active,Sanders Morris Harris is a financial services firm that offers investment and advisory services.,1987-01-01,year,,,,,,http://www.smhgroup.com,,800.538.0020,,Venture Capital,,7,10,,,6,6,,,,"26,006",-0.4,0,-0.2,155,"1,075.28",-64.99%,688,,7,600%,0%,-100%,"20,359,396","1,056,834",5.48%,10,,,,,,,,,,
